date,txVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),generatedCoins,fees
2014-05-15,27358544.33,5246,295895000,10.45,1692880,30200,8.34150881
2014-05-16,34736012.29,5856,297632000,10.41,1458420,30550,8.03688085
2014-05-17,58772197.32,5403,296752000,10.35,1086520,30750,7.1897168
2014-05-18,9588229.361,4339,294403000,10.36,908962,30400,3.76574945
2014-05-19,14809828.69,4396,294578000,10.3,1194390,27900,5.45117164
2014-05-20,17608128.46,9100,293762000,10.63,4912980,30100,9.32437289
2014-05-21,40410338.11,6465,302609000,10.59,2653860,29300,9.38245983
2014-05-22,41972336.41,7850,302201000,10.67,5186880,27250,9.05890286
2014-05-23,50514314,9334,304423000,11.23,9134640,27550,12.11971865
2014-05-24,139450616.8,7880,320801000,11.1,2574380,27100,11.59502591
2014-05-25,41725642.18,5670,318703000,11.53,9072890,30900,6.54028459
2014-05-26,189564815,6327,332099000,11.56,4063340,30100,7.32704745
2014-05-27,45231401.97,6533,331600000,11.15,4409430,34000,7.44944653
2014-05-28,51372175.23,6008,320904000,11.03,3167200,32150,7.1799901
2014-05-29,47820596.69,7304,316904000,10.78,2006930,28050,13.36873771
2014-05-30,62862792.1,5729,310601000,11.25,6192970,30900,5.88607473
2014-05-31,99768947.82,6673,324682000,10.93,4417180,32500,7.35074368
2014-06-01,68151639.46,5258,315445000,11.14,7308220,28700,6.12831481
2014-06-02,211433899.2,6268,322135000,11.36,6097460,29050,9.99401048
2014-06-03,222265485.6,6889,328596000,11.48,3646880,30050,7.60354841
2014-06-04,111110042.3,6357,332174000,11.06,4085750,31950,7.68051865
2014-06-05,57704148.79,6693,320051000,11.29,4103560,32350,7.69171084
2014-06-06,61611401.8,6222,327803000,11.2,2062460,29250,10.11524236
2014-06-07,26478102.39,5331,325266000,11.11,1878190,29700,7.04615816
2014-06-08,16841337.25,4248,323094000,11.27,1880630,30150,6.17636364
2014-06-09,27806211.11,4340,327986000,11.18,1784790,31550,9.02731695
2014-06-10,26635711.97,4701,326760000,11.11,2752500,33100,7.73711017
2014-06-11,28034532.18,4862,323931000,10.94,2064260,29400,7.03592484
2014-06-12,22436861.36,4438,319206000,10.17,4748730,25500,6.4505495
2014-06-13,48445371.91,4442,297021000,10.25,2338830,27100,6.93987442
2014-06-14,43088522.42,4459,300140000,9.93,3232610,25750,6.21055139
2014-06-15,38257015.44,4583,289179000,9.94,2788040,31150,5.71028382
2014-06-16,40109086.19,4236,292055000,9.71,2633400,32400,6.5109424
2014-06-17,89322021.22,4754,284195000,9.66,2214920,31350,7.65332679
2014-06-18,36754702.88,4560,284219000,9.68,1703900,30600,8.83744133
2014-06-19,58075571.19,4738,284608000,9.99,3395730,32050,14.1311131
2014-06-20,73079213.62,5648,294353000,9.83,1862810,34650,10.34748633
2014-06-21,43603325.8,5256,290087000,9.83,1201330,31050,7.99948071
2014-06-22,23338665.46,3752,290612000,9.77,1382550,27500,4.43969175
2014-06-23,21415977.06,3745,288542000,9.72,1306090,29100,4.99691499
2014-06-24,33791402.31,4116,287584000,9.63,1449760,30450,5.58230191
2014-06-25,27232294.97,4412,284464000,9.19,2061300,29450,6.31381051
2014-06-26,32132127.92,4114,272567000,9.09,2457120,32200,13.58113222
2014-06-27,39157700.09,4163,269692000,9.25,1574680,29050,5.58641346
2014-06-28,26648856.49,4265,275381000,9.19,1466260,31700,4.97126411
2014-06-29,25158110.61,3828,273298000,8.96,2181070,32600,4.6405051
2014-06-30,33254296.21,3818,266898000,8.95,4287560,29950,4.42037417
2014-07-01,51753120.52,5028,266885000,7.79,6485840,29400,18.2049992
2014-07-02,58981185.92,4784,238021000,8.16,7882050,30100,7.16383256
2014-07-03,175186354,5737,240738000,8.03,2917800,30900,9.20664434
2014-07-04,57342178.67,4288,239981000,7.34,3545090,31950,5.20073402
2014-07-05,32063917.68,3927,218960000,7.28,5330180,32050,4.3712592
2014-07-06,120097578.2,4901,218675000,7.11,2569530,31550,6.52540957
2014-07-07,82239186.8,4452,212727000,7.56,5011390,31450,5.50697385
2014-07-08,124111360.7,4908,227425000,7.73,2798300,31650,6.60712086
2014-07-09,43558556.36,4424,233495000,7.79,2978550,35050,6.9797091
2014-07-10,48373633.54,4372,234030000,7.79,1988790,31650,8.07066639
2014-07-11,25419065.79,4139,234694000,7.85,1996570,31100,5.13119877
2014-07-12,25218868.61,4570,236901000,8.62,5976190,31400,6.95481624
2014-07-13,65719158.56,4752,259539000,8.9,5485690,27500,6.60108877
2014-07-14,67173854.22,4986,268608000,8.62,4107330,30500,6.57618631
2014-07-15,43033369.68,5533,260390000,8.56,1729530,28650,8.63322754
2014-07-16,40940031.89,4670,258928000,8.32,3440990,28750,7.09227745
2014-07-17,26354496.89,5602,252096000,8.66,2659970,29950,7.3102145
2014-07-18,29736724.93,6472,262388000,8.72,2515210,31050,6.88775412
2014-07-19,45716098.08,6826,264452000,8.61,1577680,31750,9.1441626
2014-07-20,63355942.36,6155,261506000,8.46,1790490,30550,250.4103915
2014-07-21,51479914.22,8248,257188000,8.59,1553560,27600,17.86092104
2014-07-22,28005643.34,5175,261418000,8.57,910432,27650,6.11928366
2014-07-23,14648142.51,6775,260880000,8.46,1221280,27400,8.51897444
2014-07-24,12351820.85,5060,258197000,7.79,3899860,31700,6.37770209
2014-07-25,45328441.17,7771,237364000,7.55,3168960,31400,9.05644058
2014-07-26,71566091.09,7924,231364000,7.6,1317700,29400,8.76014512
2014-07-27,44034701.8,6649,232571000,7.75,1806430,30550,7.26540114
2014-07-28,16344187.1,4735,237345000,7.59,1890990,31450,5.73478549
2014-07-29,22251854.36,4686,232399000,7.65,1088110,30450,11.25793459
2014-07-30,13632147.11,5492,234500000,7.26,1803280,31050,5.76876072
2014-07-31,18761876.68,4936,223429000,7.54,3047710,27150,5.74535467
2014-08-01,28592246.22,5480,231533000,7.7,1849420,30800,8.11399489
2014-08-02,16431853.32,5416,237040000,7.63,1113910,30050,8.15968328
2014-08-03,15985142.15,4098,234826000,7.54,777123,26700,4.61841626
2014-08-04,8360720.188,3931,232222000,7.41,1150700,28900,5.03793491
2014-08-05,56206627.06,5045,228499000,7.27,1400060,28050,6.46311372
2014-08-06,50697343.62,8013,224172000,7.18,1047680,29700,10.38821337
2014-08-07,28147749.84,8458,222079000,7.18,3306010,30450,31.61179156
2014-08-08,88295208.57,8023,222194000,7.06,1710740,32400,8.77765567
2014-08-09,38377184.38,5982,218699000,6.94,2392250,32850,6.48922122
2014-08-10,16740804.21,3775,215445000,6.95,883892,30350,5.2189216
2014-08-11,12151801.09,3896,215948000,6.06,5822370,29450,6.34576203
2014-08-12,25486543.24,5106,188186000,5.65,5792680,30200,8.48092183
2014-08-13,127251643.3,6917,175699000,5.04,7394390,29000,9.17660093
2014-08-14,79074594.23,6708,156935000,5.04,4880800,30000,9.58771387
2014-08-15,74424331.51,5344,157557000,5.05,1986680,30550,6.64803719
2014-08-16,51763520.37,4177,157337000,4.98,1776270,28800,5.73460063
2014-08-17,21016664.49,4138,155117000,4.33,3669990,28750,5.63018925
2014-08-18,19464775.72,4611,135740000,3.71,7745910,28250,6.13160998
2014-08-19,172995631.8,6052,116072000,4.67,8650900,26150,12.62370435
2014-08-20,157355781.1,5356,147518000,5.45,10691200,28550,7.08281292
2014-08-21,249802737,5761,171088000,5.8,10657900,28100,6.69903235
2014-08-22,125548951.3,4630,181670000,5.25,6563270,29050,6.9950992
2014-08-23,78801728.23,3920,164240000,4.9,4216910,30950,5.93485332
2014-08-24,22903849.02,3141,153696000,5.45,7834340,29700,3.67476109
2014-08-25,41444597.69,3466,169653000,5.21,3771750,27600,4.13824323
2014-08-26,22118337.91,3433,163703000,5.54,4855760,28800,4.04048557
2014-08-27,15026767.74,3659,174764000,5.39,6557750,27650,4.72076779
2014-08-28,36122113.68,3783,169957000,5.28,3621080,28950,6.34484418
2014-08-29,19974659.6,3122,166992000,5.36,2455120,28300,4.39956504
2014-08-30,15131844.01,3983,169080000,5.23,2227060,28450,4.70176633
2014-08-31,10677074.85,3604,164491000,4.86,6174680,27100,4.77902428
2014-09-01,37739437.23,4043,153547000,4.71,2185090,28450,5.64184428
2014-09-02,10135658.62,4262,149094000,4.82,3392930,27750,5.66898688
2014-09-03,44574548.65,4046,152710000,4.87,1452640,31200,4.81303819
2014-09-04,37358019.72,4221,154428000,5.18,3630100,29800,5.30922038
2014-09-05,16664487.69,4658,164151000,4.96,1855340,26950,6.18536953
2014-09-06,11382180.2,3252,158040000,4.98,1604380,28700,6.17860901
2014-09-07,9117051.399,3554,158564000,5.16,2465670,28200,5.48479921
2014-09-08,5947147.498,3671,164063000,5.1,3382240,31550,4.78812279
2014-09-09,12817867.43,3225,162200000,5.07,2241750,28900,4.03462637
2014-09-10,10749161.72,3507,161334000,5.34,4708510,29650,4.53605979
2014-09-11,13021602.83,4322,170316000,5.45,4135310,27400,6.2252435
2014-09-12,16567600.81,3895,174463000,5.38,2226060,29350,5.65861958
2014-09-13,13431027.78,3741,172425000,5.45,2376730,31600,4.87790622
2014-09-14,12372033.97,3685,174338000,5.4,2082360,32950,7.19670828
2014-09-15,8014432.371,3806,173095000,5.18,3140670,33100,6.55252669
2014-09-16,16615340.68,3958,165726000,5.07,2227620,32750,6.60218071
2014-09-17,9015008.708,3896,163239000,5.06,3071840,29800,5.11796921
2014-09-18,11989194.54,4512,162731000,4.69,4569260,29300,7.12335795
2014-09-19,15619241.93,3852,150711000,4.33,3917450,28000,5.92456472
2014-09-20,23507431.44,4263,139314000,4.29,5490660,27250,7.60949376
2014-09-21,16284955.95,4006,137303000,4.25,2931220,27350,6.54176166
2014-09-22,18961452.17,5016,136869000,4.24,1855960,27150,5.09439626
2014-09-23,12821690.77,5134,136784000,4.75,4661670,30300,5.68875754
2014-09-24,10834708.72,3678,153105000,4.67,2662290,28850,4.74482487
2014-09-25,11468995.26,3823,150841000,4.51,2046960,33300,4.85262766
2014-09-26,6508585.538,3614,145937000,4.43,1548350,31200,4.5949912
2014-09-27,5745539.562,3472,143622000,4.42,889525,30450,5.23697113
2014-09-28,8558515.897,3604,143433000,4.23,1741170,27900,4.05431675
2014-09-29,7605772.299,3516,137498000,4.25,1712650,29800,6.96258024
2014-09-30,8018435.993,3504,138094000,4.47,2456420,29500,4.98089289
2014-10-01,9376100.782,2896,145326000,4.43,1172180,27950,3.48967836
2014-10-02,5821503.561,2649,144138000,4.32,1124950,31350,19.1927026
2014-10-03,5248420.008,2324,140654000,4.18,1471270,28500,3.86654527
2014-10-04,4889644.424,2334,136021000,3.94,6948810,31100,3.43559127
2014-10-05,10609036.45,3278,128606000,3.7,8143680,29300,4.41805208
2014-10-06,15141159.05,3581,120914000,3.82,9482680,28500,4.36833748
2014-10-07,9012321.626,3358,124621000,3.86,7096400,29000,4.21208376
2014-10-08,7295380.291,3760,126097000,3.91,5850860,26000,3.7140164
2014-10-09,6650448.745,3407,127939000,3.9,8316140,26500,4.97731424
2014-10-10,57263813.9,3853,127734000,3.81,6313690,28900,5.12771825
2014-10-11,7517115.583,3553,124474000,3.77,3498570,30850,4.97579752
2014-10-12,6312025.457,3688,123955000,3.85,2712090,30800,4.6687292
2014-10-13,2167629.077,3012,126363000,3.86,4200710,29050,3.05753035
2014-10-14,14024829.65,3054,127066000,4.08,8247860,28300,4.31899109
2014-10-15,61151774.73,5319,134157000,4.06,4837180,25950,5.69434563
2014-10-16,22054672.79,2665,133644000,3.99,4204880,29300,3.03476348
2014-10-17,3764750.696,2627,131581000,3.99,3561280,30000,3.84624655
2014-10-18,4169478.854,2547,131703000,4.06,2386140,28950,3.83465516
2014-10-19,5141280.797,2718,133959000,3.99,1576340,29750,5.02257704
2014-10-20,3030445.436,2669,131666000,3.91,2252890,28500,14.12200498
2014-10-21,4659189.863,3037,129405000,3.94,1948840,28500,2.79503278
2014-10-22,2234537.866,2530,130482000,3.84,2094200,28200,2.8668129
2014-10-23,6853690.066,2419,127483000,3.74,3191780,28950,3.21878173
2014-10-24,4404847.698,2765,124036000,3.75,3557710,31400,2.95526308
2014-10-25,6142576.607,2621,124453000,3.67,2370430,29450,4.75408006
2014-10-26,3443733.006,2636,121908000,3.73,1986590,27200,2.91240384
2014-10-27,3831580.76,2079,123853000,3.81,2694530,31100,2.31898643
2014-10-28,6552547.8,2673,126895000,3.85,2222000,27800,5.0608964
2014-10-29,5982835.034,4326,128368000,3.73,2551500,31500,4.85718879
2014-10-30,5716035.099,2706,124537000,3.79,2667440,32350,3.66420308
2014-10-31,5807036.776,2559,126310000,3.75,2303900,27600,4.78346315
2014-11-01,5642140.216,2566,125479000,3.57,2476220,27100,2.72292388
2014-11-02,4945898.803,2956,119570000,3.59,2031400,27050,3.70461127
2014-11-03,4177257.237,2397,119977000,3.58,2034500,28050,3.43214756
2014-11-04,3099795.204,2319,119901000,3.59,2336120,29700,4.10191578
2014-11-05,4280124.478,2272,120339000,3.64,2855540,29700,3.63736143
2014-11-06,3422742.329,2605,122198000,3.65,2461750,33600,3.65711925
2014-11-07,2843282.441,2320,122561000,3.56,2417010,29500,5.10727321
2014-11-08,4643034.021,2464,119538000,3.56,1508220,29100,3.61343502
2014-11-09,5785116.908,7106,119580000,3.63,1873830,29200,3.19024043
2014-11-10,3632418.237,2903,122288000,3.7,3545550,29300,2.86317031
2014-11-11,5965718.305,3667,124625000,3.68,2783960,28300,3.73088408
2014-11-12,3959360.99,3018,124106000,4.07,8733140,30800,3.2796271
2014-11-13,15176586.79,3769,139504000,4.1,13963000,28600,5.52673864
2014-11-14,18899763.21,4673,138029000,3.99,7587850,30550,6.01021741
2014-11-15,14836684.42,3570,135002000,3.85,3891770,30450,4.48611545
2014-11-16,7586341.065,3337,130011000,3.88,2991050,31050,3.31964126
2014-11-17,8332459.18,3144,131455000,3.88,3967100,29300,3.67257082
2014-11-18,6043074.41,3490,131400000,3.77,4024840,31300,3.01656649
2014-11-19,4028516.374,3137,128285000,3.81,2858300,31850,3.08689057
2014-11-20,3123992.775,3087,129316000,3.61,3682840,29000,4.5245407
2014-11-21,4577320.249,3602,122878000,3.5,3851320,29800,4.95235286
2014-11-22,4705668.309,3295,119138000,3.52,2446510,30600,4.5668973
2014-11-23,3442382.079,3382,119985000,3.59,1686970,31550,13.9837022
2014-11-24,2647132.718,3127,122535000,3.63,3281530,29100,3.09091513
2014-11-25,3022502.674,3351,123680000,3.57,3468870,29900,4.54584333
2014-11-26,4368730.755,3308,121883000,3.56,2497390,32950,3.82033154
2014-11-27,3496554.178,3511,121848000,3.56,1764690,27850,4.31496459
2014-11-28,4624673.965,2874,121805000,3.6,2007140,28400,2.57361376
2014-11-29,3499465.284,3137,123406000,3.59,2264640,27350,3.39807728
2014-11-30,4762937.837,3225,122867000,3.58,1206290,28550,3.91560991
2014-12-01,2347122.584,4066,122616000,3.58,1275120,29450,4.70961609
2014-12-02,3416139.341,3136,122804000,3.63,2051950,29650,4.10811975
2014-12-03,6683723.862,3385,124626000,3.61,1715450,28450,10.50147042
2014-12-04,3603686.794,3109,124172000,3.59,2291670,29800,27.36930813
2014-12-05,7088063.047,5432,123669000,3.62,2350920,28150,113.7007547
2014-12-06,5404678.961,5734,124520000,3.61,1690520,27550,39.63888755
2014-12-07,6880073.74,3100,124612000,3.71,1759240,28900,4.40276077
2014-12-08,9189727.879,3072,127928000,3.65,2295450,31400,4.23815053
2014-12-09,10829264.7,3188,126207000,3.52,3606940,32600,4.25425577
2014-12-10,7831854.521,3228,121787000,3.5,1982380,31450,4.18709926
2014-12-11,4761178.102,2602,120898000,3.48,2667680,28200,3.97548394
2014-12-12,4915706.1,2490,120474000,3.49,2060970,27900,7.00620926
2014-12-13,4281894.471,2562,120839000,3.48,2121910,28900,2.89802956
2014-12-14,4896786.403,2825,120551000,3.48,1547550,29600,4.42264198
2014-12-15,5869225.759,2540,120858000,3.45,2292030,30250,3.00116616
2014-12-16,3642402.01,2926,119941000,3.02,5220210,28300,3.57003287
2014-12-17,12083484.69,3981,104697000,2.94,3969240,28900,4.93057846
2014-12-18,6756005.696,3199,102479000,2.81,4301260,28300,3.24735063
2014-12-19,6370860.779,2979,97712800,2.87,2780240,26750,3.79649105
2014-12-20,5293928.255,2688,99946000,2.92,2591650,28450,2.67005963
2014-12-21,5058726.728,3444,101680000,2.85,2187630,26650,3.88723125
2014-12-22,4578214.574,3778,99862200,2.89,2477440,28150,5.53780532
2014-12-23,6193354.909,4275,100889000,2.88,1901360,27150,4.98478016
2014-12-24,4299528.975,4012,100630000,2.74,2076240,26850,3.95537666
2014-12-25,2241823.152,3118,95760900,2.7,1640910,31350,5.69787458
2014-12-26,4519787.701,2896,94618000,2.78,2088360,34650,3.4511552
2014-12-27,3528168.989,2947,97465400,2.72,2180800,30100,4.20744391
2014-12-28,9289118.526,3086,95424400,2.73,1701950,29600,2.98589817
2014-12-29,6153656.01,3273,96020400,2.69,1471530,28700,4.05094436
2014-12-30,4453009.987,3018,94764600,2.7,1536350,25700,3.76384878
2014-12-31,2747448.06,3253,95108100,2.72,1577550,26600,3.73215222
2015-01-01,2237553.545,3265,95896300,2.7,770693,26750,3.40868309
2015-01-02,2981210.253,2781,95029800,2.67,855392,28350,2.87992229
2015-01-03,2729852.356,2555,94017000,2.13,5193080,28150,3.4355574
2015-01-04,22309955.01,5540,74465900,1.96,3888140,29300,9.95301003
2015-01-05,24152234.81,4960,69148700,2.08,10649500,27300,6.96523649
2015-01-06,6760428.006,4375,73663300,2.11,3242950,26650,4.76063616
2015-01-07,7091723.882,4403,74913200,2.12,3388950,26250,4.89776841
2015-01-08,6171314.364,4257,74876300,2.01,2924520,25100,6.03130604
2015-01-09,7980172.297,5262,71195200,1.98,1951160,27500,5.9777559
2015-01-10,5260503.585,4445,69838100,1.65,2911190,28700,5.677723
2015-01-11,65492659.95,6056,58665800,1.72,2581500,29050,10.03264702
2015-01-12,8260178.601,5566,60986100,1.71,1738370,26750,6.65815207
2015-01-13,8563701.459,4676,60769100,1.54,4039950,28350,7.74778985
2015-01-14,8341096.534,5329,55102200,1.16,4721280,25000,7.37674026
2015-01-15,38148307.08,5643,41039000,1.28,3487080,27400,7.45430979
2015-01-16,24731560.14,4420,45481900,1.4,2669280,25900,7.23258852
2015-01-17,11038265.17,4742,49811400,1.29,1514960,24950,5.30109942
2015-01-18,3938949.861,5865,46219800,1.33,1694820,26400,7.62737614
2015-01-19,3619362.612,5761,47416500,1.34,728641,27150,6.84840226
2015-01-20,2723505.089,5303,47896600,1.32,1069660,27300,6.40111433
2015-01-21,3229068.28,5234,47325500,1.37,1191370,30100,5.84020777
2015-01-22,4396360.053,4680,49163200,1.42,1660700,26600,7.52204042
2015-01-23,4670316.238,5584,50568400,1.43,1267530,30250,6.03163615
2015-01-24,5006819.841,3592,51269500,1.84,4858920,31300,5.71232149
2015-01-25,11571329.05,4298,66065700,2.25,9178540,29000,5.88915243
2015-01-26,17419921.37,6482,80604000,2.08,8803090,31150,10.71029075
2015-01-27,44243686.62,5754,74514900,2.09,4502690,28950,9.18685693
2015-01-28,12288450.67,6747,75192600,1.87,3295480,29250,9.14016435
2015-01-29,3560262.632,7935,67529300,1.92,2191570,29650,7.42339219
2015-01-30,7917233.148,4696,68945600,1.9,1805110,29950,9.11565268
2015-01-31,3124300.594,5652,68341300,1.87,1205140,29150,8.33396891
2015-02-01,4193076.121,6021,67769100,1.8,2661610,28100,7.61911664
2015-02-02,4655497.591,4452,65442400,1.88,1955370,28750,7.48863898
2015-02-03,18741712.29,11348,67712400,1.82,2425490,29000,9.49399701
2015-02-04,2435853.649,4449,65838100,1.79,3683490,28750,5.90747694
2015-02-05,3322179.536,3630,64942100,1.74,4490700,27300,6.10777003
2015-02-06,3733110.25,4350,63021100,1.76,2332680,27300,4.94129257
2015-02-07,1748218.884,4536,63768900,1.78,1272440,29050,5.52053743
2015-02-08,1787401.079,10181,64807000,1.78,793432,30300,4.63019471
2015-02-09,1577495.15,21060,64802000,1.73,1412300,27100,4.77081129
2015-02-10,3773729.824,17531,62958900,1.76,1943220,26050,23.36355392
2015-02-11,3441734.258,10549,64008900,1.73,1202390,27150,7.03532489
2015-02-12,1345522.066,8937,62968800,1.76,1073660,29100,5.31555251
2015-02-13,1301518.923,6856,63906200,1.82,2417560,30500,7.55826435
2015-02-14,3177050.711,7469,66427400,1.94,2967890,28800,8.90016094
2015-02-15,3358246.119,5696,70755000,1.84,3678900,30600,8.07658891
2015-02-16,4924366.367,4941,67323000,1.8,1766700,29000,8.46775109
2015-02-17,1983302.796,4261,65535000,1.85,1824820,28050,5.43365036
2015-02-18,975321.5019,3692,67870400,1.83,1504230,26950,7.26560253
2015-02-19,986348.9206,5016,66773600,1.85,1117190,29650,8.38309305
2015-02-20,1467175.284,5366,67437300,1.85,1430460,26550,8.77542674
2015-02-21,1223108.389,3631,67744100,1.85,934224,28750,8.56893014
2015-02-22,725432.7121,3981,67833100,1.8,1413400,28900,9.37670213
2015-02-23,828088.4457,3974,66170200,1.82,1207240,30200,8.98020824
2015-02-24,2896913.454,4832,66606800,1.83,941910,27950,9.81144168
2015-02-25,2686796.071,5402,67265400,1.8,768342,30000,9.30350113
2015-02-26,5360866.74,5840,66513000,1.81,917184,29400,11.08753322
2015-02-27,1368630.349,5485,66305700,1.85,2360850,27900,10.59156077
2015-02-28,4132934.008,6697,68126100,1.84,1026120,27600,6.96297239
2015-03-01,2835159.332,6485,68053900,1.89,1697220,28500,6.8311401
2015-03-02,1711359.475,6577,69828900,1.94,2442300,29250,6.44761505
2015-03-03,4386524.188,5037,71717700,1.96,2818220,28000,7.36633495
2015-03-04,49307198.43,4402,72285900,1.93,2444050,27550,6.62455346
2015-03-05,9537526.367,7082,71173000,1.92,2042170,27700,7.25268892
2015-03-06,3631835.842,8911,71069500,1.9,1718100,26200,5.86378526
2015-03-07,4205275.432,3935,70134200,1.91,1176540,28900,7.01697861
2015-03-08,3612596.562,4630,70928800,1.89,1281400,28750,6.48357131
2015-03-09,79087396.33,4264,70206300,1.94,2713960,30000,5.66571152
2015-03-10,5946556.732,4376,72175800,2.01,4023500,31350,6.19131822
2015-03-11,5249236.368,4527,74625400,2.03,1945020,30850,8.65013972
2015-03-12,4059465.734,4345,75256300,2.04,2153170,31100,5.9982668
2015-03-13,3519334.415,4208,76002200,2.01,1702690,28050,9.21982074
2015-03-14,3190816.192,3943,74645200,2,1524990,28500,8.51200352
2015-03-15,4241008.232,4451,74351900,2.02,1035700,29600,7.58672754
2015-03-16,3328478.623,3690,75416900,2.03,1307010,27050,5.99615052
2015-03-17,2331272.729,3887,75949300,1.98,1493110,28100,7.1272315
2015-03-18,8079274.205,3985,74064600,1.74,2976040,25350,8.33737476
2015-03-19,4695514.293,3843,65175200,1.76,2925790,23200,5.88978305
2015-03-20,7181501.333,4141,65947700,1.77,1015870,21400,6.07752798
2015-03-21,4445932.4,3854,66130700,1.75,1025410,26750,5.02665932
2015-03-22,3029883.795,4175,65399100,1.8,1072060,32050,7.22566379
2015-03-23,1844135.094,4384,67475000,1.78,1257730,32400,9.5891255
2015-03-24,3498703.168,4144,66624900,1.65,2014330,31750,6.2651145
2015-03-25,3524218.096,3996,62138700,1.67,2189060,30850,7.5233466
2015-03-26,8136848.092,4315,62874100,1.7,1655180,32050,5.26654402
2015-03-27,3066360.063,3768,63619500,1.69,1109440,31600,5.71659201
2015-03-28,4696540.039,3333,63346600,1.7,843595,28200,5.24465064
2015-03-29,999739.7272,3795,64221900,1.66,1242080,29550,5.51039037
2015-03-30,1619611.696,3803,62459100,1.67,1297260,29700,6.78740706
2015-03-31,2395489.205,3498,63003800,1.65,1124990,28450,5.18285943
2015-04-01,1684014.796,3714,62351500,1.66,1245880,30450,7.77804123
2015-04-02,1795787.074,3952,62994200,1.68,1254970,26750,8.4188362
2015-04-03,1173516.211,3519,63414000,1.7,1053650,26650,6.23992947
2015-04-04,1527118.393,3387,64337500,1.69,794158,31550,5.1042174
2015-04-05,1406297.946,3413,63731100,1.7,1012920,29200,5.23581958
2015-04-06,1317343.344,3475,64505900,1.69,1077700,29450,5.20630519
2015-04-07,1096346.775,3527,63958900,1.67,898271,27200,5.07435014
2015-04-08,1300128.346,3805,63336300,1.63,1479550,29800,5.50913116
2015-04-09,2970909.492,5212,61536800,1.59,1354130,30100,7.19122436
2015-04-10,4418768.589,4030,60275800,1.53,1448110,27750,4.88285452
2015-04-11,1932682.362,4835,57945500,1.46,1329260,29000,6.88227744
2015-04-12,2052480.792,4712,55550100,1.46,724290,27350,7.63476913
2015-04-13,4350011.769,4442,56089100,1.38,1316410,30000,5.94824023
2015-04-14,1643663.201,3351,52470700,1.38,1669170,28000,9.1972822
2015-04-15,8388324.008,4870,52512100,1.38,1230190,26250,6.2439232
2015-04-16,6402765.311,4387,52832900,1.42,1098160,30500,5.60190232
2015-04-17,2697178.9,4121,54339400,1.41,1127080,30750,4.70362647
2015-04-18,3441095.198,3793,53929900,1.41,733823,28700,4.94363497
2015-04-19,1943870.21,4208,53970000,1.39,984396,26200,6.10515708
2015-04-20,2238204.458,5425,53029400,1.41,959972,28000,7.55157036
2015-04-21,2768266.971,4128,53985400,1.42,1055230,30950,5.38313945
2015-04-22,1894395.514,4045,54951900,1.45,1130670,29900,11.63419727
2015-04-23,3185790.751,3852,55880900,1.46,727959,28250,4.88323852
2015-04-24,2402487.777,3851,56032400,1.42,1008680,28400,6.84641732
2015-04-25,3745781.757,3847,54617300,1.4,868387,26900,5.14752637
2015-04-26,1467457.721,3337,53853500,1.32,1292150,28350,5.96615356
2015-04-27,1988987.877,3385,50904000,1.38,1465060,28650,4.70187098
2015-04-28,2686080.237,3400,53283400,1.36,1014190,28050,5.52393855
2015-04-29,2055550.508,3560,52548100,1.36,1372440,28300,4.65482776
2015-04-30,2588997.482,3113,52528700,1.44,2039930,30550,3.79734773
2015-05-01,2242697.43,3016,55731500,1.41,1169670,29900,9.76838831
2015-05-02,1875312.151,2933,54397100,1.42,807758,29550,4.11244247
2015-05-03,1062003.323,2899,54921600,1.43,1673860,26300,6.47920275
2015-05-04,2799348.044,3310,55532500,1.41,1462600,27350,5.11392407
2015-05-05,2753868.382,3415,54810500,1.41,1229630,29100,5.38416932
2015-05-06,2604198.819,3265,54516200,1.39,1100820,26650,5.35272732
2015-05-07,1399948.538,3034,53911200,1.46,1742090,27700,5.87016698
2015-05-08,2698034.678,3377,56483700,1.48,1444320,30000,7.94973713
2015-05-09,3406106.727,3351,57523100,1.45,1323730,30350,5.54696837
2015-05-10,3550450.758,3494,56317000,1.44,993855,31500,5.7181794
2015-05-11,2893262.217,3435,55980400,1.44,826032,30400,5.63668747
2015-05-12,2266716.687,3484,56029300,1.45,723296,26600,4.87834642
2015-05-13,2612981.39,3626,56263400,1.45,1913000,27050,17.00541783
2015-05-14,2951217.786,3387,56547200,1.45,1078360,28600,6.78435741
2015-05-15,2304017.966,2962,56503900,1.45,691297,28200,4.27686908
2015-05-16,2689457.401,2961,56814000,1.45,757344,30300,5.04768006
2015-05-17,1855137.997,3137,56535300,1.45,481714,28650,5.55991049
2015-05-18,1133396.885,2931,56856600,1.45,630744,29150,5.30580333
2015-05-19,2124873.338,3531,56631100,1.45,516737,28250,17.05391325
2015-05-20,2883112.474,3311,56936400,1.46,892369,29650,4.5164606
2015-05-21,2462373.741,3111,57264300,1.48,1109240,30650,4.24730978
2015-05-22,3474660.329,2826,58038700,1.83,5017600,26750,3.97085987
2015-05-23,18523242.26,4329,71890900,1.79,2701800,27600,7.10494567
2015-05-24,9402916.426,3743,70215400,1.83,1725070,27850,5.07947162
2015-05-25,5331452.491,3557,72077400,1.8,1457180,28200,4.82753358
2015-05-26,4825176.199,3585,70921400,1.82,1381530,28700,4.57503663
2015-05-27,3802236.361,3201,71500100,1.85,1675280,29100,5.73172375
