rank,name,last_updated,24h_volume_usd,market_cap_usd,pct_change_1h,pct_change_24h,pct_change_7d,price_usd,total_supply,available_supply
109,Substratum,1507388366,345256,32801573,-0.84,5.62,102.8,0.14,352000000,226091449
110,ZCoin,1507385353,643857,32899600,-0.42,-6.93,-21.18,10.4,3160597,3160597
110,ZCoin,1507385653,646237,32770648,-0.95,-7.28,-21.49,10.36,3160597,3160597
110,Substratum,1507385665,353257,32973855,0.04,4.27,105.68,0.14,352000000,226091449
110,Substratum,1507385965,353207,32985838,-0.02,4.55,105.29,0.14,352000000,226091449
110,ZCoin,1507386253,647972,32829097,-1.04,-7.09,-21.36,10.38,3160747,3160747
110,ZCoin,1507386552,648156,32834154,-1.1,-7.07,-21.34,10.38,3160747,3160747
110,Substratum,1507386863,352308,32941976,-0.47,4.71,104.46,0.14,352000000,226091449
110,Substratum,1507387165,350367,32757260,-1.31,4.35,103.14,0.14,352000000,226091449
110,Substratum,1507387465,347837,32745955,-1.37,4.6,102.91,0.14,352000000,226091449
110,Substratum,1507387765,348017,32737364,-1.4,4.76,102.71,0.14,352000000,226091449
110,Substratum,1507388064,345693,32813104,-0.91,5.22,103.02,0.14,352000000,226091449
110,ZCoin,1507388353,647622,32771863,-1.25,-7.28,-21.52,10.36,3160897,3160897
111,Elastic,1507385359,743668,32484799,1.96,-12.29,-23.25,0.37,100000000,86796251
111,Elastic,1507385660,743418,32471866,1.54,-12.27,-23.29,0.37,100000000,86796251
111,Elastic,1507385960,743844,32458673,1.4,-12.29,-23.36,0.37,100000000,86796251
111,Elastic,1507386259,744997,32453986,1.12,-12.26,-23.38,0.37,100000000,86796251
111,Elastic,1507386558,753301,32530627,1.14,-12.02,-23.21,0.37,100000000,86796251
111,Elastic,1507386858,754618,32546511,1.25,-11.91,-23.22,0.37,100000000,86796251
111,Elastic,1507387160,751844,32580796,0.98,-11.76,-23.16,0.37,100000000,86796251
111,Elastic,1507387460,752783,32526374,0.93,-11.8,-23.3,0.37,100000000,86796251
111,Elastic,1507387759,753881,32518997,0.91,-11.77,-23.33,0.37,100000000,86796251
111,NoLimitCoin,1507388062,38174,32607459,4.5,2.27,-10.61,0.15,203847578,203847578
111,NoLimitCoin,1507388353,38084,32542657,4.08,2.18,-10.76,0.15,203847713,203847713
112,CloakCoin,1507385649,247268,32455256,0.34,-7.36,-12.71,6.34,5114382,5114382
112,CloakCoin,1507385950,247012,32454867,0.47,-7.35,-12.72,6.34,5114385,5114385
112,CloakCoin,1507386248,246576,32453742,0.45,-7.33,-12.73,6.34,5114385,5114385
112,CloakCoin,1507386549,247148,32514194,0.58,-7.14,-12.58,6.35,5114385,5114385
112,CloakCoin,1507386849,247257,32521201,0.56,-7.1,-12.58,6.35,5114385,5114385
112,CloakCoin,1507387149,247487,32550592,0.58,-6.99,-12.51,6.36,5114391,5114391
112,CloakCoin,1507387450,239025,32508296,0.4,-7.08,-12.65,6.35,5114391,5114391
112,CloakCoin,1507387749,238582,32496533,0.36,-7.12,-12.7,6.35,5114391,5114391
112,Decentraland,1507388064,229608,32314388,0.7,0.37,-2.91,0.01,2805886393,2273755650
112,Decentraland,1507388364,229911,32343719,0.79,0.5,-2.83,0.01,2805886393,2273755650
113,Decentraland,1507385364,229284,32054498,0.99,-1.2,-3.84,0.01,2805886393,2273755650
113,Decentraland,1507385665,229232,32060637,0.68,-1.07,-3.8,0.01,2805886393,2273755650
113,Decentraland,1507385965,229671,32119754,0.78,-0.84,-3.61,0.01,2805886393,2273755650
113,Decentraland,1507386263,229314,32121119,0.58,-0.72,-3.6,0.01,2805886393,2273755650
113,Decentraland,1507386564,229637,32126576,0.39,-0.59,-3.57,0.01,2805886393,2273755650
113,Decentraland,1507386863,230405,32188422,0.55,-0.28,-3.36,0.01,2805886393,2273755650
113,Decentraland,1507387165,230572,32319390,0.76,0.22,-2.95,0.01,2805886393,2273755650
113,Decentraland,1507387464,230408,32278235,0.58,0.15,-3.05,0.01,2805886393,2273755650
113,Decentraland,1507387763,230386,32276871,0.58,0.2,-3.05,0.01,2805886393,2273755650
113,Elastic,1507388059,752919,32257913,-0.1,-12.38,-23.98,0.37,100000000,86796251
113,Elastic,1507388360,751419,32193684,-0.49,-12.49,-24.16,0.37,100000000,86796251
114,NoLimitCoin,1507385652,37882,31653422,1.28,-1.72,-13.11,0.15,203847387,203847387
114,NoLimitCoin,1507385958,37879,31651604,0.96,-1.63,-13.13,0.15,203847494,203847494
114,NoLimitCoin,1507386254,37892,31857286,1.43,-0.87,-12.54,0.15,203847494,203847494
114,NoLimitCoin,1507386552,37898,31862383,1.44,-0.8,-12.53,0.15,203847494,203847494
114,NoLimitCoin,1507386854,37964,32120046,2.06,0.22,-11.88,0.15,203847494,203847494
114,NoLimitCoin,1507387155,38004,32153694,2.37,0.44,-11.81,0.15,203847578,203847578
114,NoLimitCoin,1507387453,37932,32100286,2.42,0.44,-11.93,0.15,203847578,203847578
114,NoLimitCoin,1507387753,37518,32075009,2.47,0.44,-12.02,0.15,203847578,203847578
114,CloakCoin,1507388049,242005,32147578,-0.83,-8.1,-13.66,6.28,5114391,5114391
114,CloakCoin,1507388350,241348,32082338,-1.09,-8.26,-13.84,6.27,5114394,5114394
115,Tierion,1507385363,406207,31063881,-1.86,-2.94,-14.71,0.07,1000000000,422513667
115,Tierion,1507385664,406358,30955844,-1.63,-3.36,-15,0.07,1000000000,422513667
115,Tierion,1507385964,410706,31184424,-0.66,-2.65,-14.37,0.07,1000000000,422513667
115,Tierion,1507386263,409839,31186748,-0.49,-2.7,-14.35,0.07,1000000000,422513667
115,Tierion,1507386562,409588,31189832,-0.17,-2.72,-14.34,0.07,1000000000,422513667
115,Tierion,1507386862,407352,30944521,-0.52,-3.5,-15.01,0.07,1000000000,422513667
115,Tierion,1507387164,410836,31139891,-0.06,-2.94,-14.47,0.07,1000000000,422513667
115,Tierion,1507387464,409707,30951239,-0.78,-3.58,-14.98,0.07,1000000000,422513667
115,Peercoin,1507387741,539299,30972696,0.99,3.92,-2.59,1.27,24372981,24372981
115,Peercoin,1507388041,551567,31368270,2.44,5.26,-1.36,1.28,24372981,24372981
115,Peercoin,1507388341,561601,31655631,3.42,6.22,-0.46,1.29,24372984,24372984
116,Peercoin,1507385641,533480,30670825,0.61,2.78,-3.48,1.25,24372874,24372874
116,Peercoin,1507385941,530435,30453729,-0.32,2.07,-4.16,1.24,24372927,24372927
116,Peercoin,1507386240,527496,30320653,-0.92,1.62,-4.59,1.24,24372927,24372927
116,Peercoin,1507386540,525911,30380366,-0.99,1.83,-4.4,1.24,24372927,24372927
116,Peercoin,1507386840,527915,30535378,-0.61,2.37,-3.94,1.25,24372927,24372927
116,Peercoin,1507387141,531695,30741884,0.14,3.11,-3.3,1.26,24372981,24372981
116,Peercoin,1507387441,537208,30931993,0.82,3.76,-2.71,1.26,24372981,24372981
116,Tierion,1507387764,407779,30880848,-1.17,-3.89,-15.17,0.07,1000000000,422513667
116,Tierion,1507388063,408644,30726292,-1.55,-4.42,-15.59,0.07,1000000000,422513667
116,Tierion,1507388364,416796,30549893,-2.03,-5.02,-16.07,0.07,1000000000,422513667
117,FirstBlood,1507385353,446251,30077190,0.12,-4.45,-4.95,0.35,93468691,85558371
117,FirstBlood,1507385653,447477,30296390,0.68,-3.75,-4.27,0.35,93468691,85558371
117,FirstBlood,1507385953,447343,30317352,0.64,-3.65,-4.21,0.35,93468691,85558371
117,FirstBlood,1507386252,445850,30296561,0.49,-3.7,-4.29,0.35,93468691,85558371
117,FirstBlood,1507386553,445982,30268926,0.37,-3.74,-4.4,0.35,93468691,85558371
117,FirstBlood,1507386853,445358,30285610,0.38,-3.65,-4.36,0.35,93468691,85558371
117,FirstBlood,1507387153,445827,30187988,0.08,-3.94,-4.69,0.35,93468691,85558371
117,FirstBlood,1507387453,444563,30290059,0.49,-3.62,-4.38,0.35,93468691,85558371
117,FirstBlood,1507387753,444081,30264049,0.49,-3.71,-4.49,0.35,93468691,85558371
117,FirstBlood,1507388053,442491,30290315,0.6,-3.64,-4.42,0.35,93468691,85558371
117,FirstBlood,1507388353,442269,30267814,0.46,-3.74,-4.51,0.35,93468691,85558371
118,DECENT,1507385354,125155,30061212,-1.14,-6.17,-16.56,0.58,73197775,51306089
118,DECENT,1507385657,125135,30081478,-0.68,-6.22,-16.46,0.58,73197775,51306089
118,DECENT,1507385954,125151,30068036,-0.71,-6.26,-16.48,0.58,73197775,51306089
118,DECENT,1507386253,125149,30156796,-0.42,-6.06,-16.23,0.58,73197775,51306089
118,DECENT,1507386554,125941,30013087,-0.83,-6.6,-16.6,0.58,73197775,51306089
118,DECENT,1507386853,126020,30019552,-0.79,-6.68,-16.57,0.58,73197775,51306089
118,DECENT,1507387154,126061,30050746,-0.59,-6.67,-16.44,0.58,73197775,51306089
118,DECENT,1507387454,125525,30023964,-0.59,-6.83,-16.49,0.58,73197775,51306089
118,DECENT,1507387755,125773,29990410,-0.6,-6.92,-16.55,0.58,73197775,51306089
118,DECENT,1507388064,125753,30009445,-0.46,-6.82,-16.45,0.58,73197775,51306089
118,DECENT,1507388354,125494,29926431,-0.73,-7.08,-16.67,0.58,73197775,51306089
119,Viberate,1507385365,1488230,29321320,8.16,0,0,0.2,200000000,140000000
119,BitBay,1507385647,240434,29270050,-1.65,-5.39,-10.17,0.02,1007769136,1007769136
119,BitBay,1507385946,240465,29268337,-1.88,-5.31,-10.21,0.02,1007769160,1007769160
119,Viberate,1507385966,1488870,29304520,9.32,0,0,0.2,200000000,140000000
119,BitBay,1507386248,240016,29348556,-1.85,-5.04,-9.99,0.02,1007769160,1007769160
119,BitBay,1507386547,240639,29265415,-2.12,-5.38,-10.26,0.02,1007769160,1007769160
119,BitBay,1507386845,241153,29107397,-2.65,-5.89,-10.77,0.02,1007769160,1007769160
119,BitBay,1507387150,241763,29093994,-2.39,-5.92,-10.87,0.02,1007769189,1007769189
119,BitBay,1507387450,240580,29133196,-1.94,-5.82,-10.82,0.02,1007769189,1007769189
119,BitBay,1507387745,237720,29167158,-1.66,-5.71,-10.71,0.02,1007769189,1007769189
119,BitBay,1507388046,236753,29514032,-0.23,-4.64,-9.71,0.02,1007769189,1007769189
119,BitBay,1507388345,236217,29717905,0.62,-4.01,-9.12,0.02,1007769217,1007769217
120,BitBay,1507385647,240434,29270050,-1.65,-5.39,-10.17,0.02,1007769136,1007769136
120,KickCoin,1507385666,262693,28672466,-7.26,-59.83,0,0.08,457760868,321137782
120,BitBay,1507385946,240465,29268337,-1.88,-5.31,-10.21,0.02,1007769160,1007769160
120,Viberate,1507386264,1478000,29084860,8.98,0,0,0.2,200000000,140000000
120,Monetha,1507386562,302105,29057110,4.68,-5.27,-2.07,0.13,402400000,216819832
120,Viberate,1507386864,1463250,28761180,4.32,0,0,0.2,200000000,140000000
120,Neblio,1507387166,235452,28819433,3.58,-0.64,125.52,2.31,13163255,12440777
120,Neblio,1507387464,234604,28771661,3.55,-0.56,125.13,2.31,13163255,12440777
120,Neblio,1507387768,227815,28762704,3.25,-1.18,125.02,2.31,13163255,12440777
120,KickCoin,1507388065,269466,28818937,-2,-59.41,0,0.08,457760868,321137782
120,KickCoin,1507388366,269176,28990360,-0.6,-59.22,0,0.09,457760868,321137782
121,KickCoin,1507385365,260272,28708947,-7.94,-59.86,0,0.08,457760868,321137782
121,Viberate,1507385665,1451450,28574560,5.92,0,0,0.2,200000000,140000000
121,Monetha,1507385964,306461,28428549,1.55,-7.28,-4.17,0.13,402400000,216819832
121,Monetha,1507386263,302066,28512242,2.45,-7.03,-3.89,0.13,402400000,216819832
121,KickCoin,1507386264,264786,28786951,-6.03,-59.7,0,0.08,457760868,321137782
121,ReddCoin,1507386543,879345,28726522,0.64,-2.18,-20.37,1.00E-03,28636032247,28636032247
121,Monetha,1507386862,304452,28689817,3.55,-6.49,-3.33,0.13,402400000,216819832
121,Viberate,1507387166,1466240,28794640,3.46,0,0,0.2,200000000,140000000
121,KickCoin,1507387466,268643,28752044,-3.93,-59.68,0,0.08,457760868,321137782
121,KickCoin,1507387764,268718,28759494,-3.9,-59.58,0,0.08,457760868,321137782
121,Neblio,1507388063,225465,28473455,1.97,-2.18,122.75,2.28,13163255,12440777
121,ReddCoin,1507388343,879693,28668753,0.94,-2.05,-20.33,1.00E-03,28636679781,28636679781
122,Monetha,1507385363,306808,28420310,0.21,-7.26,-4.16,0.13,402400000,216819832
122,Monetha,1507385664,306588,28435271,1.36,-7.26,-4.12,0.13,402400000,216819832
122,KickCoin,1507385966,264213,28411060,-7.81,-60.18,0,0.08,457760868,321137782
122,Monetha,1507386263,302066,28512242,2.45,-7.03,-3.89,0.13,402400000,216819832
122,KickCoin,1507386564,265120,28668580,-5.96,-59.84,0,0.08,457760868,321137782
122,KickCoin,1507386864,266221,28584442,-6.02,-59.94,0,0.08,457760868,321137782
122,Monetha,1507387164,304004,28741637,3.67,-6.34,-3.16,0.13,402400000,216819832
122,ReddCoin,1507387443,875132,28737690,0.61,-1.8,-20.26,1.00E-03,28636032247,28636032247
122,ReddCoin,1507387743,876234,28727954,0.55,-1.84,-20.24,1.00E-03,28636032247,28636032247
122,Neblio,1507388063,225465,28473455,1.97,-2.18,122.75,2.28,13163255,12440777
122,Monetha,1507388065,304397,28419876,1.78,-7.42,-4.27,0.13,402400000,216819832
122,Neblio,1507388365,222654,28417637,1.81,-2.64,122.32,2.28,13163276,12440795
123,Viacoin,1507385645,568111,27950371,0.47,-1.26,-6.58,1.22,22848524,22848524
123,Viacoin,1507385945,568076,27951530,0.22,-1.41,-6.63,1.22,22848538,22848538
123,Neblio,1507385964,264908,28363575,0.66,-2.05,122.03,2.27,13163241,12440765
123,Neblio,1507386263,263687,28405501,0.86,-1.47,122.34,2.28,13163241,12440765
123,Viberate,1507386564,1454690,28608300,5.47,0,0,0.2,200000000,140000000
123,Neblio,1507386862,232944,28414334,0.72,-1.29,122.36,2.28,13163241,12440765
123,KickCoin,1507387167,266757,28641091,-5.19,-59.73,0,0.08,457760868,321137782
123,Monetha,1507387464,303845,28589646,3.11,-6.87,-3.68,0.13,402400000,216819832
123,Monetha,1507387763,304234,28604390,3.21,-6.82,-3.64,0.13,402400000,216819832
123,Viacoin,1507388045,565987,28164959,0.68,-1.53,-6.25,1.23,22848557,22848557
123,Monetha,1507388065,304397,28419876,1.78,-7.42,-4.27,0.13,402400000,216819832
123,Monetha,1507388364,304073,28400579,1.03,-7.49,-4.34,0.13,402400000,216819832
124,Neblio,1507385364,259747,27818447,-0.96,-4.87,117.79,2.23,13163192,12440721
124,Neblio,1507385664,257330,27560302,-1.95,-5.21,115.74,2.21,13163192,12440721
124,Viacoin,1507385945,568076,27951530,0.22,-1.41,-6.63,1.22,22848538,22848538
124,Viacoin,1507386245,562171,28019390,0.13,-1.28,-6.45,1.22,22848538,22848538
124,Neblio,1507386563,262085,28410353,0.97,-1.22,122.34,2.28,13163241,12440765
124,Viacoin,1507386845,563024,27963183,-0.28,-1.65,-6.75,1.22,22848538,22848538
124,Viacoin,1507387145,563274,28182096,0.64,-1.01,-6.05,1.23,22848557,22848557
124,Viacoin,1507387445,562769,28178211,0.66,-1.16,-6.14,1.23,22848557,22848557
124,Viacoin,1507387745,566022,28127944,0.45,-1.48,-6.33,1.23,22848557,22848557
124,Viberate,1507388065,1458310,28049840,-2.86,0,0,0.2,200000000,140000000
124,Viacoin,1507388346,564882,28066499,0.6,-1.97,-6.67,1.22,22848571,22848571
125,district0x,1507385361,459755,27601860,0.09,-5.04,-0.41,0.04,1000000000,600000000
125,district0x,1507385663,457978,27529860,-0.18,-5.25,-0.71,0.04,1000000000,600000000
125,district0x,1507385963,458058,27587340,0,-5.05,-0.57,0.04,1000000000,600000000
125,district0x,1507386261,456890,27569880,-0.13,-5.09,-0.63,0.04,1000000000,600000000
125,Viacoin,1507386544,562686,27960441,-0.22,-1.57,-6.69,1.22,22848538,22848538
125,district0x,1507386861,455054,27544020,-0.25,-5.09,-0.74,0.04,1000000000,600000000
125,ReddCoin,1507387143,878272,27564672,-3.48,-5.91,-23.56,9.63E-04,28636032247,28636032247
125,Viberate,1507387466,1436310,28121940,-1.07,0,0,0.2,200000000,140000000
125,Viberate,1507387765,1436100,28116340,-2.17,0,0,0.2,200000000,140000000
125,ReddCoin,1507388043,881146,27505482,-3.74,-5.91,-23.58,9.61E-04,28636032247,28636032247
125,Viberate,1507388065,1458310,28049840,-2.86,0,0,0.2,200000000,140000000
125,Viberate,1507388366,1453000,27947080,-3.51,0,0,0.19,200000000,140000000
126,ReddCoin,1507385643,883289,27512440,-2.89,-6.46,-23.8,9.61E-04,28636032247,28636032247
126,ReddCoin,1507385943,882116,27509405,-2.97,-6.46,-23.78,9.61E-04,28636032247,28636032247
126,ReddCoin,1507386243,881000,27503076,-3.04,-6.47,-23.77,9.60E-04,28636032247,28636032247
126,district0x,1507386561,455977,27527700,-0.33,-5.18,-0.79,0.04,1000000000,600000000
126,ReddCoin,1507386843,878747,27536351,-3.46,-6.12,-23.66,9.62E-04,28636032247,28636032247
126,district0x,1507387163,453908,27479280,-0.61,-5.27,-0.98,0.04,1000000000,600000000
126,district0x,1507387462,453346,27534480,-0.49,-5.07,-0.79,0.04,1000000000,600000000
126,district0x,1507387761,449230,27463980,-0.75,-5.3,-1.06,0.04,1000000000,600000000
126,district0x,1507388062,447935,27446640,-0.73,-5.37,-1.12,0.04,1000000000,600000000
126,district0x,1507388362,445937,27455100,-0.67,-5.33,-1.1,0.04,1000000000,600000000
127,Stox,1507385364,709650,27387430,-0.3,-7.08,46.19,0.92,59200000,29600000
127,Rialto,1507385661,73826,27352320,-1.49,-2.06,0.9,0.32,100000000,85000000
127,Stox,1507385963,698664,27332522,-0.44,-7.03,45.87,0.92,59200000,29600000
127,Stox,1507386261,700126,27333054,-0.34,-6.84,45.86,0.92,59200000,29600000
127,Stox,1507386561,700417,27346848,-0.25,-6.57,45.92,0.92,59200000,29600000
127,Stox,1507386863,700751,27249346,-0.44,-6.67,45.4,0.92,59200000,29600000
127,Stox,1507387163,702052,27320060,-0.1,-6.26,45.78,0.92,59200000,29600000
127,Stox,1507387463,700269,27255354,-0.27,-6.2,45.44,0.92,59200000,29600000
127,Stox,1507387762,703051,27272996,-0.16,-6.03,45.54,0.92,59200000,29600000
127,Stox,1507388062,703638,27369847,0.24,-5.49,46.05,0.92,59200000,29600000
127,Stox,1507388362,688756,27265418,-0.19,-5.65,45.5,0.92,59200000,29600000
128,Rialto,1507385361,73787,27338975,-2.28,-1.95,0.89,0.32,100000000,85000000
128,Stox,1507385662,699595,27315709,-0.52,-7.27,45.8,0.92,59200000,29600000
128,Rialto,1507385962,74752,27089245,-1.93,-3.13,-0.12,0.31,100000000,85000000
128,Rialto,1507386260,74773,27096640,-1.42,-3.21,-0.13,0.31,100000000,85000000
128,Rialto,1507386560,74816,27114150,-1.11,-3.26,-0.1,0.31,100000000,85000000
128,Rialto,1507386860,74889,27140330,-0.86,-3.28,-0.04,0.31,100000000,85000000
128,Rialto,1507387161,75024,27188100,-0.11,-3.12,0.09,0.31,100000000,85000000
128,Rialto,1507387461,72447,27062385,-0.58,-3.59,-0.41,0.31,100000000,85000000
128,Rialto,1507387761,72453,27065955,-0.64,-3.6,-0.46,0.31,100000000,85000000
128,Rialto,1507388061,72461,27035015,-0.88,-3.74,-0.73,0.31,100000000,85000000
128,Rialto,1507388361,72217,26991835,-1.13,-3.95,-1.01,0.31,100000000,85000000
129,Metaverse ETP,1507385358,431324,26850834,0.99,-3.82,-11.04,1.18,52244767,22600000
129,Metaverse ETP,1507385659,425890,26473414,-0.74,-5.14,-12.38,1.17,52244767,22600000
129,Metaverse ETP,1507385959,424165,26833206,0.66,-3.81,-11.33,1.18,52244767,22600000
129,Metaverse ETP,1507386258,421570,26832980,0.47,-3.74,-11.41,1.18,52244767,22600000
129,Metaverse ETP,1507386558,421429,26851512,0.51,-3.6,-11.39,1.18,52244767,22600000
129,Metaverse ETP,1507386858,418922,26855580,0.5,-3.53,-11.49,1.18,52244767,22600000
129,WeTrust,1507387157,370547,26850307,2.49,-10.99,-27.45,0.29,100000000,92147500
129,Quantum Resistant Ledger,1507387459,347239,26738348,1,-10.32,-21.05,0.51,65000000,52000000
129,Metaverse ETP,1507387758,416960,26860326,0.23,-3.37,-11.64,1.18,52244767,22600000
129,Metaverse ETP,1507388058,410894,26852416,0.03,-3.31,-11.79,1.18,52244767,22600000
129,Metaverse ETP,1507388358,410128,26848122,0.23,-3.22,-11.89,1.18,52244767,22600000
130,Quantum Resistant Ledger,1507385358,345505,26370240,0.47,-11.62,-22.15,0.5,65000000,52000000
130,Quantum Resistant Ledger,1507385659,345045,26315640,0.11,-11.79,-22.31,0.5,65000000,52000000
130,Quantum Resistant Ledger,1507385959,346672,26511160,0.61,-11.13,-21.72,0.5,65000000,52000000
130,Quantum Resistant Ledger,1507386258,346906,26504556,0.39,-11.14,-21.74,0.5,65000000,52000000
130,Quantum Resistant Ledger,1507386557,347032,26510900,0.37,-11.11,-21.71,0.5,65000000,52000000
130,WeTrust,1507386856,370445,26734386,2.27,-11.37,-27.76,0.29,100000000,92147500
130,Quantum Resistant Ledger,1507387159,347498,26715260,0.76,-10.4,-21.12,0.51,65000000,52000000
130,Metaverse ETP,1507387459,413393,26616472,-0.68,-4.31,-12.42,1.17,52244767,22600000
130,Quantum Resistant Ledger,1507387758,350008,26588432,0.43,-10.81,-21.49,0.51,65000000,52000000
130,Quantum Resistant Ledger,1507388059,349566,26740428,1.21,-10.23,-21.04,0.51,65000000,52000000
130,Quantum Resistant Ledger,1507388359,349544,26706004,1.27,-10.34,-21.14,0.51,65000000,52000000
131,WeTrust,1507385358,369867,26348564,0.53,-12.65,-28.75,0.28,100000000,92147500
131,WeTrust,1507385657,369888,26220479,-0.01,-13.07,-29.1,0.28,100000000,92147500
131,WeTrust,1507385958,370429,26206565,-0.03,-13.12,-29.15,0.28,100000000,92147500
131,WeTrust,1507386256,370241,26155146,-0.22,-13.3,-29.3,0.28,100000000,92147500
131,WeTrust,1507386556,371147,26430022,0.97,-12.39,-28.57,0.28,100000000,92147500
131,Quantum Resistant Ledger,1507386859,348308,26649272,0.49,-10.63,-21.31,0.51,65000000,52000000
131,Metaverse ETP,1507387159,413905,26618732,-0.52,-4.35,-12.35,1.17,52244767,22600000
131,WeTrust,1507387458,370130,26565479,1.35,-11.93,-28.22,0.28,100000000,92147500
131,WeTrust,1507387757,370505,26535255,1.24,-12.05,-28.3,0.28,100000000,92147500
131,WeTrust,1507388057,370742,26529634,1.07,-12.09,-28.32,0.28,100000000,92147500
131,WeTrust,1507388358,370703,26488812,0.67,-12.24,-28.44,0.28,100000000,92147500
132,Unobtanium,1507385642,103446,25265450,0.07,-1.97,11.28,127.71,197824,197824
132,Unobtanium,1507385942,103441,25263873,0,-1.96,11.27,127.7,197824,197824
132,Unobtanium,1507386242,104100,25404724,0.49,-1.37,11.88,128.42,197824,197824
132,Unobtanium,1507386542,104124,25409076,0.52,-1.38,11.89,128.44,197824,197824
132,Unobtanium,1507386841,104173,25424308,0.55,-1.33,11.95,128.52,197824,197824
132,Unobtanium,1507387142,104282,25451019,0.73,-1.26,12.06,128.65,197824,197824
132,Unobtanium,1507387442,97293,25381187,0.45,-1.61,11.71,128.3,197824,197824
132,Unobtanium,1507387742,97252,25372483,0.4,-1.64,11.66,128.25,197824,197824
132,Unobtanium,1507388042,97234,25368922,0.38,-1.64,11.62,128.24,197824,197824
132,Unobtanium,1507388342,91731,25230250,-0.17,-2.19,10.99,127.53,197824,197824
133,Credo,1507385364,14555,25000056,-0.02,-6.69,71.4,0.04,1374729257,549891703
133,Counterparty,1507385643,87756,24680208,-0.71,-2.77,-12.97,9.42,2617687,2617687
133,Counterparty,1507385943,87383,24736253,-0.6,-2.54,-12.85,9.44,2617687,2617687
133,Counterparty,1507386242,87379,24688140,-0.78,-2.73,-13.02,9.43,2617687,2617687
133,Counterparty,1507386543,66843,24753085,-0.7,-2.46,-12.96,9.45,2617687,2617687
133,Target Coin,1507386863,2441,24698983,0.11,-3.74,-22.39,0.02,2000100000,952429892
133,Counterparty,1507387143,67942,24738683,-1,-2.53,-13.18,9.45,2617687,2617687
133,Target Coin,1507387465,2440,24701745,0.09,-5.35,-22.27,0.02,2000100000,952429892
133,Target Coin,1507387764,2440,24696698,0.06,-5.89,-22.26,0.02,2000100000,952429892
133,Target Coin,1507388064,2440,24695174,0.04,-6.59,-22.21,0.02,2000100000,952429892
133,Target Coin,1507388365,2435,24655076,-0.13,-6.83,-22.3,0.02,2000100000,952429892
134,Target Coin,1507385366,2440,24680602,0.29,-0.76,-22.74,0.02,2000100000,952429892
134,Target Coin,1507385665,2439,24679268,0.09,-1.51,-22.72,0.02,2000100000,952429892
134,Target Coin,1507385966,2439,24678601,0.08,-1.6,-22.65,0.02,2000100000,952429892
134,Target Coin,1507386263,2439,24675649,0.03,-2.36,-22.63,0.02,2000100000,952429892
134,Target Coin,1507386564,2439,24681363,0.05,-3.08,-22.51,0.02,2000100000,952429892
134,Counterparty,1507386843,66304,24665052,-1.2,-2.8,-13.35,9.42,2617687,2617687
134,Target Coin,1507387165,2444,24730033,0.21,-4.33,-22.22,0.02,2000100000,952429892
134,Counterparty,1507387443,67790,24633583,-1.52,-2.97,-13.65,9.41,2617687,2617687
134,Counterparty,1507387742,67841,24352705,-2.76,-4.1,-14.64,9.3,2617687,2617687
134,Counterparty,1507388043,68163,24660885,-1.56,-2.93,-13.74,9.42,2617687,2617687
134,Counterparty,1507388343,68618,24624678,-1.49,-3.1,-13.97,9.4,2617686,2617686
135,Counterparty,1507385643,87756,24680208,-0.71,-2.77,-12.97,9.42,2617687,2617687
135,Blackmoon Crypto,1507385665,565031,24019839,-0.49,0.17,6.93,0.79,60000000,30049251
135,CoinDash,1507385963,719284,24027354,-4.14,-0.21,-0.29,0.04,1000000000,553739214
135,CoinDash,1507386261,716195,24032503,-3.65,-0.19,-0.29,0.04,1000000000,553739214
135,CoinDash,1507386561,715424,24042083,-2.64,-0.14,-0.26,0.04,1000000000,553739214
135,CoinDash,1507386861,715760,24398857,-0.27,1.37,1.19,0.04,1000000000,553739214
135,CoinDash,1507387163,713688,24274709,0.85,0.89,0.66,0.04,1000000000,553739214
135,CoinDash,1507387463,711760,24258263,1.86,0.88,0.57,0.04,1000000000,553739214
135,CoinDash,1507387761,713371,24244807,1.81,0.75,0.51,0.04,1000000000,553739214
135,CoinDash,1507388062,713582,24348024,3.15,1.11,0.91,0.04,1000000000,553739214
135,CoinDash,1507388363,712052,24333793,2.73,1.02,0.84,0.04,1000000000,553739214
136,Blackmoon Crypto,1507385364,564433,24048686,-0.24,0.25,7.15,0.8,60000000,30049251
136,CoinDash,1507385662,718820,23985214,-4.07,-0.35,-0.45,0.04,1000000000,553739214
136,Blackmoon Crypto,1507385965,565536,23962024,-0.72,-0.05,6.62,0.79,60000000,30049251
136,Blackmoon Crypto,1507386263,562975,23974945,-0.69,0.02,6.64,0.79,60000000,30049251
136,Emercoin,1507386546,78347,24017175,-1.04,-1.3,-13.05,0.58,40823388,40823388
136,Emercoin,1507386845,78459,23983455,-1.32,-1.4,-13.19,0.58,40823388,40823388
136,Blackmoon Crypto,1507387165,558406,24047634,-0.35,0.42,6.85,0.8,60000000,30049251
136,Blackmoon Crypto,1507387466,556250,24029785,-0.37,0.38,6.74,0.79,60000000,30049251
136,Blackmoon Crypto,1507387764,554212,24045380,-0.3,0.46,6.81,0.8,60000000,30049251
136,Blackmoon Crypto,1507388065,553701,24037568,-0.27,0.44,6.72,0.79,60000000,30049251
136,Blackmoon Crypto,1507388364,549886,24001088,-0.33,0.31,6.53,0.79,60000000,30049251
