rank,name,last_updated,24h_volume_usd,market_cap_usd,pct_change_1h,pct_change_24h,pct_change_7d,price_usd,total_supply,available_supply
1,Bitcoin,1507385356,931917000,72159922174,0.11,-0.84,0.93,4344.69,16608762,16608762
1,Bitcoin,1507385654,931094000,72058940901,-0.08,-0.96,0.79,4338.61,16608762,16608762
1,Bitcoin,1507385956,929620000,72082856352,-0.05,-0.91,0.81,4340.04,16608800,16608800
1,Bitcoin,1507386253,929120000,72032365600,-0.11,-0.98,0.73,4337,16608800,16608800
1,Bitcoin,1507386555,928412000,72007286312,-0.13,-1,0.68,4335.49,16608800,16608800
1,Bitcoin,1507386853,927979000,72101790384,-0.02,-0.86,0.79,4341.18,16608800,16608800
1,Bitcoin,1507387156,926524000,72066356028,-0.09,-0.9,0.72,4339.04,16608825,16608825
1,Bitcoin,1507387456,924706000,72144583594,0.01,-0.78,0.82,4343.75,16608825,16608825
1,Bitcoin,1507387754,921956000,72007892964,-0.18,-0.97,0.62,4335.52,16608825,16608825
1,Bitcoin,1507388054,920863000,71997595493,-0.24,-0.98,0.6,4334.9,16608825,16608825
1,Bitcoin,1507388356,918644000,71930323904,-0.31,-1.06,0.49,4330.84,16608862,16608862
2,Ethereum,1507385364,399316000,29191053216,-0.09,2.09,2.18,307.29,94994511,94994511
2,Ethereum,1507385650,399578000,29207582261,-0.05,2.14,2.23,307.46,94994511,94994511
2,Ethereum,1507385950,399448000,29219611406,0,2.2,2.26,307.59,94994705,94994705
2,Ethereum,1507386248,399360000,29227590961,0.03,2.23,2.29,307.67,94994705,94994705
2,Ethereum,1507386565,399845000,29229680845,0.05,2.26,2.27,307.69,94994705,94994705
2,Ethereum,1507386849,401663000,29297602059,0.29,2.5,2.51,308.41,94994705,94994705
2,Ethereum,1507387150,401964000,29325211589,0.4,2.61,2.59,308.7,94994903,94994903
2,Ethereum,1507387450,401558000,29323501680,0.41,2.6,2.58,308.68,94994903,94994903
2,Ethereum,1507387763,402081000,29335281048,0.46,2.64,2.61,308.8,94994903,94994903
2,Ethereum,1507388050,403344000,29365584423,0.57,2.75,2.71,309.12,94994903,94994903
2,Ethereum,1507388367,402369000,29363367042,0.57,2.74,2.69,309.1,94995105,94995105
3,Ripple,1507385641,105884000,9074998742,0.02,-1.82,18.61,0.23,99993307218,38597142499
3,Ripple,1507385940,104644000,9060254633,-0.15,-1.98,18.42,0.23,99993307218,38597142499
3,Ripple,1507386241,103322000,9057128265,-0.2,-2.08,18.37,0.23,99993307218,38597142499
3,Ripple,1507386541,102542000,9053924702,-0.21,-2.14,18.33,0.23,99993307218,38597142499
3,Ripple,1507386841,102196000,9055468587,-0.19,-2.16,18.34,0.23,99993307218,38597142499
3,Ripple,1507387141,101855000,9053538730,-0.24,-2.21,18.31,0.23,99993307218,38597142499
3,Ripple,1507387441,101893000,9054696645,-0.25,-2.22,18.32,0.23,99993307218,38597142499
3,Ripple,1507387741,101846000,9056665099,-0.22,-2.22,18.34,0.23,99993307218,38597142499
3,Ripple,1507388041,101745000,9049138656,-0.29,-2.36,18.23,0.23,99993307218,38597142499
3,Ripple,1507388341,100998000,9049177253,-0.29,-2.35,18.23,0.23,99993307218,38597142499
4,Bitcoin Cash,1507385361,112515000,6006744892,-0.12,-2.02,-18.16,360.21,16675675,16675675
4,Bitcoin Cash,1507385662,112465000,6007445270,-0.13,-2.01,-18.15,360.25,16675675,16675675
4,Bitcoin Cash,1507385963,111734000,6003993405,-0.19,-2.06,-18.19,360.04,16675675,16675675
4,Bitcoin Cash,1507386261,111391000,6005761027,-0.15,-2.02,-18.16,360.15,16675675,16675675
4,Bitcoin Cash,1507386560,111213000,5998957352,-0.24,-2.13,-18.25,359.74,16675675,16675675
4,Bitcoin Cash,1507386862,111065000,6006077865,-0.05,-2,-18.15,360.17,16675675,16675675
4,Bitcoin Cash,1507387162,110622000,6009655469,0,-1.95,-18.1,360.38,16675700,16675700
4,Bitcoin Cash,1507387462,109909000,5996498342,-0.22,-2.17,-18.27,359.59,16675700,16675700
4,Bitcoin Cash,1507387761,108229000,6001000781,-0.14,-2.1,-18.21,359.86,16675700,16675700
4,Bitcoin Cash,1507388061,107169000,5995397745,-0.22,-2.2,-18.28,359.52,16675700,16675700
4,Bitcoin Cash,1507388362,106537000,5993326760,-0.26,-2.27,-18.31,359.4,16675738,16675738
5,Litecoin,1507385641,52081900,2756683690,0.03,-1.03,-5.26,51.74,53270382,53270382
5,Litecoin,1507385941,52074000,2756339714,0,-1.04,-5.28,51.74,53270632,53270632
5,Litecoin,1507386241,52004300,2755892241,-0.03,-1.04,-5.31,51.73,53270632,53270632
5,Litecoin,1507386542,51798800,2755263648,-0.06,-1.07,-5.33,51.72,53270632,53270632
5,Litecoin,1507386841,51768800,2758577081,0.06,-0.94,-5.22,51.78,53270632,53270632
5,Litecoin,1507387142,51751000,2760009769,0.11,-0.9,-5.18,51.81,53270832,53270832
5,Litecoin,1507387442,51650500,2757815011,0.02,-0.98,-5.27,51.76,53270832,53270832
5,Litecoin,1507387741,51733500,2756690996,-0.02,-1.03,-5.31,51.74,53270832,53270832
5,Litecoin,1507388042,51795200,2758709961,0.05,-0.96,-5.25,51.78,53270832,53270832
5,Litecoin,1507388342,51572100,2758603122,0.05,-0.97,-5.27,51.78,53271032,53271032
6,Dash,1507385646,29476600,2321252279,0.04,-0.66,-7.17,305.14,7606997,7606997
6,Dash,1507385946,29462300,2320848097,-0.03,-0.67,-7.19,305.09,7607019,7607019
6,Dash,1507386246,29507500,2321258876,-0.06,-0.64,-7.17,305.14,7607019,7607019
6,Dash,1507386546,29546100,2323137809,0.01,-0.54,-7.09,305.39,7607019,7607019
6,Dash,1507386846,29519700,2323693122,0.04,-0.51,-7.07,305.46,7607019,7607019
6,Dash,1507387146,29520700,2325984041,0.14,-0.41,-6.97,305.76,7607047,7607047
6,Dash,1507387446,29463100,2323443287,0.05,-0.53,-7.07,305.43,7607047,7607047
6,Dash,1507387746,29467200,2321792558,-0.03,-0.61,-7.14,305.21,7607047,7607047
6,Dash,1507388046,29560200,2321876235,-0.04,-0.62,-7.13,305.22,7607047,7607047
6,Dash,1507388347,29498700,2319282314,-0.14,-0.75,-7.24,304.88,7607073,7607073
7,NEM,1507385648,5894480,1962099000,2.46,1.92,-7.74,0.21,8999999999,8999999999
7,NEM,1507385947,5957740,1948527000,1.61,1.2,-8.38,0.21,8999999999,8999999999
7,NEM,1507386248,5980560,1944846000,0.88,1.03,-8.55,0.21,8999999999,8999999999
7,NEM,1507386560,5982170,1947528000,0.51,1.19,-8.43,0.21,8999999999,8999999999
7,NEM,1507386846,5985850,1942929000,0.04,0.94,-8.65,0.21,8999999999,8999999999
7,NEM,1507387148,5999860,1935090000,-0.86,0.53,-9.02,0.21,8999999999,8999999999
7,NEM,1507387462,5986490,1927512000,-1.95,0.14,-9.38,0.21,8999999999,8999999999
7,NEM,1507387746,5982850,1928088000,-2.03,0.17,-9.35,0.21,8999999999,8999999999
7,NEM,1507388059,5979520,1924956000,-2.66,-0.01,-9.5,0.21,8999999999,8999999999
7,NEM,1507388348,5970520,1913265000,-3.3,-0.62,-10.05,0.21,8999999999,8999999999
8,NEO,1507385352,40135500,1675700000,-1.7,-0.46,4.81,33.51,100000000,50000000
8,NEO,1507385653,40189300,1681270000,-1.51,-0.11,5.11,33.62,100000000,50000000
8,NEO,1507385953,40054300,1674780000,-2.01,-0.45,4.63,33.49,100000000,50000000
8,NEO,1507386252,39979200,1673850000,-2.14,-0.46,4.53,33.47,100000000,50000000
8,NEO,1507386552,39952200,1676980000,-1.97,-0.23,4.7,33.53,100000000,50000000
8,NEO,1507386854,39844400,1680150000,-1.75,-0.02,4.84,33.6,100000000,50000000
8,NEO,1507387155,40004000,1682345000,-1.56,0.17,4.93,33.64,100000000,50000000
8,NEO,1507387453,39941100,1678165000,-1.5,-0.08,4.66,33.56,100000000,50000000
8,NEO,1507387752,40006300,1680320000,-1.14,0.06,4.78,33.6,100000000,50000000
8,NEO,1507388052,39928000,1683680000,-0.66,0.26,4.96,33.67,100000000,50000000
8,NEO,1507388353,39812100,1681030000,-0.58,0.07,4.75,33.62,100000000,50000000
9,IOTA,1507385359,14594900,1397442204,0.04,-8.37,-19.55,0.5,2779530283,2779530283
9,IOTA,1507385660,14615200,1400004931,-0.08,-8.18,-19.42,0.5,2779530283,2779530283
9,IOTA,1507385959,14610500,1399134938,-0.15,-8.22,-19.48,0.5,2779530283,2779530283
9,IOTA,1507386259,14599400,1400455215,-0.06,-8.11,-19.42,0.5,2779530283,2779530283
9,IOTA,1507386558,14610100,1402164626,0.11,-7.94,-19.33,0.5,2779530283,2779530283
9,IOTA,1507386858,14682400,1406967654,0.39,-7.52,-19.09,0.5,2779530283,2779530283
9,IOTA,1507387160,14698300,1407929372,0.69,-7.38,-19.06,0.5,2779530283,2779530283
9,IOTA,1507387459,14688600,1406745292,0.69,-7.38,-19.15,0.5,2779530283,2779530283
9,IOTA,1507387759,14786200,1414055457,1.28,-6.81,-18.76,0.5,2779530283,2779530283
9,IOTA,1507388059,14891800,1416062278,1.42,-6.52,-18.67,0.5,2779530283,2779530283
9,IOTA,1507388360,14842100,1411401005,1.07,-6.77,-18.95,0.5,2779530283,2779530283
10,Monero,1507385644,21170100,1374862050,0,-1.56,-4.87,90.53,15185721,15185721
10,Monero,1507385944,21151500,1374442872,-0.03,-1.57,-4.9,90.5,15185771,15185771
10,Monero,1507386243,21111500,1373228010,-0.16,-1.64,-4.98,90.42,15185771,15185771
10,Monero,1507386543,21097300,1371536315,-0.29,-1.74,-5.1,90.31,15185771,15185771
10,Monero,1507386844,21088200,1372096670,-0.25,-1.68,-5.05,90.35,15185771,15185771
10,Monero,1507387144,21054000,1372807869,-0.21,-1.6,-5,90.4,15185827,15185827
10,Monero,1507387444,21015100,1371457849,-0.34,-1.69,-5.1,90.31,15185827,15185827
10,Monero,1507387743,20935400,1371018979,-0.37,-1.72,-5.13,90.28,15185827,15185827
10,Monero,1507388044,20975400,1370003047,-0.45,-1.79,-5.2,90.21,15185827,15185827
10,Monero,1507388344,20950600,1368409023,-0.56,-1.91,-5.31,90.11,15185883,15185883
11,Ethereum Classic,1507385351,20861900,1167205933,-0.02,-0.05,-6.61,12.12,96232660,96232660
11,Ethereum Classic,1507385653,20865500,1167032714,-0.06,-0.07,-6.62,12.12,96232660,96232660
11,Ethereum Classic,1507385952,20837800,1168019434,0.03,0.02,-6.54,12.13,96233084,96233084
11,Ethereum Classic,1507386251,20776300,1168644949,0.09,0.08,-6.49,12.14,96233084,96233084
11,Ethereum Classic,1507386551,20753400,1169164607,0.19,0.13,-6.45,12.14,96233084,96233084
11,Ethereum Classic,1507386861,20827100,1169761253,0.29,0.19,-6.41,12.15,96233084,96233084
11,Ethereum Classic,1507387165,20833300,1171065498,0.4,0.3,-6.31,12.16,96233503,96233503
11,Ethereum Classic,1507387465,20831700,1171142485,0.39,0.3,-6.31,12.16,96233503,96233503
11,Ethereum Classic,1507387752,20856400,1168909868,0.18,0.11,-6.48,12.14,96233503,96233503
11,Ethereum Classic,1507388051,20838600,1168601920,0.14,0.08,-6.51,12.14,96233503,96233503
11,Ethereum Classic,1507388352,20794100,1168342466,0.08,0.05,-6.54,12.14,96233534,96233534
12,BitConnect,1507385355,7059510,976828561,0.18,-1.16,4.22,140.16,8000065,6969133
12,BitConnect,1507385655,7052710,976772807,0.02,-1.17,4.2,140.15,8000065,6969133
12,BitConnect,1507385955,7038520,976388759,-0.01,-1.2,4.15,140.1,8000159,6969227
12,BitConnect,1507386254,7048930,976326036,-0.08,-1.2,4.13,140.09,8000159,6969227
12,BitConnect,1507386554,7038700,975991513,-0.02,-1.23,4.09,140.04,8000159,6969227
12,BitConnect,1507386854,7059160,977775636,0.06,-1.04,4.26,140.29,8000159,6969227
12,BitConnect,1507387155,6989610,978382195,0.1,-0.98,4.31,140.38,8000260,6969328
12,BitConnect,1507387455,6876220,975998684,-0.18,-1.23,4.04,140.04,8000260,6969328
12,BitConnect,1507387755,6841350,975664156,-0.21,-1.28,3.99,139.99,8000260,6969328
12,BitConnect,1507388054,6797790,975524770,-0.2,-1.31,3.96,139.97,8000260,6969328
12,BitConnect,1507388356,6801370,973601374,-0.41,-1.52,3.74,139.69,8000361,6969429
13,OmiseGO,1507385361,13168900,822299465,0.55,-3.81,-17.24,8.36,140245398,98312024
13,OmiseGO,1507385662,13203000,823555893,0.62,-3.65,-17.11,8.37,140245398,98312024
13,OmiseGO,1507385962,13184600,823149864,0.56,-3.68,-17.14,8.37,140245398,98312024
13,OmiseGO,1507386260,13170400,823412357,0.58,-3.61,-17.11,8.37,140245398,98312024
13,OmiseGO,1507386560,13123000,822824451,0.51,-3.67,-17.17,8.36,140245398,98312024
13,OmiseGO,1507386860,13143800,823468395,0.59,-3.57,-17.1,8.37,140245398,98312024
13,OmiseGO,1507387161,13173200,823990432,0.62,-3.51,-17.04,8.38,140245398,98312024
13,OmiseGO,1507387461,13173800,823207868,0.49,-3.61,-17.11,8.37,140245398,98312024
13,OmiseGO,1507387761,13146800,821971103,0.34,-3.77,-17.23,8.36,140245398,98312024
13,OmiseGO,1507388061,13130900,821798074,0.2,-3.8,-17.24,8.35,140245398,98312024
13,OmiseGO,1507388361,13132600,822127419,0.19,-3.78,-17.21,8.36,140245398,98312024
14,Qtum,1507385358,25628700,685945800,0.22,-0.81,7.51,11.62,100000000,59000000
14,Qtum,1507385659,25483500,685674400,0.11,-0.82,7.36,11.62,100000000,59000000
14,Qtum,1507385959,25507900,686671500,0.24,-0.65,7.36,11.63,100000000,59000000
14,Qtum,1507386257,25426800,686742300,0.23,-0.61,7.32,11.63,100000000,59000000
14,Qtum,1507386557,25361800,686335200,0.16,-0.65,7.15,11.63,100000000,59000000
14,Qtum,1507386857,25367300,687149400,0.25,-0.51,7.18,11.64,100000000,59000000
14,Qtum,1507387159,25251800,686836700,0.16,-0.53,6.99,11.64,100000000,59000000
14,Qtum,1507387459,25268200,687243800,0.16,-0.41,6.96,11.64,100000000,59000000
14,Qtum,1507387758,25230300,687397200,0.18,-0.39,6.94,11.65,100000000,59000000
14,Qtum,1507388058,25151600,687025500,0.12,-0.44,6.74,11.64,100000000,59000000
14,Qtum,1507388358,25242100,686494500,-0.02,-0.5,6.57,11.63,100000000,59000000
15,Zcash,1507385353,30550200,587328950,0.53,-2.8,-11.84,250.3,2346481,2346481
15,Zcash,1507385654,30531700,587746624,0.55,-2.71,-11.75,250.48,2346481,2346481
15,Zcash,1507385954,30410800,587313305,0.4,-2.77,-11.79,250.28,2346606,2346606
15,Zcash,1507386253,30318000,587733348,0.44,-2.66,-11.72,250.46,2346606,2346606
15,Zcash,1507386553,30252000,587838945,0.42,-2.62,-11.69,250.5,2346606,2346606
15,Zcash,1507386853,30276200,587979742,0.42,-2.58,-11.64,250.56,2346606,2346606
15,Zcash,1507387159,30279900,588291096,0.32,-2.54,-11.56,250.68,2346706,2346706
15,Zcash,1507387454,30324200,587741967,0.15,-2.63,-11.64,250.45,2346706,2346706
15,Zcash,1507387753,30239000,587472096,0.1,-2.68,-11.66,250.33,2346706,2346706
15,Zcash,1507388053,30244900,588643102,0.24,-2.49,-11.46,250.83,2346706,2346706
15,Zcash,1507388354,30202500,587951617,0.02,-2.61,-11.52,250.53,2346756,2346756
16,Lisk,1507385650,7787230,580338369,-0.7,-4.39,-15.55,5.12,113222395,113222395
16,Lisk,1507385950,7782300,585764826,0.12,-3.46,-14.75,5.17,113222995,113222995
16,Lisk,1507386249,7784690,586061470,0.04,-3.38,-14.7,5.17,113222995,113222995
16,Lisk,1507386568,7820510,586137329,-0.13,-3.31,-14.66,5.17,113222995,113222995
16,Lisk,1507386849,7832630,586998956,0.02,-3.16,-14.53,5.18,113222995,113222995
16,Lisk,1507387150,7830060,587178670,-0.11,-3.1,-14.49,5.18,113223590,113223590
16,Lisk,1507387450,7843960,586666899,-0.23,-3.16,-14.54,5.18,113223590,113223590
16,Lisk,1507387750,7827210,585915095,-0.4,-3.25,-14.64,5.17,113223590,113223590
16,Lisk,1507388050,7827260,586507254,-0.32,-3.11,-14.52,5.18,113223590,113223590
16,Lisk,1507388350,7767180,584989761,-0.41,-3.33,-14.74,5.16,113224190,113224190
17,Cardano,1507385366,8367010,531580135,1.26,3.71,0,0.02,31112483745,25927070538
17,Cardano,1507385665,8205670,535954031,1.58,4.53,0,0.02,31112483745,25927070538
17,Cardano,1507385966,8201640,535922919,1.01,4.49,0,0.02,31112483745,25927070538
17,Cardano,1507386264,8173270,536915926,0.78,4.72,0,0.02,31112483745,25927070538
17,Cardano,1507386564,8079870,538129313,0.46,4.93,0,0.02,31112483745,25927070538
17,Cardano,1507386864,7948010,544113280,1.24,6.13,0,0.02,31112483745,25927070538
17,Cardano,1507387166,7964700,542420243,0.6,5.74,0,0.02,31112483745,25927070538
17,Cardano,1507387465,7946220,536991114,-0.18,4.68,0,0.02,31112483745,25927070538
17,Cardano,1507387765,7965460,536807032,-0.04,4.6,0,0.02,31112483745,25927070538
17,Cardano,1507388065,7979980,545772613,1.7,6.33,0,0.02,31112483745,25927070538
17,Cardano,1507388366,7940410,543558441,1.58,5.94,0,0.02,31112483745,25927070538
18,Waves,1507385352,6571860,496071000,-0.16,-1.06,-1.67,4.96,100000000,100000000
18,Waves,1507385652,6575470,496534000,-0.07,-0.96,-1.56,4.96,100000000,100000000
18,Waves,1507385951,6572980,496687000,-0.05,-0.9,-1.53,4.96,100000000,100000000
18,Waves,1507386250,6584030,497297000,0.07,-0.77,-1.4,4.97,100000000,100000000
18,Waves,1507386550,6602200,496562000,0.01,-0.89,-1.53,4.96,100000000,100000000
18,Waves,1507386850,6608440,496413000,0.03,-0.89,-1.55,4.96,100000000,100000000
18,Waves,1507387151,6616500,497269000,0.23,-0.69,-1.37,4.97,100000000,100000000
18,Waves,1507387451,6621300,497001000,0.21,-0.72,-1.41,4.97,100000000,100000000
18,Waves,1507387751,6626730,497963000,0.49,-0.5,-1.21,4.97,100000000,100000000
18,Waves,1507388052,6634300,497065000,0.31,-0.62,-1.37,4.97,100000000,100000000
18,Waves,1507388352,6607340,497164000,0.31,-0.59,-1.34,4.97,100000000,100000000
19,Tether,1507385652,78546300,437114020,0.33,-0.14,0.26,1,444951082,437061572
19,Tether,1507385952,83232600,434322944,-0.3,-0.78,-0.38,0.99,444951082,437061572
19,Tether,1507386246,83168200,434413416,-0.27,-0.76,-0.36,0.99,444951082,437061572
19,Tether,1507386545,83129700,433928278,-0.35,-0.87,-0.47,0.99,444951082,437061572
19,Tether,1507386851,82926400,433971110,-0.3,-0.84,-0.46,0.99,444951082,437061572
19,Tether,1507387147,82884500,434677838,-0.14,-0.67,-0.3,0.99,444951082,437061572
19,Tether,1507387446,83039300,435025739,-0.05,-0.59,-0.22,0.99,444951082,437061572
19,Tether,1507387747,82995200,435062452,-0.02,-0.56,-0.21,0.99,444951082,437061572
19,Tether,1507388046,83003000,435187889,0.01,-0.53,-0.18,0.99,444951082,437061572
19,Tether,1507388347,82885100,434871894,-0.05,-0.58,-0.25,0.99,444951082,437061572
20,Stratis,1507385652,6223290,382094580,0.65,3.6,-13.93,3.87,98572492,98572492
20,Stratis,1507385952,6222980,380674224,0.06,3.26,-14.21,3.86,98572511,98572511
20,Stratis,1507386251,6231590,380185304,-0.47,3.15,-14.32,3.85,98572511,98572511
20,Stratis,1507386551,6253650,380277963,-0.58,3.21,-14.29,3.85,98572511,98572511
20,Stratis,1507386852,6275270,380657467,-0.62,3.36,-14.18,3.86,98572511,98572511
20,Stratis,1507387152,6284300,380620075,-0.73,3.4,-14.19,3.86,98572528,98572528
20,Stratis,1507387452,6255300,379495362,-1.05,3.12,-14.41,3.84,98572528,98572528
20,Stratis,1507387752,6322180,377542641,-1.65,2.6,-14.84,3.83,98572528,98572528
20,Stratis,1507388052,6344670,377555455,-1.71,2.63,-14.82,3.83,98572528,98572528
20,Stratis,1507388352,6340710,377199696,-1.91,2.55,-14.89,3.82,98572551,98572551
21,Stellar Lumens,1507385645,52728400,372754641,5.43,33.49,63.27,0.02,1.03314E+11,16587515194
21,Stellar Lumens,1507385944,53128900,369747325,3.81,32.39,61.95,0.02,1.03314E+11,16587515194
21,Stellar Lumens,1507386244,53263600,371525507,3.7,32.82,62.74,0.02,1.03314E+11,16587515194
21,Stellar Lumens,1507386545,53830000,374602491,3.69,33.24,64.1,0.02,1.03314E+11,16587515194
21,Stellar Lumens,1507386844,54005300,375941103,4.06,33.69,64.68,0.02,1.03314E+11,16587515194
21,Stellar Lumens,1507387150,54124400,372626918,3.29,31.9,63.22,0.02,1.03314E+11,16587515194
21,Stellar Lumens,1507387444,54370500,366653753,1.63,28.95,60.6,0.02,1.03314E+11,16587515194
21,Stellar Lumens,1507387744,54436200,368722216,2.22,29.52,61.51,0.02,1.03314E+11,16587515194
21,Stellar Lumens,1507388050,54457400,367688814,1.86,28.35,61.05,0.02,1.03314E+11,16587515194
21,Stellar Lumens,1507388345,54434100,367783363,1.41,27.95,61.09,0.02,1.03314E+11,16587515194
22,Steem,1507385651,796575,290450944,-0.5,-1.9,-20.68,1.19,259884954,242910860
22,Steem,1507385950,805661,290345693,-0.49,-1.92,-20.67,1.19,259888349,242914255
22,Steem,1507386250,805742,289735978,-0.76,-2.12,-20.83,1.19,259888349,242914255
22,Steem,1507386549,807918,289757840,-0.77,-2.09,-20.8,1.19,259888349,242914255
22,Steem,1507386849,813334,289918164,-0.57,-2.02,-20.74,1.19,259888349,242914255
22,Steem,1507387150,812509,290201018,-0.39,-1.91,-20.65,1.19,259889248,242915154
22,Steem,1507387450,810980,289724904,-0.48,-2.08,-20.77,1.19,259889248,242915154
22,Steem,1507387750,806808,289166199,-0.6,-2.26,-20.9,1.19,259889248,242915154
22,Steem,1507388062,771617,289625309,-0.37,-2.14,-20.74,1.19,259889248,242915154
22,Steem,1507388352,752924,289123540,-0.49,-2.32,-20.86,1.19,259890143,242916049
23,Ark,1507385356,1220470,252195987,-0.29,-3.64,-14.47,2.57,129231284,97981284
23,Ark,1507385656,1221960,252123480,-0.42,-3.7,-14.53,2.57,129231284,97981284
23,Ark,1507385957,1221520,250925169,-0.93,-4.11,-14.97,2.56,129231284,97981284
23,Ark,1507386256,1223430,250737045,-0.99,-4.18,-15.05,2.55,129231284,97981284
23,Ark,1507386555,1224300,252082328,-0.4,-3.61,-14.63,2.57,129231284,97981284
23,Ark,1507386856,1227170,252204805,-0.23,-3.49,-14.61,2.57,129231284,97981284
23,Ark,1507387157,1210920,253426631,0.26,-2.96,-14.23,2.58,129231284,97981284
23,Ark,1507387456,1190530,252051954,-0.25,-3.43,-14.72,2.57,129231284,97981284
23,Ark,1507387757,1189460,252001004,-0.25,-3.34,-14.77,2.57,129231284,97981284
23,Ark,1507388057,1187180,251963771,-0.21,-3.31,-14.82,2.57,129231284,97981284
23,Ark,1507388357,1183560,252386070,0.01,-3.13,-14.72,2.57,129231284,97981284
24,Kyber Network,1507385365,4082080,243780267,-0.2,8.91,0.16,1.76,226000000,137995600
24,Kyber Network,1507385665,4050970,244060398,-0.18,9.24,0.27,1.76,226000000,137995600
24,Kyber Network,1507385966,4053020,244392968,-0.04,9.52,0.4,1.77,226000000,137995600
24,Kyber Network,1507386264,4011870,242332693,-0.94,8.67,-0.45,1.75,226000000,137995600
24,Kyber Network,1507386563,4020020,243128928,-0.61,9.15,-0.13,1.76,226000000,137995600
24,Hshare,1507386862,23748600,239764294,-0.93,2.67,-4.71,7.11,42094494,33694494
24,Hshare,1507387164,23839800,242374324,0.03,3.76,-3.82,7.19,42094549,33694549
24,Hshare,1507387463,23798300,240821679,-0.75,3.04,-4.58,7.14,42094549,33694549
24,Hshare,1507387765,23872400,242928262,0.12,3.83,-3.99,7.2,42094549,33694549
24,Hshare,1507388063,23879000,242933654,0.13,3.84,-4.03,7.2,42094549,33694549
24,Hshare,1507388363,23895300,243189462,0.25,3.9,-4.07,7.21,42094605,33694605
25,Hshare,1507385362,23618600,242499884,0.31,4.09,-2.79,7.19,42094438,33694438
25,Hshare,1507385665,23616300,242543013,0.38,3.98,-2.96,7.19,42094438,33694438
25,Hshare,1507385965,23658100,241582449,-0.08,3.5,-3.5,7.16,42094494,33694494
25,Hshare,1507386262,23665800,241543700,-0.17,3.5,-3.69,7.16,42094494,33694494
25,Hshare,1507386562,23696000,242267795,0.05,3.81,-3.56,7.19,42094494,33694494
25,Kyber Network,1507386863,4010730,239385107,-2.04,7.62,-1.67,1.73,226000000,137995600
25,Kyber Network,1507387165,4032360,238646831,-2.27,7.39,-1.98,1.72,226000000,137995600
25,Kyber Network,1507387465,3989680,235214880,-3.68,6,-3.39,1.7,226000000,137995600
25,Bytecoin,1507387744,1943170,235412988,-0.59,-0.43,-7.7,1.28E-03,1.83254E+11,1.83254E+11
25,Bytecoin,1507388044,1935480,235396495,-0.41,-0.5,-7.69,1.28E-03,1.83254E+11,1.83254E+11
25,Kyber Network,1507388065,3985430,234371727,-4.03,5.81,-3.75,1.69,226000000,137995600
25,Bytecoin,1507388345,1939890,234236500,-0.84,-1.08,-8.13,1.28E-03,1.83254E+11,1.83254E+11
26,Bytecoin,1507385644,1921290,236036050,-1.19,0.23,-7.52,1.29E-03,1.83254E+11,1.83254E+11
26,Bytecoin,1507385945,1929520,236255954,-1.13,0.22,-7.41,1.29E-03,1.83254E+11,1.83254E+11
26,Bytecoin,1507386244,1922300,235733682,-1.4,0,-7.62,1.29E-03,1.83254E+11,1.83254E+11
26,Bytecoin,1507386544,1929480,235478959,-1.18,-0.21,-7.71,1.28E-03,1.83254E+11,1.83254E+11
26,Bytecoin,1507386844,1940690,234791759,-1.27,-0.51,-7.97,1.28E-03,1.83254E+11,1.83254E+11
26,Bytecoin,1507387144,1944280,235099625,-1.01,-0.44,-7.84,1.28E-03,1.83254E+11,1.83254E+11
26,Bytecoin,1507387444,1943530,235138108,-0.81,-0.5,-7.81,1.28E-03,1.83254E+11,1.83254E+11
26,Kyber Network,1507387764,3977480,235165202,-3.7,6.03,-3.41,1.7,226000000,137995600
26,Kyber Network,1507388065,3985430,234371727,-4.03,5.81,-3.75,1.69,226000000,137995600
26,Bytecoin,1507388345,1939890,234236500,-0.84,-1.08,-8.13,1.28E-03,1.83254E+11,1.83254E+11
26,Kyber Network,1507388366,3891170,231999583,-5.07,4.88,-4.73,1.68,226000000,137995600
27,Gas,1507385360,997424,231131919,-0.28,-5.79,3.4,27.08,11533392,8535089
27,Gas,1507385660,997827,231236047,-0.22,-5.76,3.38,27.09,11533392,8535089
27,Gas,1507385962,999445,231664463,-0.03,-5.64,3.39,27.13,11533784,8538988
27,Gas,1507386260,1001730,232413332,0.26,-5.36,3.63,27.21,11533784,8538988
27,Gas,1507386559,1001440,231815603,0.01,-5.61,3.32,27.14,11533784,8538988
27,Gas,1507386859,999390,229502391,-0.99,-6.56,2.2,26.87,11533784,8538988
27,EOS,1507387160,5654960,228914340,0.08,-2.39,-20.03,0.58,1000000000,390472222
27,EOS,1507387460,5652800,228871388,0.06,-2.42,-20.03,0.58,1000000000,390472222
27,EOS,1507387760,5654810,229329412,0.26,-2.22,-19.85,0.58,1000000000,390472222
27,EOS,1507388060,5640460,228668342,-0.06,-2.51,-20.06,0.58,1000000000,390472222
27,EOS,1507388361,5644880,229138864,0.13,-2.32,-19.87,0.58,1000000000,390472227
28,EOS,1507385360,5636720,228814172,0.32,-2.55,-20.17,0.58,1000000000,390471868
28,EOS,1507385660,5636660,228845800,0.25,-2.52,-20.16,0.58,1000000000,390471868
28,EOS,1507385961,5638390,228804078,0.17,-2.52,-20.14,0.58,1000000000,390471967
28,EOS,1507386259,5649380,229136760,0.26,-2.35,-20.02,0.58,1000000000,390471967
