timestamp,open,high,low,close,volumne_BTC,volumne_currency,wtd_price
12/6/2014 4:00,373.1,374.82,371.31,372.62,176.5,65744.41,372.49
12/6/2014 5:00,372.51,372.58,371.31,371.9,33.39,12408.07,371.66
12/6/2014 6:00,371.9,375.28,371.37,372.15,98.31,36728.7,373.61
12/6/2014 7:00,372.15,373.16,372.06,373.01,16.62,6189.68,372.52
12/6/2014 8:00,373.01,375.44,373.01,374.1,66.93,25026.23,373.93
12/6/2014 9:00,374.1,375.86,373.2,374,62.37,23358.38,374.51
12/6/2014 10:00,374,375.83,373.85,374.02,68.75,25783.63,375.04
12/6/2014 11:00,374.98,375,374.02,375,36.03,13495.24,374.51
12/6/2014 12:00,374.99,375.65,374.02,375.58,43.81,16429.46,375
12/6/2014 13:00,375.58,375.65,373.97,375.65,78.37,29396.99,375.11
12/6/2014 14:00,375.65,376.59,373.11,374.9,145.17,54399.81,374.73
12/6/2014 15:00,376.06,376.41,373,373.81,201.12,75187.66,373.84
12/6/2014 16:00,373.81,375.26,373.05,374.15,133.5,49998.71,374.52
12/6/2014 17:00,375.05,375.09,374.11,374.53,39.89,14943.21,374.58
12/6/2014 18:00,374.53,374.92,373.92,374.36,43.83,16403.69,374.28
12/6/2014 19:00,374.34,376,373.05,375.99,88.67,33199.89,374.4
12/6/2014 20:00,375.99,376.87,374.6,376.56,197.78,74430.22,376.33
12/6/2014 21:00,376.52,376.98,374.56,376.53,112.53,42333.02,376.18
12/6/2014 22:00,376.54,376.99,374.1,376.11,152.22,57220.06,375.9
12/6/2014 23:00,376.11,376.11,373.08,374.38,171.25,64146.76,374.58
12/7/2014 0:00,375.05,375.08,373.27,375.08,46.09,17271.25,374.77
12/7/2014 1:00,375.07,375.82,374.29,375.82,11.32,4246.94,375.24
12/7/2014 2:00,375.82,375.82,373.16,373.17,43.62,16310.34,373.88
12/7/2014 3:00,374.35,375.57,373.17,375.46,39.41,14740.39,373.98
12/7/2014 4:00,374.97,375.47,374.25,374.26,104.26,39122.61,375.25
12/7/2014 5:00,374.26,375.28,374.08,374.08,4.77,1786.82,374.28
12/7/2014 6:00,374.23,376.35,374.22,376.14,69.28,26014.77,375.48
12/7/2014 7:00,376.12,376.14,375.41,376.12,39.4,14817.23,376.12
12/7/2014 8:00,376.12,376.3,373.88,376.18,49.45,18558.98,375.33
12/7/2014 9:00,376.19,376.35,374.5,374.71,44.62,16764.49,375.72
12/7/2014 10:00,376.17,376.45,374.71,375.01,61.28,23016.54,375.59
12/7/2014 11:00,375.09,376.99,375,375.19,86.54,32551.83,376.16
12/7/2014 12:00,375.53,377.49,375.05,377.46,315.64,118947.34,376.85
12/7/2014 13:00,377.47,377.48,375.5,377.06,100.7,37849.93,375.88
12/7/2014 14:00,377.02,377.26,375.57,376.98,100.48,37847.03,376.67
12/7/2014 15:00,377,377.5,376.31,377.48,91.08,34359.82,377.25
12/7/2014 16:00,377.47,377.49,375.01,376,217.23,81734.38,376.25
12/7/2014 17:00,375.1,376.36,374.04,375.99,96.68,36263.15,375.08
12/7/2014 18:00,375.97,376.14,373.18,376.02,145.75,54557.81,374.34
12/7/2014 19:00,375.98,376.01,374.27,375.5,39.3,14757.01,375.46
12/7/2014 20:00,375.93,376.01,374.48,375.4,32.67,12264.82,375.36
12/7/2014 21:00,376,377,374.74,376.96,198.24,74615.67,376.4
12/7/2014 22:00,376.95,377.5,376.43,377,270.91,102125.67,376.97
12/7/2014 23:00,377.46,377.47,376,377.26,281.95,106216.27,376.71
12/8/2014 0:00,376.03,377.26,376,376.86,65.77,24754.4,376.37
12/8/2014 1:00,376.85,377.15,376.24,377.14,47.84,18024.32,376.76
12/8/2014 2:00,377.12,377.15,375.97,376.93,202.69,76284.61,376.36
12/8/2014 3:00,376,376.93,373.01,373.61,143.54,53714.21,374.21
12/8/2014 4:00,373.61,373.62,373,373,45.27,16892.22,373.18
12/8/2014 5:00,373.02,375.51,372.88,372.88,96.28,35949.82,373.4
12/8/2014 6:00,374.95,375.36,372.85,372.87,108.75,40561.54,372.98
12/8/2014 7:00,372.87,374.1,369.31,370.93,1324.22,490510.48,370.41
12/8/2014 8:00,369.9,370.93,365.4,365.4,1003.84,369052.82,367.64
12/8/2014 9:00,365.71,368.81,365.25,366,758.71,278215.12,366.69
12/8/2014 10:00,366,369.26,365.5,367.39,529.33,194164.08,366.81
12/8/2014 11:00,367.27,368.49,366.15,367.78,234.26,85992.49,367.08
12/8/2014 12:00,367.78,369.16,366.32,367.99,295.14,108445.01,367.44
12/8/2014 13:00,367.99,370.25,366.25,369.91,531.51,196117.76,368.98
12/8/2014 14:00,369.91,370.7,368.49,369.77,301.36,111415.37,369.7
12/8/2014 15:00,369.64,369.8,366.75,368.78,508.97,187421.93,368.24
12/8/2014 16:00,368.46,370.7,367.99,368.36,431.27,159154.46,369.03
12/8/2014 17:00,369.95,369.95,368.05,368.71,335.82,123748.61,368.5
12/8/2014 18:00,368.72,369.72,366.15,366.99,753.37,276706.22,367.29
12/8/2014 19:00,367,367.01,365.35,366.44,325.76,119321.82,366.29
12/8/2014 20:00,366.44,368.46,365.48,368.3,396.18,145533.9,367.35
12/8/2014 21:00,368.23,369,366.78,368.05,400.06,147296.88,368.18
12/8/2014 22:00,368.14,368.51,366.13,366.46,263.6,96840.43,367.37
12/8/2014 23:00,366.99,366.99,359.01,361.3,3233.18,1172464.15,362.63
12/9/2014 0:00,362.74,363,357.58,362.28,718.15,258382.97,359.79
12/9/2014 1:00,362.69,364.59,361.06,363.07,329.82,119823.61,363.3
12/9/2014 2:00,363.03,364.26,361.57,361.57,175.54,63711.13,362.94
12/9/2014 3:00,361.94,361.94,355.61,358.08,768.21,274731.76,357.63
12/9/2014 4:00,358.06,358.78,355,355,277.95,99121.95,356.62
12/9/2014 5:00,355.01,359.95,346,346.25,3442.08,1206576.01,350.54
12/9/2014 6:00,346.28,354.51,346,349.27,1297.95,454380.26,350.08
12/9/2014 7:00,349.47,352.83,348.79,350.2,341.53,119789.05,350.74
12/9/2014 8:00,350.67,351.66,347.01,349.64,510.18,178204.63,349.3
12/9/2014 9:00,349.6,354.37,348.53,351.07,351.16,123775.28,352.47
12/9/2014 10:00,352,353.55,349.63,349.63,316.48,111319.28,351.74
12/9/2014 11:00,349.64,353.3,348.96,351.28,336.65,118363.97,351.59
12/9/2014 12:00,352.03,353.78,351.28,353.5,419.81,148092.92,352.76
12/9/2014 13:00,352.58,353.6,351.5,353.59,406.26,143272.09,352.66
12/9/2014 14:00,352.25,353.59,345,347.78,1175.76,409231.98,348.06
12/9/2014 15:00,347.77,349.62,343.97,349.5,3024.57,1046316.08,345.94
12/9/2014 16:00,348.72,356.99,348.72,355.91,1064.8,376157.16,353.26
12/9/2014 17:00,355.91,356,349.99,352.3,2031.87,714915.36,351.85
12/9/2014 18:00,352.26,353,348.29,352.53,688.56,241331.16,350.49
12/9/2014 19:00,352.31,353,352.05,353,33.95,11977,352.75
12/9/2014 20:00,353,353.9,352,353.9,400.07,141448.73,353.56
12/9/2014 21:00,353.7,354,351.28,352.9,441.65,155764.44,352.69
12/9/2014 22:00,352.33,353.04,350.64,351.86,162.99,57292.93,351.51
12/9/2014 23:00,351.88,352.41,348.45,352.03,318.11,111334.94,349.99
12/10/2014 0:00,352.02,352.5,350.42,350.44,105.07,36980.34,351.95
12/10/2014 1:00,350.65,353.06,349.28,352.98,257.36,90357.21,351.09
12/10/2014 2:00,352.78,352.78,350.31,351.85,149.64,52582.09,351.38
12/10/2014 3:00,351.8,352.23,349.33,349.41,235.1,82540.44,351.08
12/10/2014 4:00,349.41,351.77,349.11,349.9,136.97,47985.69,350.33
12/10/2014 5:00,349.87,353.74,349.32,350.93,285.9,100539.39,351.66
12/10/2014 6:00,352.41,352.89,349.72,352.69,90.57,31773.03,350.82
12/10/2014 7:00,352.67,352.87,349.57,350.45,260.01,91257.64,350.98
12/10/2014 8:00,349.99,353,349.56,352.5,79.75,28064.26,351.88
12/10/2014 9:00,352.3,352.9,348.95,350.1,286.57,100362.64,350.22
12/10/2014 10:00,348.95,350.41,347.5,350.41,198.77,69264.42,348.46
12/10/2014 11:00,349.97,352,348.7,351.74,294.27,103304.93,351.06
12/10/2014 12:00,351.64,351.66,349.92,350.91,168.2,58981.12,350.66
12/10/2014 13:00,350.89,351.75,347.5,350.42,652.04,227541.04,348.97
12/10/2014 14:00,350.8,352.59,350.42,350.98,249.44,87798.65,351.99
12/10/2014 15:00,351.76,351.95,349.34,351.44,185.71,65225.14,351.22
12/10/2014 16:00,351.2,351.96,349.63,351.29,285.55,100313.12,351.3
12/10/2014 17:00,350.49,351.58,349.7,351.32,255.9,89840.93,351.08
12/10/2014 18:00,351.32,351.42,347.73,349.99,478.9,167383.34,349.52
12/10/2014 19:00,349.97,350.99,348.04,349.69,207.09,72320.6,349.22
12/10/2014 20:00,349.63,350.78,347.58,349.31,579.01,201921.66,348.74
12/10/2014 21:00,349.31,351.89,349.02,350.73,574.95,201771.39,350.94
12/10/2014 22:00,350.66,350.7,347.23,348,390.68,136094.8,348.35
12/10/2014 23:00,347.98,349,345,345.21,556.74,192928.85,346.53
12/11/2014 0:00,345.22,348.28,344.2,346.94,499.62,172819.2,345.9
12/11/2014 1:00,346,348.61,345.35,346.62,280.24,97369.52,347.45
12/11/2014 2:00,346.56,347,339.8,341.23,2179.12,745314.71,342.03
12/11/2014 3:00,341.23,344.94,340.59,343.54,343.85,117905.16,342.9
12/11/2014 4:00,343.53,353.97,342.03,353.97,1520.78,531925.74,349.77
12/11/2014 5:00,353.97,363.99,353.88,362,2272.82,815116.8,358.64
12/11/2014 6:00,361.75,361.79,356.56,358.3,639.16,229091.23,358.43
12/11/2014 7:00,358.3,362.93,357,362.91,1034.93,372754.01,360.17
12/11/2014 8:00,361.55,364.43,360,360.01,753.36,273069.71,362.47
12/11/2014 9:00,360.28,360.31,356.67,356.7,702.35,251924.45,358.69
12/11/2014 10:00,357.97,360,354.56,355.92,1073.08,383596.31,357.47
12/11/2014 11:00,355.91,357.22,354.56,357.16,198.37,70564.74,355.73
12/11/2014 12:00,356.48,358.99,353.23,358.69,401.85,142718.97,355.16
12/11/2014 13:00,358.69,358.7,355.01,356.78,313.35,111696.19,356.45
12/11/2014 14:00,356.78,359.5,354.69,359.49,432.23,154407.62,357.23
12/11/2014 15:00,358.48,359.8,357.35,358.97,303.21,108762.21,358.7
12/11/2014 16:00,359,359.5,356.02,357.6,348.17,124830.03,358.54
12/11/2014 17:00,357.62,358,355.38,356.58,171.94,61361.27,356.87
12/11/2014 18:00,356.57,357.28,355.73,357,153.98,54959.17,356.93
12/11/2014 19:00,356.9,358,356.51,358,198.46,70951.97,357.5
12/11/2014 20:00,357.99,358.07,348.09,351.08,1471.47,518676.6,352.49
12/11/2014 21:00,352.39,352.83,347.91,349.61,426.15,149004.38,349.65
12/11/2014 22:00,350,350,347.01,348.82,277.72,96937.31,349.05
12/11/2014 23:00,348.85,349.38,348.58,348.9,163.56,57085.26,349.03
12/12/2014 0:00,348.88,350,348.47,349.83,306.3,106972.23,349.24
12/12/2014 1:00,349.82,352.99,348,351.92,483.85,169916.47,351.18
12/12/2014 2:00,351.9,353,350.74,352.98,194.09,68407.27,352.46
12/12/2014 3:00,352.98,353,349.08,350,302.61,106087.34,350.58
12/12/2014 4:00,350,352.59,349.41,352,179.48,63060.83,351.35
12/12/2014 5:00,352.09,352.6,350.22,351.85,218.09,76662.48,351.52
12/12/2014 6:00,351.82,352.98,348,350.91,478,167356.89,350.12
12/12/2014 7:00,352.44,352.92,350.76,351.6,113.28,39873.95,352.01
12/12/2014 8:00,351.59,355,350.88,354.65,653.22,231316.34,354.11
12/12/2014 9:00,353.84,356.2,353.04,354.89,196.99,69864.57,354.66
12/12/2014 10:00,354,355.69,353.75,355.29,163.5,57945.31,354.4
12/12/2014 11:00,354.99,355.97,354.26,354.43,228.38,81112.95,355.17
12/12/2014 12:00,355.01,355.01,351.51,354.1,201.52,71147.23,353.05
12/12/2014 13:00,354.1,354.1,351.73,353.31,138.72,48970.8,353.01
12/12/2014 14:00,353.31,354.99,352.9,354.53,338.28,119842.49,354.27
12/12/2014 15:00,354.31,354.97,353.21,354.86,147.01,52093.51,354.36
12/12/2014 16:00,354.86,355,353.77,354.53,189.43,67193.56,354.71
12/12/2014 17:00,354.99,356.6,354.38,356.48,481.95,171219.01,355.26
12/12/2014 18:00,356.48,357,355.02,356.51,359.85,128207.26,356.28
12/12/2014 19:00,356.51,357.5,355.53,355.76,378.9,135217.93,356.87
12/12/2014 20:00,356.77,357.25,355.77,356.49,257.79,91975.66,356.79
12/12/2014 21:00,356.49,358.4,355.11,356.87,1283.21,457858.13,356.81
12/12/2014 22:00,356.88,358.59,354.11,355.41,446.14,158665.59,355.64
12/12/2014 23:00,355.43,355.5,352.2,352.24,339.05,119802.07,353.34
12/13/2014 0:00,353.33,353.71,350.18,350.71,217.34,76406.3,351.55
12/13/2014 1:00,350.71,352.36,350.12,352,305.5,107246.74,351.05
12/13/2014 2:00,352.44,354.41,350.73,350.73,272.22,95897.56,352.28
12/13/2014 3:00,351.33,351.33,348.85,349.02,479.28,167687.59,349.87
12/13/2014 4:00,349.9,350.43,349.33,350.36,27.14,9498.89,349.98
12/13/2014 5:00,350.35,350.43,349.7,350.23,12.55,4391.28,349.94
12/13/2014 6:00,350.23,350.42,348.33,349.48,105.8,36955.8,349.31
12/13/2014 7:00,349.49,351.17,348.58,350.28,44.26,15491.3,349.99
12/13/2014 8:00,349.98,351,347.03,348.61,231.27,80647.92,348.72
12/13/2014 9:00,348.56,349.99,347.4,349.99,130.69,45609.03,348.99
12/13/2014 10:00,349.44,350.28,348.33,348.83,75.18,26284.53,349.64
12/13/2014 11:00,348.81,349.64,347.21,348.91,166.18,57934.64,348.63
12/13/2014 12:00,348.89,351.79,347.6,351.09,145.14,50766.89,349.78
12/13/2014 13:00,351.09,351.35,349.66,350.56,65.88,23111.62,350.79
12/13/2014 14:00,350.49,351,349.5,350.99,116.34,40747.32,350.26
12/13/2014 15:00,350.95,350.99,349.88,350.61,72.56,25452,350.75
12/13/2014 16:00,350.49,350.99,350,350.94,125.74,44076.93,350.55
12/13/2014 17:00,350.97,352,349.66,351.58,268.35,94210.36,351.07
12/13/2014 18:00,351.44,351.46,347.4,348.63,263.31,91734.62,348.38
12/13/2014 19:00,348.63,349.95,347.95,348.57,168.98,58949.87,348.86
12/13/2014 20:00,349.93,351.8,348.94,348.98,78.2,27408.34,350.48
12/13/2014 21:00,348.97,351.98,348.92,350.73,179.75,63019.29,350.6
12/13/2014 22:00,350.74,351.93,349.63,351.93,165.13,57932.2,350.83
12/13/2014 23:00,350.8,351.99,349.41,351.67,128.46,45096.24,351.06
12/14/2014 0:00,351.67,351.98,348.96,350.5,508.19,178168.75,350.59
12/14/2014 1:00,350.49,350.49,349.15,349.93,3.29,1152.92,349.98
12/14/2014 2:00,349.99,350.74,348.33,348.33,176.07,61459.75,349.06
12/14/2014 3:00,349.91,350.94,347.44,350.5,397.52,138989.74,349.65
12/14/2014 4:00,350.5,350.8,349,350.19,28.51,9968.91,349.71
12/14/2014 5:00,350.17,350.18,348.22,350.12,46.08,16080.78,348.97
12/14/2014 6:00,350.14,351.58,349.57,350.14,141.92,49797.08,350.88
12/14/2014 7:00,350.25,351.57,349.89,350.26,5.02,1764.04,351.06
12/14/2014 8:00,351.27,351.32,350,351.08,20.53,7202.27,350.79
12/14/2014 9:00,351.05,351.24,348.55,350.39,63.6,22249.7,349.86
12/14/2014 10:00,350.39,351.46,349.3,350.19,28.32,9934.66,350.78
12/14/2014 11:00,350.88,351.97,350.19,351.79,119.64,42058.04,351.54
12/14/2014 12:00,351.94,351.94,349.71,350.77,58.02,20354.33,350.83
12/14/2014 13:00,350.77,354.6,349.51,352.77,1028.06,362409.14,352.52
12/14/2014 14:00,352.77,353.46,351.37,352.7,165.37,58286.83,352.47
12/14/2014 15:00,352.7,352.99,351.76,351.98,99.46,35060.22,352.51
12/14/2014 16:00,352.03,352.99,351.74,352,247.69,87237.66,352.2
12/14/2014 17:00,351.92,353.8,351.71,352.69,159.26,56149.88,352.57
12/14/2014 18:00,353.64,353.88,351.24,353.87,162.95,57565.18,353.27
12/14/2014 19:00,353.87,356.75,353.24,355.77,811.61,288039.54,354.9
12/14/2014 20:00,355.77,359.3,355.19,357.93,1274.67,456216.33,357.91
12/14/2014 21:00,357.93,359.23,354.99,355.5,532.28,190110.97,357.16
12/14/2014 22:00,356.53,356.99,354.27,355.84,92.78,32997.09,355.63
12/14/2014 23:00,355.84,358.37,354.59,356.52,368.04,131332.72,356.84
12/15/2014 0:00,357.3,357.3,355.63,355.8,109.72,39106.99,356.43
12/15/2014 1:00,355.96,355.96,353.3,354.3,136.91,48577.38,354.8
12/15/2014 2:00,354.17,354.17,352,353.94,200.13,70649.9,353.03
12/15/2014 3:00,353.93,353.94,352.3,353.5,80.38,28362.72,352.87
12/15/2014 4:00,353.48,353.9,352.5,353.13,122.59,43275.54,353
12/15/2014 5:00,353.75,354.89,352,353.67,244.77,86463.74,353.25
12/15/2014 6:00,352.44,354.75,352,353.02,130.33,46085.72,353.6
12/15/2014 7:00,354.04,354.99,353,353,195.83,69195.24,353.34
12/15/2014 8:00,353.88,353.93,351.97,352.17,183.94,64838.2,352.49
12/15/2014 9:00,352.05,352.69,350.51,351.92,649.34,228269.02,351.54
12/15/2014 10:00,351.77,352,350.39,351.93,267.19,93846.28,351.23
12/15/2014 11:00,351.38,352.6,350.56,351.71,215.03,75619.96,351.66
12/15/2014 12:00,351.71,352.6,350.37,350.68,364.95,128204.88,351.29
12/15/2014 13:00,350.69,352.45,350.35,352.43,264.03,92786.32,351.43
12/15/2014 14:00,352.43,352.46,350.49,351.41,217.96,76563.11,351.28
12/15/2014 15:00,351.45,353,351,352.24,538.92,189776.33,352.14
12/15/2014 16:00,352.01,354.42,351.6,351.84,455.17,160460.69,352.53
12/15/2014 17:00,351.86,353.15,351.64,351.79,258.82,91150.44,352.18
12/15/2014 18:00,351.78,352.99,351.5,351.86,211.12,74268.66,351.79
12/15/2014 19:00,351.8,352,349.46,350.26,768.85,269906.31,351.05
12/15/2014 20:00,349.75,350.41,346.33,349.54,912.94,317987.9,348.31
12/15/2014 21:00,349.46,350,346.21,348.29,882.91,307455.82,348.23
12/15/2014 22:00,348.3,349.4,347,349.02,441.98,153848.37,348.09
12/15/2014 23:00,349.02,349.52,346.71,349,239.03,83171.06,347.95
12/16/2014 0:00,348.85,349.27,347.65,348.44,60.35,21032.27,348.51
12/16/2014 1:00,347.91,349.35,346.71,347.22,291.83,101430.66,347.57
12/16/2014 2:00,347.51,348.05,342,343.45,1049.44,361942.26,344.89
12/16/2014 3:00,343.41,344.06,340.32,340.55,869.08,296464.49,341.12
12/16/2014 4:00,340.56,342.97,340,340,428.29,146243.22,341.45
12/16/2014 5:00,340.34,342.86,339.8,340.67,829.13,282376.3,340.57
12/16/2014 6:00,340.3,342.89,339.8,340.33,793.37,269921.28,340.22
12/16/2014 7:00,340.31,344.38,340.25,341.3,530.51,181461.86,342.05
12/16/2014 8:00,341.12,341.74,336.54,338.75,1573.13,533172.17,338.92
12/16/2014 9:00,337.77,340.77,336.14,337.88,1141.67,385589.36,337.74
12/16/2014 10:00,337.85,338.71,333.97,337.02,1088.59,365604.51,335.85
12/16/2014 11:00,337.5,338.49,335,337.06,473.53,159319.43,336.45
12/16/2014 12:00,336.91,338.96,335,337.69,323.3,108950.78,336.99
12/16/2014 13:00,337.75,338.97,336.2,337.99,454.56,153812.15,338.37
12/16/2014 14:00,338,340.29,334.9,335.9,1402,472374.73,336.93
12/16/2014 15:00,335.91,338,334.61,337.85,705.52,238010.45,337.36
12/16/2014 16:00,337.85,339.99,336.43,339.94,1100.75,373409.26,339.23
12/16/2014 17:00,338.7,339.99,336.41,336.99,573.13,193906.95,338.33
12/16/2014 18:00,336.98,337,334.17,335.47,529.62,177996.95,336.09
12/16/2014 19:00,336.28,336.99,331.87,332.55,1012.08,337883.7,333.85
12/16/2014 20:00,332.55,334.72,330.23,332.6,710.95,235900.01,331.81
12/16/2014 21:00,334.1,334.43,331.38,332.59,516.79,171975.3,332.78
12/16/2014 22:00,332.63,334.9,331.49,333.28,360.63,120147.09,333.16
12/16/2014 23:00,333.28,333.32,327.34,329.05,1365.12,450573.72,330.06
12/17/2014 0:00,329.05,331.99,325.94,331.98,645.43,212464.51,329.18
12/17/2014 1:00,331.99,335.99,331.5,333.43,1064.86,355360.49,333.72
12/17/2014 2:00,333.31,334.94,332.3,334.68,268.65,89705.3,333.91
12/17/2014 3:00,334.2,334.53,330.54,331.22,340.11,112894.22,331.93
12/17/2014 4:00,331.23,333.72,330.82,332.5,301.53,100052.71,331.81
12/17/2014 5:00,332.49,334.22,329.17,331.59,549.28,182227.33,331.76
12/17/2014 6:00,330.92,331.5,327.2,329.8,274.38,90356.4,329.31
12/17/2014 7:00,329.76,330.22,327.13,327.96,204.71,67245.35,328.5
12/17/2014 8:00,328.96,330,323.21,324.12,902.39,294807.23,326.69
12/17/2014 9:00,324.12,327.34,322.5,323.38,928.59,301541.12,324.73
12/17/2014 10:00,323.38,329.11,322.89,324.79,1230.17,401097.56,326.05
12/17/2014 11:00,323.12,324.69,319.58,320.13,1923.68,617591.53,321.05
12/17/2014 12:00,319.67,320.55,316.98,319.3,3147.16,1001863.3,318.34
12/17/2014 13:00,319.3,324.01,318.12,320.02,990.07,317661.69,320.85
12/17/2014 14:00,321,322.04,319.71,321.96,386.01,124021.56,321.29
12/17/2014 15:00,320.96,323.5,320.87,322,961.14,310088.12,322.62
12/17/2014 16:00,322.94,323,318.99,321.02,894.72,287416.81,321.24
12/17/2014 17:00,321.77,322.24,315.23,319.62,2774.06,883113.86,318.35
12/17/2014 18:00,318.72,319.6,315.23,317.36,720.28,228427.1,317.14
12/17/2014 19:00,317.33,322.73,315.24,322.72,1415.26,453028.05,320.1
12/17/2014 20:00,321.2,323.66,321.03,322.18,724.5,233833.22,322.75
12/17/2014 21:00,323.51,324,321.07,322.01,489.43,158178.66,323.19
12/17/2014 22:00,322.04,327,322,323.68,1305,424129.83,325
12/17/2014 23:00,323.66,323.69,320.01,322,450.58,144738.82,321.23
12/18/2014 0:00,321.96,323.86,320.77,323.75,128.51,41386.46,322.06
12/18/2014 1:00,323.73,324.92,322.04,324.45,391.08,126649.78,323.84
12/18/2014 2:00,324.43,324.7,321.81,324,284.53,91982.55,323.28
12/18/2014 3:00,324,325.61,318.86,319.48,1463.54,471542.69,322.19
12/18/2014 4:00,319.5,319.5,310.1,313.21,2148.4,674430.85,313.92
12/18/2014 5:00,313.21,313.37,309.28,311.4,1276.47,396542.4,310.66
12/18/2014 6:00,311.38,312.81,308,308,672.47,208478.41,310.02
12/18/2014 7:00,308.98,309.38,305.04,305.04,906.4,278091.19,306.81
12/18/2014 8:00,305.58,313.13,304.99,309.29,2001.35,615931.95,307.76
12/18/2014 9:00,309.29,317.18,309.18,316.37,1252.54,392644,313.48
12/18/2014 10:00,316.33,319.38,313.21,316.93,1039.69,329081.76,316.52
12/18/2014 11:00,316.97,317,314.06,316,365.8,115471.39,315.67
12/18/2014 12:00,316,316.99,311.1,311.56,1227.48,384385.82,313.15
12/18/2014 13:00,311.1,311.74,309.51,310.74,490.35,152305.36,310.61
12/18/2014 14:00,310.74,311.73,310.25,311.69,804.17,250164.2,311.08
12/18/2014 15:00,311.45,314.42,310.01,310.34,869.81,271581.87,312.23
12/18/2014 16:00,310.76,314.28,310,313.02,892.44,278983.24,312.61
12/18/2014 17:00,313.03,315.97,313.02,314.77,500.94,157610.53,314.63
