close,high,low,open,vol,utc
7998.68,8151.76,7996.26,8148.92,6715.06,11/21/17 18:00
8099.97,8132.68,7997.11,8000.02,4354.84,11/21/17 19:00
8148.78,8182.26,8094.58,8099.92,2616.44,11/21/17 20:00
8167.39,8168.88,8091.63,8148.78,2889.76,11/21/17 21:00
8179.61,8179.99,8121.08,8167.38,2294.25,11/21/17 22:00
8173.89,8195.36,8140.72,8179.61,2067.56,11/21/17 23:00
8177.53,8183.11,8115.7,8174.01,2641.15,11/22/17 0:00
8158.89,8178,8149.38,8177.45,1583.83,11/22/17 1:00
8188.7,8189.43,8140.66,8158.89,1730.99,11/22/17 2:00
8246.48,8246.53,8188.78,8188.78,2789.95,11/22/17 3:00
8278.71,8290.17,8244.46,8246.51,2508.46,11/22/17 4:00
8263.35,8296.4,8241.95,8279.18,1987.64,11/22/17 5:00
8299.91,8304.01,8260.39,8262.86,2215.22,11/22/17 6:00
8276.85,8304.37,8264.73,8300.83,2137.12,11/22/17 7:00
8240.17,8278.33,8238.93,8276.84,2037,11/22/17 8:00
8187.52,8254.46,8179.61,8239.66,3754.28,11/22/17 9:00
8229.65,8234.84,8135.71,8187.51,4531.94,11/22/17 10:00
8233.34,8253.19,8201.33,8229.66,2444.58,11/22/17 11:00
8211.14,8240.37,8180,8233.46,3167.18,11/22/17 12:00
8150.89,8223.51,8145.27,8211.14,4086.04,11/22/17 13:00
8157.34,8159.99,8104.91,8150.98,3832.04,11/22/17 14:00
8194.13,8194.33,8151.4,8157.78,3041.8,11/22/17 15:00
8199.62,8204.72,8173.94,8194.13,2997.56,11/22/17 16:00
8201.77,8205.1,8183.88,8199.62,2325.27,11/22/17 17:00
8261.59,8274.59,8201.09,8201.23,3685.06,11/22/17 18:00
8234.55,8277.92,8228.86,8261.07,2449.2,11/22/17 19:00
8223.95,8266.55,8211.85,8234.5,2341.43,11/22/17 20:00
8188.29,8237.7,8184.32,8223.83,2525.41,11/22/17 21:00
8227.89,8237.44,8187.64,8188.08,1360.5,11/22/17 22:00
8206.56,8229.14,8179.13,8229.07,2871.95,11/22/17 23:00
8213.63,8216.44,8182.59,8206.71,2247.23,11/23/17 0:00
8243.15,8259.78,8212.54,8213.42,2244.79,11/23/17 1:00
8244.43,8256.7,8231.02,8243.08,1855.3,11/23/17 2:00
8142.85,8250.09,8139.38,8244.05,3761.23,11/23/17 3:00
8167.08,8196.75,8112.36,8142.85,4351.99,11/23/17 4:00
8170,8180.14,8149.6,8166.67,2599.92,11/23/17 5:00
8111.75,8181.05,8091.56,8170.08,4591.19,11/23/17 6:00
8139.82,8150.65,8102.62,8110.63,3337.61,11/23/17 7:00
8172.06,8177.18,8128.47,8139.85,2488.78,11/23/17 8:00
8201.76,8230.34,8168.95,8172.08,3224.8,11/23/17 9:00
8188.26,8205.03,8180.35,8201.93,3151.44,11/23/17 10:00
8172.74,8198.44,8172.62,8188.26,2596.08,11/23/17 11:00
8171.19,8185.93,8156.56,8172.35,2339.29,11/23/17 12:00
8153.31,8172.74,8129.31,8171.17,3488.44,11/23/17 13:00
8136.71,8154.44,8130.01,8152.7,2632.91,11/23/17 14:00
8141.93,8160.42,8132.35,8137.16,1960.88,11/23/17 15:00
8181.82,8183.89,8136.45,8141.61,1791.66,11/23/17 16:00
8169.65,8183.17,8161.03,8181.32,1611.09,11/23/17 17:00
8132.63,8173.16,8126.62,8169.64,2256.02,11/23/17 18:00
8013.41,8134.06,8012.35,8132.24,6381.19,11/23/17 19:00
7994.77,8083.56,7994.29,8013.38,4272.73,11/23/17 20:00
7949.18,7996.05,7900.17,7994.97,6269.33,11/23/17 21:00
8070.34,8070.74,7948.89,7949.1,4142.28,11/23/17 22:00
8087,8119.97,8064.41,8070.34,2996.28,11/23/17 23:00
8071.18,8089.48,8013.16,8087,2454.9,11/24/17 0:00
8106.84,8107.89,8053.82,8071.18,2256.77,11/24/17 1:00
8180.87,8182.82,8105.55,8106.76,2632.1,11/24/17 2:00
8252.68,8253.13,8146.73,8181.29,4522.84,11/24/17 3:00
8241.66,8332.94,8224.43,8252.68,6408.54,11/24/17 4:00
8207.27,8257.08,8100.77,8242.82,4696.89,11/24/17 5:00
8180.58,8212.86,8157.38,8202.81,2177.72,11/24/17 6:00
8240.85,8255.24,8178.13,8180.83,2552.41,11/24/17 7:00
8189.6,8243.06,8186.07,8241.76,2681.42,11/24/17 8:00
8202.7,8204.73,8178.18,8189.75,2348.08,11/24/17 9:00
8180.84,8212.47,8159.27,8201.56,2270.61,11/24/17 10:00
8172.68,8207.23,8172.65,8181.97,1764.76,11/24/17 11:00
8172.68,8172.68,8172.68,8172.68,12.42,11/24/17 12:00
8217.53,8221,8172.68,8172.68,1759.43,11/24/17 13:00
8242.67,8263.35,8205.07,8217.11,3112.66,11/24/17 14:00
8218.62,8281.63,8202.25,8243.95,3314.15,11/24/17 15:00
8212.84,8230.13,8184.82,8220.63,2528.24,11/24/17 16:00
8251.3,8277.36,8211.5,8212.84,2967.4,11/24/17 17:00
8249.14,8254.06,8237.39,8251.3,1846.75,11/24/17 18:00
8200.8,8253.55,8196.54,8248.3,3008.15,11/24/17 19:00
8185.92,8217.35,8177.13,8203.45,3052.53,11/24/17 20:00
8170.38,8191.44,8153.7,8185.14,3650,11/24/17 21:00
8190.46,8212.7,8167.08,8169.81,3216.25,11/24/17 22:00
8194.61,8220.3,8189.02,8189.02,2054.61,11/24/17 23:00
8239.37,8243.68,8194.23,8194.67,1896.04,11/25/17 0:00
8231.75,8245.44,8219.97,8239.18,2369.77,11/25/17 1:00
8232.18,8244.98,8220.94,8231.13,1380.78,11/25/17 2:00
8308.98,8313.66,8230.96,8232.18,3655.71,11/25/17 3:00
8390.48,8430.67,8305.08,8308.98,8419.04,11/25/17 4:00
8440.73,8470.33,8384.2,8389.93,4936.95,11/25/17 5:00
8449.57,8475.87,8433.67,8442.02,2916.09,11/25/17 6:00
8459.19,8468.06,8407.68,8449.57,3010.84,11/25/17 7:00
8610.97,8627.64,8458.78,8459.17,6927.29,11/25/17 8:00
8623.7,8650.65,8580.75,8609.7,5740.21,11/25/17 9:00
8577.32,8622.02,8568.84,8617.49,3544.61,11/25/17 10:00
8628.84,8634.65,8555.01,8577.33,3578.97,11/25/17 11:00
8704.65,8717.16,8613.81,8628.89,4357.35,11/25/17 12:00
8696.42,8704.24,8655.09,8704.24,3539.95,11/25/17 13:00
8637.13,8707.19,8626.45,8696.42,3388.46,11/25/17 14:00
8657.86,8659.66,8635.05,8639.29,2750.72,11/25/17 15:00
8690.56,8693.75,8657.62,8657.86,2145.76,11/25/17 16:00
8693.14,8701.75,8678.76,8690.56,1848.48,11/25/17 17:00
8690.2,8733.38,8679.92,8694.3,2996.9,11/25/17 18:00
8754.69,8761.98,8686.75,8687.86,3293.66,11/25/17 19:00
8828.61,8842.95,8746.56,8754.62,3851.39,11/25/17 20:00
8833.99,8856.07,8777.6,8828.94,4001.69,11/25/17 21:00
8808.89,8896.27,8775.61,8833.71,4253.04,11/25/17 22:00
8851.96,8856.91,8798.66,8808.89,1645.75,11/25/17 23:00
8927.05,8953.17,8841.62,8855.74,2830.83,11/26/17 0:00
8935.72,8966.04,8887.3,8927.46,3174.1,11/26/17 1:00
9027.42,9031.47,8933.67,8935.65,2903.63,11/26/17 2:00
8979.56,9056.78,8933.28,9029.61,3410.27,11/26/17 3:00
8878.93,9023.41,8876.08,8979.76,2303.62,11/26/17 4:00
8902.29,8937.63,8870.53,8873.99,2425.64,11/26/17 5:00
8947.11,8950.63,8849.8,8903.63,1759.15,11/26/17 6:00
8982.2,9007.7,8942.77,8947.19,1527.02,11/26/17 7:00
8972.85,8999.11,8950.04,8982.2,1810.04,11/26/17 8:00
8991.97,9019.58,8972.06,8972.85,1634.04,11/26/17 9:00
8989.97,9011.44,8985.39,8990.65,2028.61,11/26/17 10:00
9109.51,9109.51,8986.67,8989.57,3100.95,11/26/17 11:00
9300.07,9300.49,9107.89,9109.57,6518.41,11/26/17 12:00
9283.48,9394.63,9253.26,9298.99,7625.02,11/26/17 13:00
9464.12,9474.62,9279.29,9279.29,4850.69,11/26/17 14:00
9241.26,9466.84,9106.98,9463.1,10464.62,11/26/17 15:00
9297.53,9367.52,9237.48,9237.48,4391.69,11/26/17 16:00
9333.5,9333.84,9195.3,9297.09,3782.42,11/26/17 17:00
9325.33,9357.99,9310.65,9334.02,2645.93,11/26/17 18:00
9318.42,9327.01,9257.49,9325.33,2953.98,11/26/17 19:00
9550.34,9568.58,9316.84,9318.42,6527.73,11/26/17 20:00
9639.37,9664.4,9529.6,9552.06,7781.13,11/26/17 21:00
9572.25,9675.11,9459.96,9638.92,6417.28,11/26/17 22:00
9583.16,9617.7,9542.65,9572.25,3578.61,11/26/17 23:00
9660.24,9666.27,9578.58,9582.41,4011.74,11/27/17 0:00
9629.69,9660.84,9562.13,9660.24,3407.85,11/27/17 1:00
9644.21,9686.55,9617.7,9630.04,2902.63,11/27/17 2:00
9695.35,9695.45,9638.58,9643.66,2988.46,11/27/17 3:00
9733.11,9733.61,9676.82,9693.82,3965.03,11/27/17 4:00
9497.17,9733.27,9361.25,9733.11,11672.36,11/27/17 5:00
9601.73,9602.44,9468.41,9496.63,4640.68,11/27/17 6:00
9646.02,9646.78,9554.87,9602.3,3370.01,11/27/17 7:00
9641.94,9690.94,9628.95,9645.6,4184.52,11/27/17 8:00
9639.64,9681.17,9594.48,9641.64,3735.55,11/27/17 9:00
9636.72,9652.98,9617.02,9639.64,3048.52,11/27/17 10:00
9651.83,9677.45,9635.9,9639.15,4022.25,11/27/17 11:00
9580.71,9658.62,9529.43,9651.76,5012.36,11/27/17 12:00
9574.2,9581.27,9455.25,9581.27,5314.03,11/27/17 13:00
9527.63,9617.47,9526.44,9574.05,3268.06,11/27/17 14:00
9529.27,9555.42,9503.64,9527.81,3381.94,11/27/17 15:00
9588.73,9600.46,9524.58,9529.24,2727.91,11/27/17 16:00
9644.3,9663.96,9586.85,9588.7,3786.08,11/27/17 17:00
9654.27,9656.61,9596.13,9644.35,2538.82,11/27/17 18:00
9733.2,9733.58,9653.42,9654.22,4624.87,11/27/17 19:00
9701.65,9735.4,9689.52,9732.63,3597.66,11/27/17 20:00
9687.76,9725.97,9638.2,9701.69,2967.2,11/27/17 21:00
9647.91,9695.85,9647.91,9687.49,2973.42,11/27/17 22:00
9706.64,9711.71,9646.8,9650.6,2398.41,11/27/17 23:00
9793.73,9793.75,9680.95,9704.51,4268.02,11/28/17 0:00
9865.64,9874.74,9790.86,9793.62,6091.28,11/28/17 1:00
9856.15,9883.16,9831.13,9865.59,4222.54,11/28/17 2:00
9876.75,9884.31,9828.43,9855.95,2926.38,11/28/17 3:00
9849.3,9880.54,9797.03,9876.81,2890.57,11/28/17 4:00
9861.32,9886.18,9846.8,9849.25,2438.31,11/28/17 5:00
9862.29,9867.77,9836.19,9861.15,2055.36,11/28/17 6:00
9924.31,9924.93,9857.64,9860.66,3794.33,11/28/17 7:00
9884.22,9933.82,9863.04,9924.08,4263.49,11/28/17 8:00
9811.47,9893.06,9780.2,9884.02,5504.5,11/28/17 9:00
9909.51,9911.14,9809.65,9811.15,3436.93,11/28/17 10:00
9900.1,9909.51,9858.45,9909.51,3705.34,11/28/17 11:00
9914.97,9922.4,9875.26,9900.1,3357.37,11/28/17 12:00
9929.84,9929.92,9896.08,9914.95,3321.55,11/28/17 13:00
9955.36,9969.28,9923.12,9929.82,4567.53,11/28/17 14:00
9958.03,9969.58,9878.32,9954.7,4645.48,11/28/17 15:00
9874.09,9961.11,9873.51,9958.22,3527.91,11/28/17 16:00
9947.61,9950.68,9873.39,9875.14,4352.37,11/28/17 17:00
9930.79,9953.58,9929.76,9947.43,3209.09,11/28/17 18:00
9906.04,9938.23,9896.66,9930.79,3241.43,11/28/17 19:00
9939.66,9946.87,9905.49,9906.04,2325.54,11/28/17 20:00
10036.81,10042.02,9937.73,9939.66,9469.28,11/28/17 21:00
10147.91,10148.57,10011.26,10036.8,6856.69,11/28/17 22:00
10293.86,10361.85,10132.27,10147.69,9255.21,11/28/17 23:00
10454.23,10472.71,10238.3,10293.58,7401.06,11/29/17 0:00
10131.01,10853.3,10123.68,10453.98,18431.42,11/29/17 1:00
10344.81,10555.54,10073.2,10133.3,11687.96,11/29/17 2:00
10554.5,10582.44,10339.45,10344.89,6297.81,11/29/17 3:00
10648.47,10691.94,10553.58,10554.08,6457.22,11/29/17 4:00
10756.95,10786,10640.46,10651.32,5021.15,11/29/17 5:00
10854.25,10854.25,10683.53,10756.95,4936.02,11/29/17 6:00
10836.14,10899.25,10738,10849.7,5597.62,11/29/17 7:00
10923.92,10946.15,10835.31,10836.45,5748.8,11/29/17 8:00
11190.49,11193.95,10909.59,10923.84,7867.31,11/29/17 9:00
11167.19,11417.84,11145.92,11193.77,10881.2,11/29/17 10:00
10864.28,11300.71,10493.32,11170.32,15549.38,11/29/17 11:00
10848.74,11048.93,10825.69,10864.28,9317.65,11/29/17 12:00
10598.25,10854.44,10466.97,10839.6,9229.21,11/29/17 13:00
10375.19,10733.5,10291.35,10598.25,10590.83,11/29/17 14:00
9559.36,10378.67,8938.7,10371.01,23064.86,11/29/17 15:00
9509.95,10154.22,9469.76,9557.48,15170.68,11/29/17 16:00
10194.6,10194.6,9491.74,9509.08,13445.62,11/29/17 17:00
9998.52,10343.6,9872.64,10194.32,10423.93,11/29/17 18:00
9837.86,10059.45,9659.66,10000.65,8300.84,11/29/17 19:00
10018.15,10094.95,9766.08,9848.05,6505.56,11/29/17 20:00
10497.24,10499.18,9996.54,10019.22,9849.67,11/29/17 21:00
10469,10499.74,10292.33,10498.98,5911.04,11/29/17 22:00
10547.16,10606.17,10413.95,10468.26,6129.4,11/29/17 23:00
10586.52,10689.06,10542.09,10544.52,4952.68,11/30/17 0:00
10400.63,10626.66,10247.84,10587.4,6353.35,11/30/17 1:00
10167.27,10404.34,9910,10397.84,9290.77,11/30/17 2:00
10229.56,10270.35,10091.73,10168.34,4837.16,11/30/17 3:00
10297.67,10381.47,10208.05,10229.56,4689.53,11/30/17 4:00
10172.62,10305.35,10060.58,10297.67,4237.79,11/30/17 5:00
9623.14,10223.47,9623.14,10173.89,8728.3,11/30/17 6:00
9754.61,9909.9,9579.19,9622.4,8300.12,11/30/17 7:00
9869.72,9959.87,9662.14,9754.83,5535.87,11/30/17 8:00
9243.28,9874.52,9098.96,9868.46,16757.48,11/30/17 9:00
9444.18,9445.88,9023.77,9279.98,13981.85,11/30/17 10:00
9277.8,9487.47,9097.07,9448.89,11146.85,11/30/17 11:00
9352.24,9470.82,9257.12,9269.55,7236.82,11/30/17 12:00
9622.86,9646.4,9217.95,9352.06,8975.23,11/30/17 13:00
9661.68,9763.81,9590.94,9627.35,6913.18,11/30/17 14:00
9859.99,9903.24,9650.68,9663.01,7427.22,11/30/17 15:00
9446.06,9882.05,9440.96,9862.42,8924.98,11/30/17 16:00
9693.83,9758.03,9444.6,9446.06,5991.54,11/30/17 17:00
9809.63,9955.69,9679.36,9694.13,6670.99,11/30/17 18:00
9946.76,10122.9,9805.19,9806.14,7662.61,11/30/17 19:00
9877.91,10073.31,9835.33,9947.08,6411.08,11/30/17 20:00
9779.05,9878.62,9692.56,9878.1,5787.9,11/30/17 21:00
9815.51,9826.03,9590.46,9779.05,5048.85,11/30/17 22:00
9721,9815.59,9670.75,9815.16,3409.52,11/30/17 23:00
9861.69,9920.41,9670.91,9718.73,4229.71,12/1/17 0:00
9598.88,9863.73,9571.78,9860.12,4252.37,12/1/17 1:00
9475.11,9671.93,9475.11,9598.4,3630.68,12/1/17 2:00
9566.2,9593.56,9420.93,9475.1,3805.62,12/1/17 3:00
9820.45,9857.22,9565.52,9571.26,4435.75,12/1/17 4:00
10022.95,10031.87,9786.21,9820.45,4335.49,12/1/17 5:00
9804.14,10032.81,9799.98,10022.95,4129.13,12/1/17 6:00
9963.38,9980.56,9802.89,9805.54,3366.24,12/1/17 7:00
10153.28,10296,9961.69,9963.52,8601.21,12/1/17 8:00
10660.63,10698.22,10153.16,10153.28,12312.44,12/1/17 9:00
10576.94,10706.67,10462.95,10659.42,9764.12,12/1/17 10:00
10549.32,10580.31,10454.09,10576.76,6435.83,12/1/17 11:00
10638.1,10696.82,10507.62,10549.39,5879.37,12/1/17 12:00
10449.84,10639.79,10449.53,10637.28,5441.63,12/1/17 13:00
10491.4,10557.18,10449.5,10456.61,3740.83,12/1/17 14:00
10552.56,10631.56,10489.34,10489.34,4411.3,12/1/17 15:00
10790.84,10845.22,10551.85,10552.56,6675.82,12/1/17 16:00
10898.36,10942.8,10736.59,10791.42,6825.48,12/1/17 17:00
10829.67,10918.8,10770.76,10898.94,4751.14,12/1/17 18:00
10861.47,10880.09,10693.91,10829.61,4238.4,12/1/17 19:00
10928.14,10979.32,10840.22,10861.47,4695.52,12/1/17 20:00
11057.25,11095.82,10903.33,10928.07,6388.99,12/1/17 21:00
11033.57,11067.73,10962.35,11057.25,4275.79,12/1/17 22:00
10942.34,11037.67,10930,11033.75,3331.28,12/1/17 23:00
10847.3,10959.87,10721.12,10942.47,6405.04,12/2/17 0:00
10904.72,10906.98,10715.55,10846.14,3348.85,12/2/17 1:00
10883.78,10963.14,10883.78,10903.83,2999.66,12/2/17 2:00
10966.71,10990.9,10825.93,10880.87,2482.72,12/2/17 3:00
10957.97,10988.55,10898.59,10962.91,2385.12,12/2/17 4:00
11136.37,11136.37,10958.47,10958.48,4822.56,12/2/17 5:00
11099.19,11175.23,11097.56,11136.29,3276.47,12/2/17 6:00
10962.69,11107.89,10871.39,11100.21,5023.09,12/2/17 7:00
11097.97,11097.97,10960.93,10962.69,2600.92,12/2/17 8:00
11018.63,11127.91,10996.5,11098.07,3350.15,12/2/17 9:00
10906.42,11079.05,10728.84,11018.63,6387,12/2/17 10:00
10755.31,10941.92,10734.89,10906.65,4407.48,12/2/17 11:00
10858.88,10861.81,10755.61,10755.61,2634.49,12/2/17 12:00
10909.51,10945.52,10837.13,10858.68,2766.7,12/2/17 13:00
10941.32,10998.76,10905.81,10909.44,2805.58,12/2/17 14:00
10912.75,10959.63,10882.47,10939.51,2139.98,12/2/17 15:00
10952.65,10953.76,10910.76,10912.62,1852.87,12/2/17 16:00
11037.98,11054.89,10952.59,10954.6,3533.94,12/2/17 17:00
10967.36,11041.23,10965.18,11039.08,2197.77,12/2/17 18:00
10912.73,11000.71,10890.55,10967.12,2714.05,12/2/17 19:00
10895.4,10997.76,10858.14,10912.72,2590.94,12/2/17 20:00
10929.72,10937.63,10848.74,10895.25,2372.99,12/2/17 21:00
10946.18,10957.8,10907.91,10929.72,1212.02,12/2/17 22:00
10972.89,10977.7,10888.86,10946.31,1785.96,12/2/17 23:00
11080.23,11105.29,10969.88,10972.05,3558.41,12/3/17 0:00
11063.68,11092.26,11036.42,11080.36,2860.2,12/3/17 1:00
11109.91,11126.3,10986.99,11063.71,2769.94,12/3/17 2:00
11163.79,11181.54,11103.77,11109.84,2684.34,12/3/17 3:00
11142.17,11192.48,11098.58,11163.57,1732.01,12/3/17 4:00
11106.27,11170.5,11099.4,11142.17,1608.39,12/3/17 5:00
11126.41,11161.61,11104.71,11106.57,1499.03,12/3/17 6:00
11590.13,11590.13,11116.07,11126.46,8431.3,12/3/17 7:00
11640.21,11706.18,11530.84,11590.37,6876.82,12/3/17 8:00
11675.36,11727.24,11628.12,11639.9,3825.71,12/3/17 9:00
11640.79,11712.73,11585.68,11675.27,3972.03,12/3/17 10:00
11741.22,11804.26,11633.65,11640.79,5099.25,12/3/17 11:00
11681.63,11796.26,11670.3,11741.64,4072.37,12/3/17 12:00
11689.11,11746.94,11678.82,11681.67,3028.29,12/3/17 13:00
11737.61,11738.16,11669,11691.42,1978.84,12/3/17 14:00
11748.42,11757.4,11730.71,11738.01,2366.92,12/3/17 15:00
11375.95,11851.09,11272.3,11743.6,15264.61,12/3/17 16:00
10947.39,11452.02,10752.93,11399.92,20370.25,12/3/17 17:00
11126.68,11262.28,10578.43,10939.42,16292.39,12/3/17 18:00
11246.21,11250.38,11056.84,11123.69,5873.14,12/3/17 19:00
11268.88,11365.9,11216.73,11244.2,5172.6,12/3/17 20:00
11428.86,11455.8,11267.41,11268.87,4699.44,12/3/17 21:00
11294.72,11430.99,11229.01,11427.33,3781.39,12/3/17 22:00
11406.23,11407.53,11294.69,11294.72,2395.33,12/3/17 23:00
11507.98,11526.25,11404.42,11406.23,4310.62,12/4/17 0:00
11457.69,11535.19,11369.81,11507.94,3432.32,12/4/17 1:00
11452.31,11490.38,11362.98,11457.78,2336.82,12/4/17 2:00
11579.79,11580.79,11394.78,11452.34,3030.57,12/4/17 3:00
11537.01,11581.57,11454.17,11580,2488.66,12/4/17 4:00
11394.9,11570.64,11388.36,11537.01,3444.52,12/4/17 5:00
11369.36,11404.01,11264.62,11394.84,3476.15,12/4/17 6:00
11202.77,11398.34,11133.09,11369.36,3553.95,12/4/17 7:00
11213.77,11290.33,11136.69,11203.24,3985.01,12/4/17 8:00
11288.35,11307.75,10917.81,11213.76,7401.34,12/4/17 9:00
11420.64,11442.66,11249.47,11290.92,4391.4,12/4/17 10:00
11386.37,11442.84,11251.89,11420.64,3582.51,12/4/17 11:00
11292.39,11388.14,11254.84,11386.37,3084.71,12/4/17 12:00
11295.98,11355.52,11279.27,11287.78,2814.34,12/4/17 13:00
11222.97,11295.97,11141.5,11295.97,4620.07,12/4/17 14:00
11239.53,11264.96,11186.47,11223.55,3767.75,12/4/17 15:00
11447.97,11531.09,11237.19,11239.53,6131.56,12/4/17 16:00
11494.3,11552.6,11442.18,11447.22,4565.13,12/4/17 17:00
11483.02,11517.01,11453.3,11493.66,2828.57,12/4/17 18:00
11623.91,11624.63,11474.43,11476.13,3880.13,12/4/17 19:00
11604.09,11653.67,11564.43,11624.37,3042.81,12/4/17 20:00
11564.45,11621.1,11556.76,11604.91,2308.47,12/4/17 21:00
11554.49,11670.58,11529.13,11564.49,4656.95,12/4/17 22:00
11613.04,11616,11543.34,11554.48,2627.75,12/4/17 23:00
11519.98,11614.72,11486.13,11612.01,3514.7,12/5/17 0:00
11554.06,11599.06,11519.12,11528.66,2109.55,12/5/17 1:00
11594.78,11598.75,11549.28,11552.45,1771,12/5/17 2:00
11795.81,11795.97,11583.51,11594.71,5007.3,12/5/17 3:00
11801.99,11808.99,11737.01,11795.83,3715.69,12/5/17 4:00
11688.56,11805.58,11664.85,11801.99,3111.92,12/5/17 5:00
11664.08,11708.71,11537.97,11690.19,3863.82,12/5/17 6:00
11696.41,11716.56,11617.89,11664.03,2111.46,12/5/17 7:00
11762.03,11763.09,11663.55,11696.41,2088.16,12/5/17 8:00
11768.06,11901.87,11758.86,11761.88,5532.42,12/5/17 9:00
11788.03,11849.74,11763.97,11764.93,4188.02,12/5/17 10:00
11822.43,11844.26,11766.17,11787.34,4195.3,12/5/17 11:00
11659.24,11822.4,11582.33,11821.38,8476.73,12/5/17 12:00
11704.72,11763.74,11650.19,11659.24,4912.97,12/5/17 13:00
11731.92,11745.32,11679.06,11704.72,3177.06,12/5/17 14:00
11742.52,11786.84,11730.35,11731.92,3607.94,12/5/17 15:00
11776.82,11810.02,11742.45,11744.8,3424.8,12/5/17 16:00
11775.53,11779.83,11742.88,11775.43,2571.88,12/5/17 17:00
11728.87,11786.09,11683.37,11775.54,4382.08,12/5/17 18:00
11667.13,11745.77,11657.28,11729.15,5289.47,12/5/17 19:00
11837.56,11837.8,11661.76,11667.13,6076.14,12/5/17 20:00
11903.13,11906.48,11821.53,11837.38,6717.43,12/5/17 21:00
12152.65,12155.87,11895.51,11901.78,12123.82,12/5/17 22:00
12240.81,12281.69,12151.82,12152.65,8874.12,12/5/17 23:00
12220.31,12263.41,12146.05,12240.81,5692.85,12/6/17 0:00
12264.58,12264.59,12169.73,12220.31,5499.01,12/6/17 1:00
12422.72,12422.78,12266.61,12266.7,6746.63,12/6/17 2:00
12416.22,12491.93,12389.51,12422.72,8201.8,12/6/17 3:00
12471.57,12509.8,12384.16,12416.51,5138.21,12/6/17 4:00
12580.95,12588.79,12443.61,12471.81,5389.83,12/6/17 5:00
12817.93,12818.09,12558.57,12580.95,6426.79,12/6/17 6:00
12629.43,12851.53,12445.13,12818.2,9770.12,12/6/17 7:00
12726.6,12747.51,12625.57,12628.99,4669.16,12/6/17 8:00
12679.9,12779.01,12611.18,12726.95,6285.2,12/6/17 9:00
12796.48,12807.46,12676.58,12680.47,5494.18,12/6/17 10:00
12495.74,12801.02,12480.52,12800.68,7771.96,12/6/17 11:00
12631.27,12636.14,12391.12,12495.55,8580.18,12/6/17 12:00
12692.55,12711.43,12595.07,12632.49,4658.07,12/6/17 13:00
12865.3,12865.3,12688.06,12690.91,3350.36,12/6/17 14:00
13129.6,13129.6,12856.8,12864.83,11310.51,12/6/17 15:00
13195.39,13197.99,13032.97,13126.7,13535.11,12/6/17 16:00
13268.86,13270.12,13114.26,13194.53,8322.38,12/6/17 17:00
13840.52,13841.99,13252.97,13268.99,15542.89,12/6/17 18:00
13749.57,13843.2,13480.3,13838.01,15402.26,12/6/17 19:00
14092.53,14158.95,13732.86,13750.09,13701.54,12/6/17 20:00
14029.82,14155.26,13848.83,14094,12190.04,12/6/17 21:00
13692.75,14044.06,13401.61,14027.99,15944.41,12/6/17 22:00
13750.69,13978.86,13681.3,13692.14,9400.58,12/6/17 23:00
14135.16,14135.16,13737.95,13752.86,7187.4,12/7/17 0:00
14173.55,14243.7,14032.14,14135.16,9054.69,12/7/17 1:00
14096.43,14293.71,14077.23,14174.14,7318.24,12/7/17 2:00
14245.41,14247.76,14070.52,14097.93,5517.07,12/7/17 3:00
14517.56,14622.49,14244.17,14245.41,11031.52,12/7/17 4:00
14653.76,14664.5,14441.55,14515.86,6663.65,12/7/17 5:00
15022.9,15022.9,14641.27,14652.79,13479.86,12/7/17 6:00
14235.24,15036.8,14133.05,15022.9,16990.48,12/7/17 7:00
14723.14,14834.47,14186.61,14224.04,11308.74,12/7/17 8:00
15076.21,15102.18,14709.68,14723.32,11078.96,12/7/17 9:00
15396.01,15416.07,15061.27,15066.14,11724.75,12/7/17 10:00
15884.18,15927.43,15387.86,15388.53,17065.7,12/7/17 11:00
15449.83,16775.09,15104.83,15884.95,21572.51,12/7/17 12:00
15882.55,15943.97,14669.37,15452.93,16676,12/7/17 13:00
16095.77,16212.23,15810.91,15877.8,13471.68,12/7/17 14:00
15558.71,16095.03,15191.25,16095.03,17655.08,12/7/17 15:00
15854.24,15855.34,15454.46,15561.12,10793.2,12/7/17 16:00
16120.43,16209.9,15833.95,15854.43,11508.38,12/7/17 17:00
16617.96,16636.14,16105.22,16119.18,13399.25,12/7/17 18:00
16850.31,16879.26,16304.83,16622.39,12375.57,12/7/17 19:00
17108.46,17108.78,16783.05,16867.98,12542.59,12/7/17 20:00
17254,17294.85,16920.08,17104.07,12475.97,12/7/17 21:00
16930.49,17254.83,16647.02,17248.71,15810.11,12/7/17 22:00
16437.38,16931.94,15811.2,16931.94,18315.77,12/7/17 23:00
15760.26,16631.66,15758.64,16395.26,12834.6,12/8/17 0:00
15674,15762.92,14508.28,15758.22,25103.16,12/8/17 1:00
16084.81,16118.38,15242.14,15670.89,14846.78,12/8/17 2:00
16109.5,16414.53,15817.04,16082.87,12883.85,12/8/17 3:00
15647.94,16185.19,15626.45,16109.65,7530.7,12/8/17 4:00
15377.57,15724.82,14993.47,15642.25,13820.5,12/8/17 5:00
15012.23,15652.23,15005.61,15371.25,10506.18,12/8/17 6:00
14912.17,15045.23,13906.1,15007.12,18177.95,12/8/17 7:00
14980.37,15225.68,14743.37,14910.83,12215.89,12/8/17 8:00
15114.61,15219.91,14512.89,14970.7,13803.72,12/8/17 9:00
15870.89,15986.13,15086.6,15114.61,13293.45,12/8/17 10:00
