volbtc_lag1,rsi_lag1,signal
831.3253862,40.81326562,0
876.8356875,45.26796608,0
839.0505351,46.69530778,0
689.1183617,45.11989194,0
273.4740216,48.41990725,0
223.2112593,47.50835432,0
619.1231631,39.33429389,0
475.3833349,50.66744929,0
688.221746,48.40070532,0
527.0188615,47.52988158,0
189.1217089,47.32610629,0
476.8116134,53.79694134,0
459.0293425,55.69698465,0
828.7732174,60.65820886,0
665.1256249,59.46302154,0
371.7239404,60.71347059,0
175.9650492,53.70463701,0
250.1148917,52.55626158,0
633.5566708,47.70725078,0
885.9591557,49.16723727,0
824.8306544,47.73207066,0
648.011934,48.2595686,0
430.2533031,52.90854669,0
305.9640357,48.67398361,0
666.1002082,47.34158505,0
1193.903558,47.29801231,0
1385.35868,36.73788988,0
1411.681269,24.65622446,1
501.2672021,23.28856312,1
271.2362269,22.70723133,0
623.8802837,22.26544742,0
1420.645609,19.11337674,0
679.7979858,25.87537055,0
684.2322044,29.7317439,0
507.1819784,27.90480688,0
251.332613,27.51957787,0
729.3984844,26.39580777,0
1030.742408,28.83009763,0
840.900268,28.25503879,0
690.6449566,34.44130013,0
367.9381517,33.30968318,0
410.4640478,42.3331133,0
706.3285614,49.27818703,0
916.5190657,52.99477502,0
707.7242659,55.95227468,0
563.2517494,62.02670171,0
404.891715,56.49431268,0
251.9512981,58.01659185,0
446.2440011,55.0678211,0
524.3229324,56.1059754,0
489.4907932,55.4359954,0
447.326016,53.8473839,0
254.6995779,53.00846277,0
293.9362205,54.79098169,0
371.5890373,42.4923608,0
814.5716952,44.19381175,1
495.3330506,48.2019515,0
493.4602249,50.20329433,0
425.9253795,51.23693984,0
451.9317309,64.89657906,0
794.8028922,64.81337783,0
1253.672639,61.06173257,0
1023.449069,63.17662936,0
849.2236601,58.73553329,0
411.6143772,60.1032352,0
335.1179413,51.16241151,0
756.5813579,53.83730552,0
1006.307344,56.55087925,0
1040.358003,55.80508332,0
691.048034,51.07128049,0
497.5943791,49.46776068,0
340.2227139,49.89134031,0
580.5858873,53.15876634,0
887.973877,53.1148855,0
784.9076172,53.36363414,0
644.6432494,52.46435195,0
547.2584742,48.0109593,0
446.0539237,57.30219004,0
800.986282,54.16073742,0
984.4003812,56.67960757,0
740.4619792,56.01662853,0
667.7149229,58.81045443,0
600.2848755,57.40793338,0
416.8413663,56.99805257,0
719.1951726,57.55749394,0
1013.111596,55.92513032,0
1369.788704,67.00893256,0
942.6095192,73.91829506,0
447.0311413,76.86650769,0
395.3495576,78.17729938,0
584.3937636,81.1786858,0
556.108125,81.98202689,0
664.7720358,76.8902111,0
440.4195221,74.37365077,0
353.9851949,64.58043713,0
386.5120392,59.3071198,0
614.6973725,49.01473434,0
556.8050498,55.10341861,0
596.7035616,57.67604792,0
921.7755851,63.48689986,0
361.503417,62.32098142,0
322.8844352,61.11233952,0
765.5024294,50.89421804,0
1119.871119,53.50687424,0
992.4352546,55.71678885,0
1270.369643,46.88691781,0
488.6702944,47.21942687,0
292.2954561,48.94062999,0
872.2974443,49.93170049,0
1228.767061,46.25159075,0
925.6881064,48.1354626,0
747.809233,46.35340793,0
426.3749113,49.63900768,0
323.6387453,50.68703784,0
932.8993336,59.17404907,0
1153.156453,53.59770886,0
912.3537706,56.51994808,0
696.1602333,55.72627737,0
470.5961384,55.85344039,0
409.5410068,56.15855769,0
568.6636892,55.28977617,0
995.7920659,53.46154208,0
806.3249423,50.59719788,0
582.1408652,52.24167387,0
669.7966305,57.36389288,0
767.6525655,67.10708951,0
898.3766369,65.43595326,0
1357.226765,63.57596726,0
880.7975864,68.86997832,0
566.1655549,72.0229229,0
489.8289493,72.2123549,0
241.2671025,71.23125617,0
505.8935955,62.94278626,0
574.723685,65.59181479,0
451.4389488,67.58297032,0
363.442377,57.37971015,0
288.1825479,60.44501709,0
226.8213744,57.81108571,0
388.6846368,58.49282736,0
557.0109732,61.19407382,0
537.6364392,54.75279813,0
510.9416505,59.24192913,0
446.1767905,60.11294226,0
645.3448583,52.44063977,0
933.3730416,47.62324041,0
766.0265855,52.37114646,0
690.3120622,56.89765633,0
836.0673814,58.33897776,0
1448.884286,77.99836842,0
470.7520727,80.38382854,0
870.9326239,80.31801731,0
1305.090282,84.52139642,0
1426.079014,85.60691892,0
703.8003851,79.65083646,0
480.3903196,79.50191608,0
398.9263967,80.4618087,0
782.0147812,73.81047511,0
805.7224181,73.95935188,0
1269.717282,64.23999404,0
732.7726241,68.96259644,0
465.925196,65.55408905,0
429.5699402,61.32955431,0
821.5652063,62.07724336,0
795.2633869,58.9356871,0
634.8543035,59.02292358,0
571.9196754,63.092759,0
1257.281176,59.72630351,0
739.8919157,55.43715243,0
667.8840262,60.54109046,0
1099.457251,60.96199032,0
355.3075924,60.48948448,0
367.0121074,62.35628396,0
343.5851399,63.13628762,0
264.0453983,64.14589905,0
157.8934715,64.1102218,0
220.1162067,61.31886861,0
841.6491202,57.55489366,0
923.3122777,63.92222675,0
262.0928971,65.62923883,0
321.4908456,67.70955352,0
314.2641202,64.35380956,0
600.8437417,66.58325914,0
619.1337638,61.8141733,0
716.9770261,52.16911905,0
511.1847522,56.56738711,0
402.4171763,54.46336906,0
700.7070723,53.49755485,0
763.9133175,50.03381401,0
898.9491365,52.94696515,0
757.1270409,53.40145751,0
412.9481598,48.42697322,0
438.0425973,53.18301811,0
771.0985072,42.94659961,0
882.5568227,39.22050121,1
890.8223708,42.19709096,0
707.2184592,46.01307673,0
425.5298054,47.67286737,0
348.6849894,39.23014212,0
1154.259877,31.03469429,1
997.9908324,30.40567654,1
975.9594783,36.91737779,0
624.9505478,34.08780952,0
507.7165332,38.58764125,0
566.6818701,37.44336448,0
700.2844687,36.71272437,0
826.4924757,35.61616396,0
990.3634475,36.3313327,0
691.9803252,39.3959636,0
436.5194992,40.68534317,0
533.5887348,39.36706458,0
821.0479005,50.93189041,0
1011.186892,44.62292222,0
742.1037962,46.84387221,0
541.4423162,46.95428659,0
452.1272727,51.6089714,0
418.570809,57.14237313,0
1046.963477,71.07283582,0
1465.43717,80.37285879,0
763.2744325,72.64898164,0
678.5950771,62.94556528,0
467.3120326,68.40815566,0
301.3118863,62.5699562,0
463.8118208,65.90613755,0
637.7430582,65.07426961,0
599.6892658,61.34391575,0
635.7010853,61.29939498,0
486.177323,54.15967508,0
223.8692489,56.34561584,0
704.1223347,59.39117118,0
961.3691713,57.60141336,0
697.4925853,57.91487463,0
840.8701525,62.80167422,0
563.387629,62.36280252,0
487.7705253,57.01571512,0
774.4687889,59.56258629,0
898.8854131,60.46437619,0
1300.733573,60.70330341,0
757.8543282,65.68373112,0
695.3330634,58.31352297,0
488.9515769,63.02975717,0
1213.484744,71.05392087,0
1498.453604,74.67587997,0
1220.015586,73.08583618,0
1827.324675,80.17072714,0
1392.175472,77.27287408,0
574.5137877,71.70429885,0
843.121361,67.18867102,0
937.6944724,68.56319743,0
1286.00519,73.47259213,0
759.7459232,68.22647539,0
417.418311,68.34759399,0
344.590373,69.29011003,0
825.5837728,67.57852896,0
1246.288557,68.21272778,0
846.020687,69.25053869,0
1284.576959,75.92561761,0
472.5206471,76.34911968,0
400.3334324,77.58528636,0
1726.505734,80.98773765,0
1388.996221,83.19122666,0
1359.633306,74.86788296,0
1054.607807,68.65188992,0
336.7239716,69.59787193,0
204.6159018,69.77849492,0
659.0300112,65.49628309,0
576.2034422,62.47834122,0
1027.327817,53.32252234,0
1316.653152,52.41235357,0
430.6901687,54.88220966,0
322.9960344,53.10775158,0
685.3846956,61.06593724,0
939.7562802,57.26881591,0
841.6872302,50.63483512,0
1312.977906,60.49206737,0
724.5166583,65.76531454,0
1005.996615,71.56450017,0
1850.844432,61.96586122,0
1124.558704,65.2056687,0
954.2821296,65.6462778,0
1080.708738,62.66733173,0
483.0941494,62.36754165,0
605.0242674,59.34420472,0
624.359183,59.25730777,0
1073.644791,61.88956831,0
1242.47457,70.06776152,0
1174.502456,67.96738042,0
1059.569059,60.2319462,0
454.8229202,63.70784084,0
1674.131873,50.32505483,0
3684.680348,43.05393713,1
2322.789643,37.27684446,1
1178.453681,44.70820463,0
799.3759613,44.11192982,0
593.9715116,46.13998783,0
994.5376715,41.941046,0
980.6261293,43.05277375,0
739.793716,47.38706183,0
974.4974314,46.60946692,0
332.2238079,46.46157502,0
252.3646278,46.86850744,0
410.8976684,47.37218999,0
536.6572228,47.86244796,0
517.9288591,48.20391655,0
646.8134654,54.73491971,0
364.9659587,55.23873917,0
259.1896748,55.128605,0
612.1720821,47.31396456,0
621.3672146,51.00158041,0
588.5153952,54.50717252,0
781.4664101,49.36081285,0
334.8525011,49.9871493,0
373.3862848,46.31501802,0
696.3631782,46.27109062,0
986.9698034,47.52179339,0
1025.416213,46.71870242,0
805.7562029,48.34429515,0
622.653618,45.40549714,0
321.2852108,46.90428451,0
945.2295591,52.3674893,0
871.0354401,51.70758619,0
841.7488227,51.80102834,0
2856.094177,67.53383773,0
4332.531922,72.49515932,0
1272.425183,66.71893099,0
1513.918965,54.95175476,0
1058.198827,55.46172063,0
1018.470526,53.21034939,0
786.7314469,52.07593722,0
601.2296169,49.68578803,0
375.9000037,51.36389309,0
599.3075034,47.44809388,0
1069.874231,43.774175,1
1039.038272,47.52594834,0
841.4526636,49.83217803,0
516.0280103,49.25982413,0
215.2571162,49.5260778,0
552.5986043,47.68620309,0
651.1973609,50.22087419,0
610.3175582,51.29983027,0
422.0953552,50.16177427,0
314.3633982,49.26767,0
300.59026,43.50634974,0
545.9943661,40.40652088,1
949.9460817,39.81756022,1
629.1239195,38.74376899,0
1219.588762,31.20495736,0
438.7117909,30.37216129,1
204.8192376,32.11697285,0
1026.210868,35.04895665,0
665.7097023,42.23363558,0
679.3557461,45.21806101,0
521.896882,46.78400776,0
361.3611851,46.69944346,0
459.6291304,42.51426297,0
739.110821,41.41890947,0
1784.798104,42.42354232,0
977.7309013,52.59870211,0
1483.479853,55.72445343,0
509.7215005,55.6193258,0
250.9174221,55.13921712,0
654.3861027,52.92523634,0
982.0536566,58.51890199,0
937.0049418,56.54246259,0
630.8450288,55.33486532,0
416.0738406,58.98521677,0
369.3118179,55.89005554,0
2094.942075,71.37979894,0
1453.70216,74.47540008,0
1279.84356,77.5246204,0
974.8513068,77.83305233,0
