timestamp,open,high,low,close,volbtc,volusd,wtdprice,bb_high,bb_mid,bb_low,rsi,close_lag1,volbtc_lag1,bb_low_lag1,bb_mid_lag1,bb_high_lag1,close_lag2,volbtc_lag2,bb_low_lag2,bb_mid_lag2,bb_high_lag2,rsi_lag1,rsi_lag2,signal,portfolio,trade_returns,bh_returns,trade_cum_returns,bh_cum_returns
2016-06-01 00:00:00,531.25,533.24,525.0,527.97,1283.6788196599998,680423.3697721091,527.93852135,,,,,,,,,,,,,,,,,1,1,0.0,0.0,0.0,0.0
2016-06-01 04:00:00,527.95,533.2,524.39,532.65,886.1628758400004,469098.41809119674,532.72236517,,,,,527.97,1283.6788196599998,,,,,,,,,,,0,1,0.00886414000795499,0.00886414000795499,0.00886414000795499,0.00886414000795499
2016-06-01 08:00:00,532.72,536.35,530.6,535.79,740.6138293900001,394766.3567574558,535.71852751,,,,,532.65,886.1628758400004,,,,527.97,1283.6788196599998,,,,,,0,1,0.005895053036703235,0.005895053036703235,0.01481144762012998,0.01481144762012998
2016-06-01 12:00:00,535.7,541.5,534.38,537.36,1756.4558202599997,945405.5066865849,537.36722624,,,,,535.79,740.6138293900001,,,,532.65,886.1628758400004,,,,,,0,1,0.0029302525243100064,0.0029302525243100064,0.017785101426217587,0.017785101426217587
2016-06-01 16:00:00,537.37,537.4,531.6,533.87,410.0870160899993,219262.82562097066,533.87,,,,,537.36,1756.4558202599997,,,,535.79,740.6138293900001,,,,,,0,1,-0.006494714902486209,-0.006494714902486209,0.011174877360456303,0.011174877360456303
2016-06-01 20:00:00,533.86,536.99,530.5,534.84,1118.50751255,597756.5934190141,534.57788974,,,,,533.87,410.0870160899993,,,,537.36,1756.4558202599997,,,,,,0,1,0.0018169217225167955,0.0018169217225167955,0.013012102960395788,0.013012102960395788
2016-06-02 00:00:00,534.85,538.73,531.86,537.27,1066.8824852099995,571410.1425740621,537.2619791000001,538.170221385874,534.25,530.329778614126,,534.84,1118.50751255,,,,533.87,410.0870160899993,,,,,,0,1,0.004543414853040106,0.004543414853040106,0.017614637195295435,0.017614637195295435
2016-06-02 04:00:00,537.27,538.89,534.51,536.86,844.6416860200003,453569.2717186161,536.86,537.7029827563041,535.52,533.3370172436959,,537.27,1066.8824852099995,530.329778614126,534.25,538.170221385874,534.84,1118.50751255,,534.25,,,,0,1,-0.0007631172408657516,-0.0007631172408657516,0.016838077921094374,0.016838077921094374
2016-06-02 08:00:00,536.86,538.62,534.0,536.39,406.9997705999998,218164.9873405157,536.39,537.6281658020289,536.0542857142857,534.4804056265425,,536.86,844.6416860200003,533.3370172436959,535.52,537.7029827563041,537.27,1066.8824852099995,530.329778614126,535.52,538.170221385874,,,0,1,-0.0008754610140446761,-0.0008754610140446761,0.015947875826278324,0.015947875826278324
2016-06-02 12:00:00,536.4,536.51,532.02,535.6,1397.093222589999,746117.7945505198,535.48097197,537.6110668916174,536.0271428571428,534.4432188226683,,536.39,406.9997705999998,534.4804056265425,536.0542857142857,537.6281658020289,536.86,844.6416860200003,533.3370172436959,536.0542857142857,537.7029827563041,,,0,1,-0.0014728089636271147,-0.0014728089636271147,0.014451578688183364,0.014451578688183364
