timestamp,open,high,low,close,volbtc,volusd,wtdprice,bb_high,bb_mid,bb_low,rsi,close_lag1,bb_low_lag1,bb_high_lag1,close_lag2,bb_low_lag2,bb_high_lag2,rsi_lag1,rsi_lag2,signal,portfolio,trade_returns,bh_returns,trade_cum_returns,bh_cum_returns,cci,roc
1/1/17 20:00,994.61,1000,992.04,997.22,742.1595385,741207.9601,994.6759922,999.495186,984.2742857,969.0533854,90.55752158,994.92,965.7191266,994.9008734,994.42,963.4292552,989.1907448,89.54782043,89.33532487,-1,0,0,0.002311744,0.024657647,0.027542788,96.11589406,
1/1/17 22:00,997.22,998.99,986.86,992.95,506.6726071,504102.5072,992.9714025,1000.553298,987.4985714,974.4438446,74.88831885,997.22,969.0533854,999.495186,994.92,965.7191266,994.9008734,90.55752158,89.54782043,0,0,0,-0.004281904,0.024657647,0.023142948,52.95273688,
1/2/17 0:00,992.96,997.99,990.52,997.71,464.0513377,462023.3878,997.7051922,1002.146735,990.7428571,979.3389789,79.50123825,992.95,974.4438446,1000.553298,997.22,969.0533854,999.495186,74.88831885,90.55752158,0,0,0,0.004793796,0.024657647,0.028047687,60.25211458,
1/2/17 2:00,997.7,1011.78,997.39,1009.63,691.1579908,693988.2984,1009.479345,1007.36516,995.2628571,983.1605547,86.66036571,997.71,979.3389789,1002.146735,992.95,974.4438446,1000.553298,79.50123825,74.88831885,0,0,0,0.011947359,0.024657647,0.040330143,149.6370689,
1/2/17 4:00,1009.63,1012,1000,1003.64,532.1786464,535891.9476,1001.606336,1006.909609,998.6414286,990.3732482,71.9320732,1009.63,983.1605547,1007.36516,997.71,979.3389789,1002.146735,86.66036571,79.50123825,0,0,0,-0.005932866,0.024657647,0.034158003,109.3559962,
1/2/17 6:00,1002.94,1012.25,1002.92,1012.25,374.4529201,377820.4854,1011.587395,1011.559846,1001.188571,990.8172969,78.15736854,1003.64,990.3732482,1006.909609,1009.63,983.1605547,1007.36516,71.9320732,86.66036571,0,0,0,0.008578773,0.024657647,0.04302981,104.2411246,
1/2/17 8:00,1012.01,1015,1005.7,1015,237.4606355,240261.6639,1015,1015.793092,1004.057143,992.3211934,79.82478516,1012.25,990.8172969,1011.559846,1003.64,990.3732482,1006.909609,78.15736854,71.9320732,0,0,0,0.00271672,0.024657647,0.04586343,97.17806376,
1/2/17 10:00,1015,1024.95,1010.65,1024.84,349.5820829,355762.9225,1024.83933,1023.053142,1008.002857,992.952572,84.70039189,1015,992.3211934,1015.793092,1012.25,990.8172969,1011.559846,79.82478516,78.15736854,0,0,0,0.009694581,0.024657647,0.056002638,138.795496,
1/2/17 12:00,1024.84,1025,1005.3,1018.16,343.5814373,350353.7424,1018.155148,1024.160436,1011.604286,999.0481353,71.09324715,1024.84,992.952572,1023.053142,1015,992.3211934,1015.793092,84.70039189,79.82478516,0,0,0,-0.006518091,0.024657647,0.049119517,78.7559118,
1/2/17 14:00,1018,1028,1011.34,1026.98,858.4501401,877615.5238,1026.840439,1027.28592,1015.785714,1004.285508,76.82767516,1018.16,999.0481353,1024.160436,1024.84,992.952572,1023.053142,71.09324715,84.70039189,0,0,0,0.008662686,0.024657647,0.05820771,109.4414503,
1/2/17 16:00,1026.98,1034.39,1015.81,1021.88,792.7457948,814056.4847,1021.833156,1028.721519,1017.535714,1006.349909,67.75969394,1026.98,1004.285508,1027.28592,1018.16,999.0481353,1024.160436,76.82767516,71.09324715,0,0,0,-0.004966017,0.024657647,0.052952632,97.57297475,
1/2/17 18:00,1021.87,1029,997.2,1001.01,1236.651567,1251645.658,1001.005726,1029.428724,1017.16,1004.891276,43.33853718,1021.88,1006.349909,1028.721519,1026.98,1004.285508,1027.28592,67.75969394,76.82767516,0,0,0,-0.020423142,0.024657647,0.031448031,-90.22369366,3.144803141
1/2/17 20:00,1001.02,1017.79,991.69,1012.2,1270.862653,1275802.36,1012.2,1029.42804,1017.152857,1004.877675,53.76270984,1001.01,1004.891276,1029.428724,1021.88,1006.349909,1028.721519,43.33853718,67.75969394,0,0,0,0.01117871,0.024657647,0.042978289,-104.1540698,4.550994691
1/2/17 22:00,1012.2,1019.99,1011.31,1011.45,585.2643143,594259.8442,1012.861965,1029.257825,1016.645714,1004.033603,53.00026259,1012.2,1004.877675,1029.42804,1001.01,1004.891276,1029.428724,53.76270984,43.33853718,0,0,0,-0.00074096,0.024657647,0.042205484,-24.67362924,4.605344806
1/3/17 0:00,1011.52,1023.3,1009.29,1019.01,554.4815247,563906.3084,1019.01,1027.548215,1015.812857,1004.077499,59.71831784,1011.45,1004.033603,1029.257825,1012.2,1004.877675,1029.42804,53.00026259,53.76270984,0,0,0,0.007474418,0.024657647,0.049995363,20.80347075,5.110008561
1/3/17 2:00,1019.05,1029.85,1012.9,1024.09,598.2399727,610698.352,1024.09,1029.164182,1016.66,1004.155818,63.77730439,1019.01,1004.077499,1027.548215,1011.45,1004.033603,1029.257825,59.71831784,53.00026259,0,0,0,0.004985231,0.024657647,0.055229832,68.96722448,5.534945073
1/3/17 4:00,1023.95,1027.93,1015.03,1018.8,626.6064107,640355.737,1018.555812,1026.469641,1015.491429,1004.513216,56.82129884,1024.09,1004.155818,1029.164182,1019.01,1004.077499,1027.548215,63.77730439,59.71831784,0,0,0,-0.005165562,0.024657647,0.049778978,52.85094462,4.492307692
1/3/17 6:00,1018.65,1024.47,1006.71,1019.37,527.4607585,536406.4834,1018.30538,1025.713428,1015.132857,1004.552287,57.4053021,1018.8,1004.513216,1026.469641,1024.09,1004.155818,1029.164182,56.82129884,63.77730439,0,0,0,0.000559482,0.024657647,0.05036631,22.53881503,4.231127108
1/3/17 8:00,1019.37,1019.8,1010,1010.97,421.2639583,427203.8181,1010.97,1023.545199,1016.555714,1009.56623,46.57481357,1019.37,1004.552287,1025.713428,1018.8,1004.513216,1026.469641,57.4053021,56.82129884,0,0,0,-0.008240384,0.024657647,0.041710888,-43.46042856,3.161256748
1/3/17 10:00,1011.04,1023.95,1009.08,1019.82,506.9099997,515027.6025,1019.310731,1024.240758,1017.644286,1011.047813,56.63199451,1010.97,1009.56623,1023.545199,1019.37,1004.552287,1025.713428,46.57481357,57.4053021,0,0,0,0.008753969,0.024657647,0.050829993,3.912159093,2.55425273
1/3/17 12:00,1019.96,1025.75,1013.5,1015,490.9496876,500206.7477,1015.2259,1023.882861,1018.151429,1012.419996,50.58172886,1019.82,1011.047813,1024.240758,1010.97,1009.56623,1023.545199,56.63199451,46.57481357,0,0,0,-0.004726324,0.024657647,0.04586343,1.829874847,2.018252724
1/3/17 14:00,1016.37,1019.78,1010.3,1016.97,675.9769436,686592.2167,1016.964825,1023.59323,1017.86,1012.12677,52.97717957,1015,1012.419996,1023.882861,1019.82,1011.047813,1024.240758,50.58172886,56.63199451,0,0,0,0.001940887,0.024657647,0.047893332,-66.15105025,1.980505806
1/3/17 16:00,1016.97,1019.99,1015.78,1019.97,625.38619,636568.2843,1019.708166,1021.859015,1017.271429,1012.683842,56.70566604,1016.97,1012.12677,1023.59323,1015,1012.419996,1023.882861,52.97717957,50.58172886,0,0,0,0.00294994,0.024657647,0.050984554,52.76761968,2.72118435
1/3/17 18:00,1019.98,1026.43,1014,1018.25,1022.222979,1043785.587,1018.095516,1021.730349,1017.192857,1012.655365,53.84964924,1019.97,1012.683842,1021.859015,1016.97,1012.12677,1023.59323,56.70566604,52.97717957,0,0,0,-0.001686324,0.024657647,0.049212254,106.8569199,2.058714456
1/3/17 20:00,1018.25,1028.51,1018.25,1024.46,1053.184034,1078907.071,1024.156204,1023.823448,1017.92,1012.016552,61.92688341,1018.25,1012.655365,1021.730349,1019.97,1012.683842,1021.859015,53.84964924,56.70566604,0,0,0,0.006098699,0.024657647,0.055611083,174.452894,1.468854927
1/3/17 22:00,1024.33,1036.99,1018.18,1020.67,1630.99306,1678953.617,1019.923843,1023.481267,1019.305714,1015.130162,55.06479802,1024.46,1012.016552,1023.823448,1018.25,1012.655365,1021.730349,61.92688341,53.84964924,0,0,0,-0.00369951,0.024657647,0.051705839,135.7068362,1.696823562
1/4/17 0:00,1020.69,1040,1018,1038.99,942.4261945,972370.028,1038.989779,1033.225521,1022.044286,1010.863051,72.34585197,1020.67,1015.130162,1023.481267,1024.46,1012.016552,1023.823448,55.06479802,61.92688341,0,0,0,0.017948994,0.024657647,0.070582901,155.4137288,2.641639911
1/4/17 2:00,1038.99,1047.99,1038.99,1046.74,1433.780641,1497380.445,1046.436709,1042.667169,1026.578571,1010.489973,76.75740211,1038.99,1010.863051,1033.225521,1020.67,1015.130162,1023.481267,72.34585197,55.06479802,0,0,0,0.007459167,0.024657647,0.078568558,172.5785507,3.127093596
1/4/17 4:00,1046.41,1065,1045.05,1062.96,1637.085382,1726215.182,1062.654081,1056.759834,1033.148571,1009.537309,83.27289911,1046.74,1010.489973,1042.667169,1038.99,1010.863051,1033.225521,76.75740211,72.34585197,0,0,0,0.01549573,0.024657647,0.095281765,153.3761219,3.719605012
1/4/17 6:00,1062.85,1065,1055.65,1062.92,611.2989668,649472.5057,1062.922999,1065.776857,1039.284286,1012.791715,83.20579141,1062.96,1009.537309,1056.759834,1046.74,1010.489973,1042.667169,83.27289911,76.75740211,0,0,0,-3.76E-05,0.024657647,0.095240549,109.0119435,4.396165632
1/4/17 8:00,1062.87,1070,1057.85,1070,420.6142657,447232.763,1069.999443,1073.878691,1046.677143,1019.475594,85.60184054,1062.92,1012.791715,1065.776857,1062.96,1009.537309,1056.759834,83.20579141,83.27289911,0,0,0,0.006660896,0.024657647,0.102535832,97.0748143,4.188981285
1/4/17 10:00,1070,1090,1069.99,1084.62,727.9939899,785987.221,1084.497724,1084.899552,1055.271429,1025.643305,89.28480267,1070,1019.475594,1073.878691,1062.92,1012.791715,1065.776857,85.60184054,83.20579141,0,0,0,0.013663551,0.024657647,0.117600387,120.8952505,6.139664148
1/4/17 12:00,1084.63,1096.68,1075.15,1094.99,1226.573213,1337939.538,1094.394308,1093.209599,1065.888571,1038.567544,91.15670277,1084.62,1025.643305,1084.899552,1070,1019.475594,1073.878691,89.28480267,85.60184054,0,0,0,0.009560952,0.024657647,0.128285711,123.9460591,9.388517597
1/4/17 14:00,1094.99,1095.66,1065,1087.64,1440.470023,1566953.959,1087.539756,1096.445127,1072.838571,1049.232015,79.65063077,1094.99,1038.567544,1093.209599,1084.62,1025.643305,1084.899552,91.15670277,89.28480267,0,0,0,-0.00671239,0.024657647,0.120712218,69.49213419,7.453072515
1/4/17 16:00,1087.72,1138,1087.1,1137,2114.400126,2351479.057,1136.99388,1121.614101,1085.732857,1049.851613,89.76877325,1087.64,1049.232015,1096.445127,1094.99,1038.567544,1093.209599,79.65063077,91.15670277,0,0,0,0.045382663,0.024657647,0.171573123,174.5146385,12.41287261
1/4/17 18:00,1136.63,1147,1110.01,1124.62,1703.215349,1926590.771,1121.483819,1132.386609,1094.541429,1056.696248,78.36693253,1137,1049.851613,1121.614101,1087.64,1049.232015,1096.445127,89.76877325,79.65063077,0,0,0,-0.010888303,0.024657647,0.15881668,127.7708544,10.36398073
1/4/17 20:00,1123.67,1136.5,1067,1090.72,2481.861951,2747153.064,1091.038813,1131.377168,1098.512857,1065.648546,55.74678812,1124.62,1056.696248,1132.386609,1137,1049.851613,1121.614101,78.36693253,89.76877325,0,0,0,-0.030143515,0.024657647,0.123885872,11.67706493,6.506264098
1/4/17 22:00,1090.71,1143.89,1090.5,1130.3,1550.025889,1743524.097,1131.818294,1138.377139,1107.127143,1075.877146,68.23570195,1090.72,1065.648546,1131.377168,1124.62,1056.696248,1132.386609,55.74678812,78.36693253,0,0,0,0.036287957,0.024657647,0.164669394,71.63483589,10.94424814
1/5/17 0:00,1131.1,1134.88,1076.12,1120.32,1858.908253,2055574.85,1122.896404,1140.707985,1112.227143,1083.746301,63.00503943,1130.3,1075.877146,1138.377139,1090.72,1065.648546,1131.377168,68.23570195,55.74678812,0,0,0,-0.008829514,0.024657647,0.154385929,15.13196409,9.903175491
1/5/17 2:00,1121.21,1139.9,1110,1139.89,624.6396878,706433.673,1139.884945,1148.121114,1118.641429,1089.161743,68.524804,1120.32,1083.746301,1140.707985,1130.3,1075.877146,1138.377139,63.00503943,68.23570195,0,0,0,0.017468223,0.024657647,0.174551,83.23943145,12.75210936
1/5/17 4:00,1139.88,1175,1139.01,1163.01,920.1052558,1063242.725,1163.397054,1159.937896,1129.408571,1098.879247,73.89351659,1139.89,1089.161743,1148.121114,1120.32,1083.746301,1140.707985,68.524804,63.00503943,0,0,0,0.020282659,0.024657647,0.198374017,183.9152976,14.04071307
1/5/17 6:00,1163.01,1174.9,1150,1167.4,1315.776387,1530385.804,1167.380148,1170.289263,1133.751429,1097.213594,74.84404689,1163.01,1098.879247,1159.937896,1139.89,1089.161743,1148.121114,73.89351659,68.524804,0,0,0,0.003774688,0.024657647,0.202897505,126.0966271,15.01477833
1/5/17 8:00,1167.37,1168.99,1035.52,1074.33,2337.884867,2599144.94,1077.619537,1174.80628,1126.567143,1078.328005,39.3801291,1167.4,1097.213594,1170.289263,1163.01,1098.879247,1159.937896,74.84404689,73.89351659,0,0,0,-0.079724173,0.024657647,0.106997496,-96.85761577,5.640284374
1/5/17 10:00,1074.32,1116.4,1070,1100.99,858.1237822,941674.625,1100.863465,1174.071285,1128.034286,1081.997286,47.6671932,1074.33,1078.328005,1174.80628,1167.4,1097.213594,1170.289263,39.3801291,74.84404689,0,0,0,0.024815466,0.024657647,0.134468155,-86.22352076,7.943370883
1/5/17 12:00,1100.8,1100.8,880,970,4065.932195,3964950.85,967.0065914,1199.820391,1105.134286,1010.448181,26.72483698,1100.99,1081.997286,1174.071285,1074.33,1078.328005,1174.80628,47.6671932,39.3801291,0,0,0,-0.118974741,0.024657647,-0.0005049,-198.2684963,-4.738521974
1/5/17 14:00,964.01,1004.93,940.06,995.49,2147.535475,2067725.308,995.3877746,1197.028285,1087.301429,977.5745717,33.37067649,970,1010.448181,1199.820391,1100.99,1081.997286,1174.071285,26.72483698,47.6671932,0,0,0,0.026278351,0.024657647,0.025760183,-118.5846145,-2.827831248
1/5/17 16:00,995.49,1008.9,946.51,976.97,2121.44888,2072103.215,974.3419402,1181.691937,1064.027143,946.3623489,30.98830841,995.49,977.5745717,1197.028285,970,1010.448181,1199.820391,33.37067649,26.72483698,0,0,0,-0.018603904,0.024657647,0.006677039,-80.49589515,-4.281501367
1/5/17 18:00,976.95,999,955.77,970.22,1408.38252,1381000.154,967.1127599,1145.194411,1036.485714,927.7770172,30.07532321,976.97,946.3623489,1181.691937,995.49,977.5745717,1197.028285,30.98830841,33.37067649,0,0,0,-0.006909117,0.024657647,-0.00027821,-62.31911369,-6.618927997
1/5/17 20:00,970,980.71,960,969.87,1024.988973,993647.9638,969.8706038,1085.361255,1008.267143,931.1730302,30.02181581,970.22,927.7770172,1145.194411,976.97,946.3623489,1181.691937,30.07532321,30.98830841,0,0,0,-0.000360743,0.024657647,-0.000638853,-56.55494792,-7.343752985
1/5/17 22:00,969.88,1023.48,969.88,1007,1792.238343,1784378.7,1006.249475,1064.474434,998.6485714,932.8227089,42.64999495,969.87,931.1730302,1085.361255,970.22,927.7770172,1145.194411,30.02181581,30.07532321,0,0,0,0.038283481,0.024657647,0.037620171,6.112056998,-5.264544291
1/6/17 0:00,1007,1033.85,1000.5,1020.43,744.128191,758928.1685,1021.642853,1015.792491,987.14,958.4875095,46.70822015,1007,932.8227089,1064.474434,969.87,931.1730302,1085.361255,42.64999495,30.02181581,0,0,0,0.013336643,0.024657647,0.051458542,163.0949396,-3.997478644
1/6/17 2:00,1020.72,1023,960.1,982,1365.558056,1345759.638,982,1015.843466,988.8542857,961.8651059,37.78264515,1020.43,958.4875095,1015.792491,1007,932.8227089,1064.474434,46.70822015,42.64999495,0,0,0,-0.037660594,0.024657647,0.011859988,6.599558425,-8.224299065
1/6/17 4:00,981.99,988.5,970.9,982.38,559.0106224,549517.5771,981.4495632,1013.811328,986.9814286,960.1515294,37.91949934,982,961.8651059,1015.843466,1020.43,958.4875095,1015.792491,37.78264515,46.70822015,0,0,0,0.000386965,0.024657647,0.012251543,-33.71157598,-9.426342867
1/6/17 6:00,984.03,988.5,972.58,983.06,419.4272005,412291.7616,983.1068734,1014.135776,987.8514286,961.5670815,38.20328084,982.38,960.1515294,1013.811328,982,961.8651059,1015.843466,37.91949934,37.78264515,0,0,0,0.000692197,0.024657647,0.01295222,-33.79742278,-10.22201116
1/6/17 8:00,984.38,985.37,904.71,933.26,1660.20084,1566609.956,933.074314,1021.122019,982.5714286,944.0208379,27.4731584,983.06,961.5670815,1014.135776,982.38,960.1515294,1013.811328,38.20328084,37.91949934,0,0,0,-0.050658149,0.024657647,-0.038362065,-167.4771854,-14.19403479
1/6/17 10:00,933.26,944.18,876,894.93,1660.713103,1501656.893,889.1671124,1032.242156,971.8657143,911.4892724,21.93975781,933.26,944.0208379,1021.122019,983.06,961.5670815,1014.135776,27.4731584,38.20328084,0,0,0,-0.041071084,0.024657647,-0.077857577,-158.3576643,-21.29023747
1/6/17 12:00,894.94,913.07,875.01,906,1578.024429,1411012.371,905.7168727,1022.048097,957.4371429,892.8261891,26.9005734,894.93,911.4892724,1032.242156,933.26,944.0208379,1021.122019,21.93975781,27.4731584,1,1,0.012369683,0.012369683,0.037332337,-0.066450968,-107.1341953,-19.4394551
1/6/17 14:00,904.7,922.79,882.26,917.13,1432.200501,1298736.351,917.3254866,996.8218393,942.68,888.5381607,31.97172921,906,892.8261891,1022.048097,894.93,911.4892724,1032.242156,26.9005734,21.93975781,0,1,0.012284768,0.012284768,0.050075724,-0.054982535,-68.94217078,-15.9151753
1/6/17 16:00,917.02,919.99,895.63,916.08,1177.896167,1073335.461,916.0838308,982.8842672,933.2628571,883.6414471,31.7294609,917.13,888.5381607,996.8218393,906,892.8261891,1022.048097,31.97172921,26.9005734,0,1,-0.001144876,-0.001144876,0.048873518,-0.056064462,-46.75635316,-18.95249049
1/6/17 18:00,916.1,916.26,880.46,893.52,1632.040946,1461302.927,893.4954928,963.3699574,920.5685714,877.7671854,26.66465281,916.08,883.6414471,982.8842672,917.13,888.5381607,996.8218393,31.7294609,31.97172921,0,1,-0.02462667,-0.02462667,0.023043256,-0.079310451,-65.93886379,-20.24421594
1/6/17 20:00,893.53,911.14,880,899.47,1166.297756,1041872.05,898.4055954,928.6011666,908.6271429,888.6531191,30.09797619,893.52,877.7671854,963.3699574,916.08,883.6414471,982.8842672,26.66465281,31.7294609,0,1,0.006659056,0.006659056,0.029855758,-0.073179528,-72.41239988,-21.09150883
1/6/17 22:00,899.69,899.69,881,895.71,958.1616703,853334.9779,895.4455694,917.1485377,903.2628571,889.3771766,29.09377864,899.47,888.6531191,928.6011666,893.52,877.7671854,963.3699574,30.09797619,26.66465281,0,1,-0.004180239,-0.004180239,0.025550715,-0.077053859,-102.5854919,-22.98346532
1/7/17 0:00,895.78,905.21,878,878,818.0266089,731115.7081,878.8600475,919.8829688,900.8442857,881.8056026,24.5861345,895.71,889.3771766,917.1485377,899.47,888.6531191,928.6011666,29.09377864,30.09797619,0,1,-0.019772024,-0.019772024,0.005273501,-0.095302373,-124.9587384,-24.79013192
1/7/17 2:00,878,879,802.07,836.75,3157.140081,2658689.07,838.557221,929.0850949,890.9514286,852.8177623,17.30176364,878,881.8056026,919.8829688,895.71,889.3771766,917.1485377,24.5861345,29.09377864,0,1,-0.046981777,-0.046981777,-0.041956034,-0.137806675,-220.5623231,-22.11424795
1/7/17 4:00,836.76,868.09,818.09,831.36,1363.435372,1145169.453,836.8852019,923.8376347,878.6985714,833.5595081,16.55407907,836.75,852.8177623,929.0850949,878,881.8056026,919.8829688,17.30176364,24.5861345,1,1,-0.006441589,-0.006441589,-0.04812736,-0.14336057,-116.7993409,-24.48977738
1/7/17 6:00,835.01,858.24,835.01,843,509.226332,430485.1145,843.0622506,910.124657,868.2585714,826.3924859,24.74741013,831.36,833.5595081,923.8376347,836.75,852.8177623,929.0850949,16.55407907,17.30176364,1,1,0.014001155,0.014001155,-0.034800044,-0.131366629,-66.95845417,-13.09278351
1/7/17 8:00,844.26,900,822.46,897.51,723.9899063,611869.4774,897.5097001,911.5128875,868.8285714,826.1442554,51.02162529,843,826.3924859,910.124657,831.36,833.5595081,923.8376347,24.74741013,16.55407907,0,1,0.064661922,0.064661922,0.02761164,-0.075199126,16.88508541,-9.842389175
1/7/17 10:00,897.51,897.51,875.52,879.26,367.1863709,323906.3713,879.3669038,905.1381572,865.9414286,826.7446999,44.89849425,897.51,826.1442554,911.5128875,843,826.3924859,910.124657,51.02162529,24.74741013,0,1,-0.020334035,-0.020334035,0.006716149,-0.09400406,58.14546248,-10.00133064
1/7/17 12:00,879.26,898.11,860.21,880.36,569.7585193,502266.7633,880.9160694,899.9086036,863.7485714,827.5885392,45.35960969,879.26,826.7446999,905.1381572,897.51,826.1442554,911.5128875,44.89849425,51.02162529,0,1,0.001251052,0.001251052,0.007975603,-0.092870612,53.35627024,-9.261816908
1/7/17 14:00,880.46,896.84,872.85,891.99,526.5869413,468766.989,891.9589316,904.3430242,865.7471429,827.1512616,50.4720726,880.36,827.5885392,899.9086036,879.26,826.7446999,905.1381572,45.35960969,44.89849425,0,1,0.013210505,0.013210505,0.021291469,-0.080886975,79.47143396,-8.029942157
1/7/17 16:00,891.99,908.22,891.98,905.98,1209.041781,1090110.389,905.8845494,914.6190304,875.6371429,836.6552553,56.22076809,891.99,827.1512616,904.3430242,880.36,827.5885392,899.9086036,50.4720726,45.35960969,0,1,0.015684032,0.015684032,0.037309438,-0.066471576,110.5728217,-10.03177756
1/7/17 18:00,905.98,910,885.9,897.04,761.2175586,685207.2429,898.2704191,913.9784736,885.02,856.0615264,51.74323009,905.98,836.6552553,914.6190304,891.99,827.1512616,904.3430242,56.22076809,50.4720726,0,1,-0.009867768,-0.009867768,0.027073509,-0.075683418,83.29703613,-12.09196123
1/7/17 20:00,897.79,903.91,895,897.79,516.9197762,464504.3217,897.79,906.4715688,892.8471429,879.2227169,52.11647949,897.04,856.0615264,913.9784736,905.98,836.6552553,914.6190304,51.74323009,56.22076809,0,1,0.000836083,0.000836083,0.027932228,-0.074910612,73.09769269,-8.575356415
1/7/17 22:00,897.79,910,897.78,909,697.3493409,630189.1826,908.9184045,910.502307,894.4885714,878.4748358,57.80723572,897.79,879.2227169,906.4715688,897.04,856.0615264,913.9784736,52.11647949,51.74323009,0,1,0.012486216,0.012486216,0.040767212,-0.063359746,93.828125,-7.469614609
1/8/17 0:00,908.99,910,899.16,905.99,429.8439934,389133.2739,905.9734252,912.1494175,898.3071429,884.4648682,55.73232809,909,878.4748358,910.502307,897.79,879.2227169,906.4715688,57.80723572,52.11647949,0,1,-0.003311331,-0.003311331,0.037320887,-0.066461272,74.98525074,-7.839806319
1/8/17 2:00,905.99,932.23,903.99,932.19,751.0329148,692154.5564,931.7378122,923.9799567,905.7114286,887.4429004,67.55759978,905.99,884.4648682,912.1494175,909,878.4748358,910.502307,55.73232809,57.80723572,0,1,0.028918641,0.028918641,0.067318798,-0.0394646,185.7586759,-0.114651866
1/8/17 4:00,932.16,953.8,927.95,944.2,779.0443433,734902.7481,942.8249846,938.1541521,913.17,888.1858479,71.61298961,932.19,887.4429004,923.9799567,905.99,884.4648682,912.1494175,67.55759978,55.73232809,0,1,0.01288364,0.01288364,0.081069749,-0.027089408,167.9500891,5.505458527
1/8/17 6:00,942.52,952.59,914.57,929.95,460.829073,433281.2183,926.5154767,942.5117023,916.5942857,890.6768691,61.04923088,944.2,888.1858479,938.1541521,932.19,887.4429004,923.9799567,71.61298961,67.55759978,0,1,-0.015092141,-0.015092141,0.064754091,-0.041772713,77.70855847,2.643487859
1/8/17 8:00,929.95,943.26,927.78,936.99,214.8933718,200938.1613,936.99,946.9840439,922.3014286,897.6188133,64.10140111,929.95,890.6768691,942.5117023,944.2,888.1858479,938.1541521,61.04923088,71.61298961,0,1,0.007570299,0.007570299,0.072814599,-0.034518645,70.62122917,2.165450918
1/8/17 10:00,937.64,940.05,913.18,915.09,189.795412,176717.4965,913.4466854,945.2444679,924.7728571,904.3012464,49.90813614,936.99,897.6188133,946.9840439,929.95,890.6768691,942.5117023,64.10140111,61.04923088,0,1,-0.023372715,-0.023372715,0.047740009,-0.057084566,-6.132847821,-0.108069164
1/8/17 12:00,915.09,943.84,914.14,927.52,257.5301824,239144.0742,927.5157183,945.468421,927.4185714,909.3687218,56.31339759,915.09,904.3012464,945.2444679,936.99,897.6188133,946.9840439,49.90813614,64.10140111,0,1,0.013583363,0.013583363,0.061971842,-0.044276603,10.91008174,3.805175038
1/8/17 14:00,927.51,933.73,906.5,918.6,499.7312439,460438.7258,918.5933363,943.2163332,929.22,915.2236668,50.86771397,927.52,909.3687218,945.468421,915.09,904.3012464,945.2444679,56.31339759,49.90813614,0,1,-0.009617043,-0.009617043,0.051758813,-0.053467836,-97.14867617,2.126808009
1/8/17 16:00,918,918.57,899.5,914,650.1508107,590839.8087,913.9918974,942.5062382,926.6214286,910.7366189,48.07090539,918.6,915.2236668,943.2163332,927.52,909.3687218,945.468421,50.86771397,56.31339759,0,1,-0.00500762,-0.00500762,0.046492004,-0.05820771,-133.7510266,2.041955544
