volbtc,rsi_lag1,rsi_lag2,signal
454.6133946,50.64020907,50.59298115,0
366.1847019,51.83029987,50.64020907,0
705.2502465,48.62152922,51.83029987,0
1355.760737,47.65788592,48.62152922,0
664.0788495,48.13657315,47.65788592,0
478.7722864,49.77512438,48.13657315,0
356.205305,53.91681935,49.77512438,0
488.3478203,51.53063369,53.91681935,0
445.4714889,43.42247252,51.53063369,0
784.896142,53.73016271,43.42247252,0
511.1326,46.22810039,53.73016271,0
1375.726859,47.27330475,46.22810039,0
1089.721727,24.76602601,47.27330475,0
534.9996512,33.14335452,24.76602601,0
1008.257594,28.83504505,33.14335452,0
984.4715426,32.90733534,28.83504505,0
1362.696516,28.72648315,32.90733534,0
1515.722686,24.58664166,28.72648315,0
1239.276632,21.22503814,24.58664166,1
623.395038,30.09971596,21.22503814,0
924.5301477,29.22651666,30.09971596,0
1482.392648,27.31777453,29.22651666,0
2502.272617,23.11785851,27.31777453,0
1576.095795,20.19634886,23.11785851,1
2189.547957,17.09702214,20.19634886,1
881.979975,30.47022629,17.09702214,0
1457.0914,28.19856895,30.47022629,0
4275.708151,27.59617678,28.19856895,0
4691.565922,18.0079753,27.59617678,0
8463.047488,13.6604927,18.0079753,1
2023.764053,19.83886848,13.6604927,0
991.8339922,21.10902479,19.83886848,0
3693.148542,24.86183267,21.10902479,0
3148.222262,28.47665458,24.86183267,0
2069.1864,36.81367078,28.47665458,0
1859.695942,38.0901279,36.81367078,0
1346.245958,49.84010325,38.0901279,0
1101.676295,44.52873467,49.84010325,0
1369.476377,42.61029878,44.52873467,0
2010.362725,42.75562587,42.61029878,0
1883.420188,38.41687851,42.75562587,0
834.890095,48.5013061,38.41687851,0
791.8742491,46.48979016,48.5013061,0
585.4338797,43.67461841,46.48979016,0
997.5206015,43.95759194,43.67461841,0
1444.999877,43.72902208,43.95759194,0
924.7718159,45.17780594,43.72902208,0
637.607305,48.21496858,45.17780594,0
519.9019144,48.74168212,48.21496858,0
229.574374,45.12534789,48.74168212,0
578.6047536,45.89707594,45.12534789,0
1380.756436,45.62714014,45.89707594,0
594.313192,51.96185525,45.62714014,0
652.5183171,54.01794085,51.96185525,0
468.0668511,54.18301923,54.01794085,0
287.3962846,55.91675936,54.18301923,0
640.0630904,56.33895368,55.91675936,0
789.3041514,58.18128357,56.33895368,0
491.1683531,52.83353866,58.18128357,0
582.9079432,54.94939208,52.83353866,0
531.1595693,53.97568119,54.94939208,0
308.2633913,51.62144997,53.97568119,0
614.6790248,53.21884155,51.62144997,0
803.682941,52.68876889,53.21884155,0
1056.920589,54.00717281,52.68876889,0
921.4055029,51.34305326,54.00717281,0
556.6177787,51.15040954,51.34305326,0
471.0006648,48.66644644,51.15040954,0
830.2084122,51.42885743,48.66644644,0
1122.738455,50.86416359,51.42885743,0
947.0995831,46.46836081,50.86416359,0
754.6726321,45.8812115,46.46836081,0
1253.880773,47.74295784,45.8812115,0
4039.752784,48.52431355,47.74295784,0
1412.704349,48.03921026,48.52431355,0
1147.861111,61.45364273,48.03921026,0
878.9844809,58.11670574,61.45364273,0
755.5184914,54.67362198,58.11670574,0
668.3139676,56.60941148,54.67362198,0
284.5517598,52.73642495,56.60941148,0
815.2696044,55.14021493,52.73642495,0
1595.776577,50.68083834,55.14021493,0
991.1409685,44.62178092,50.68083834,1
719.0697196,45.65641545,44.62178092,0
476.5988268,41.50213174,45.65641545,1
273.4885127,47.74219323,41.50213174,0
784.1504314,46.93072431,47.74219323,0
815.8048341,47.5098355,46.93072431,0
842.4797609,44.81661229,47.5098355,0
596.6303726,46.97468228,44.81661229,0
333.547568,46.8169448,46.97468228,0
200.0310257,48.16043437,46.8169448,0
384.6266782,48.17682785,48.16043437,0
883.9232362,47.85090506,48.17682785,0
477.5312931,45.86280262,47.85090506,0
542.83451,44.76866038,45.86280262,0
388.8287596,38.8557589,44.76866038,1
303.6517688,40.90790254,38.8557589,0
1017.299998,34.01515863,40.90790254,0
1098.290815,28.84133034,34.01515863,1
857.8860316,26.49246585,28.84133034,1
742.9024702,35.95404381,26.49246585,0
514.2851843,33.93388047,35.95404381,0
388.8464617,34.57428687,33.93388047,0
1057.787707,34.11030431,34.57428687,0
1009.663074,26.06081741,34.11030431,0
721.3539266,30.53654918,26.06081741,0
864.4131562,33.86704288,30.53654918,0
431.7269886,35.04097899,33.86704288,0
463.4601787,34.81910441,35.04097899,0
1129.396422,34.63914117,34.81910441,0
1013.034098,50.13125832,34.63914117,0
820.8394186,54.64305278,50.13125832,0
688.0453596,52.52538386,54.64305278,0
423.259412,52.25278299,52.52538386,0
414.0325802,53.6767642,52.25278299,0
1006.786581,51.07530907,53.6767642,0
1146.972896,44.60942184,51.07530907,0
859.3135926,43.20442018,44.60942184,1
799.659985,46.00441337,43.20442018,0
380.8305112,46.39817397,46.00441337,0
393.372026,46.06926383,46.39817397,0
734.1369469,49.84103923,46.06926383,0
954.6105039,46.18587064,49.84103923,0
749.8334983,49.59013635,46.18587064,0
648.239629,45.96348846,49.59013635,0
418.8218054,47.65281472,45.96348846,0
301.0973883,46.4791861,47.65281472,0
729.2339593,48.09621223,46.4791861,0
937.7259389,48.48130122,48.09621223,0
1041.017282,48.41303884,48.48130122,0
599.0156842,44.9800863,48.41303884,0
193.104075,44.91194721,44.9800863,1
964.3103194,47.94108063,44.91194721,0
589.9730196,60.8207441,47.94108063,0
658.3161976,57.5672244,60.8207441,0
685.070795,61.55708746,57.5672244,0
594.0971786,61.91386831,61.55708746,0
282.7321379,62.02231851,61.91386831,0
198.0902065,64.79335514,62.02231851,0
353.0970152,59.81828356,64.79335514,0
448.799263,61.15818953,59.81828356,0
628.6321111,57.4848555,61.15818953,0
616.1536478,57.42346171,57.4848555,0
436.3600213,57.32456366,57.42346171,0
345.9913942,54.65512598,57.32456366,0
769.5718547,58.16096679,54.65512598,0
1055.025845,66.97312994,58.16096679,0
1311.940713,63.37113926,66.97312994,0
724.9124111,63.84526899,63.37113926,0
343.0038428,65.41225136,63.84526899,0
697.1639194,66.47548196,65.41225136,0
775.3985594,50.60719704,66.47548196,0
1396.735449,50.7081652,50.60719704,0
1176.543731,45.95348056,50.7081652,0
650.0960245,52.88711467,45.95348056,0
394.6280952,46.77811887,52.88711467,0
380.1738038,49.33327254,46.77811887,0
706.7304122,48.70966596,49.33327254,0
885.9644933,44.62119133,48.70966596,0
867.5494367,46.60687748,44.62119133,0
754.2543012,44.03279792,46.60687748,0
491.5127138,39.00925822,44.03279792,0
294.5868201,36.91451907,39.00925822,1
630.3585925,36.2982699,36.91451907,1
923.2898848,36.68952687,36.2982699,0
1055.981733,40.81765359,36.68952687,0
593.9786179,39.87623471,40.81765359,0
384.9853407,41.98238648,39.87623471,0
348.479858,45.03797808,41.98238648,0
685.8319016,49.09392675,45.03797808,0
790.7189803,49.90367411,49.09392675,0
635.4545654,51.7960135,49.90367411,0
757.9284759,52.94453508,51.7960135,0
339.7800319,44.44352469,52.94453508,0
283.0701727,43.31695357,44.44352469,0
537.5763296,40.59167181,43.31695357,1
692.6527998,28.73780287,40.59167181,1
531.6155994,31.83350423,28.73780287,1
468.4566483,31.95288256,31.83350423,0
261.0837261,32.33572488,31.95288256,0
255.0903463,35.17250061,32.33572488,0
518.6588454,36.96758432,35.17250061,0
603.9701522,39.97971233,36.96758432,0
530.0593737,44.2616139,39.97971233,0
1019.140337,50.53411532,44.2616139,0
575.7585257,52.46565875,50.53411532,0
370.0886199,45.11069823,52.46565875,0
803.6068147,47.6838528,45.11069823,0
1132.524072,46.28822585,47.6838528,0
748.7175579,43.84561653,46.28822585,0
918.8773089,43.55252021,43.84561653,0
585.0224184,43.64267871,43.55252021,0
353.2907951,53.48401657,43.64267871,0
667.8501918,56.32215457,53.48401657,0
782.4633417,52.62051965,56.32215457,0
895.01834,50.49952924,52.62051965,0
779.3027497,49.93753786,50.49952924,0
392.5567166,44.79865468,49.93753786,0
422.0076049,42.54666202,44.79865468,0
870.7338224,39.75551817,42.54666202,1
1145.466649,38.99215985,39.75551817,1
859.5037375,34.68837179,38.99215985,1
825.9701659,45.72192979,34.68837179,0
700.1410762,46.13715815,45.72192979,0
505.8060762,39.97813991,46.13715815,0
892.5649295,42.54023682,39.97813991,0
1335.368583,37.43672538,42.54023682,0
947.7945692,45.71436287,37.43672538,0
618.1149957,49.30801664,45.71436287,0
402.0756984,43.18156464,49.30801664,0
342.420999,44.03840137,43.18156464,0
1293.278005,50.1616081,44.03840137,0
1265.588871,58.2718729,50.1616081,0
918.6979345,54.54176809,58.2718729,0
629.2567751,58.33702126,54.54176809,0
412.5007565,55.24911349,58.33702126,0
236.1614456,58.41814053,55.24911349,0
525.0097183,57.70260811,58.41814053,0
1759.685259,58.55007304,57.70260811,0
1163.662298,82.26953058,58.55007304,0
701.816439,84.74459517,82.26953058,0
355.8612313,77.68232822,84.74459517,0
480.2662867,78.53231912,77.68232822,0
1491.238462,81.51454758,78.53231912,0
955.6986658,85.00085965,81.51454758,0
647.8977549,79.57435937,85.00085965,0
436.3110011,80.50807261,79.57435937,0
303.3703811,75.97343262,80.50807261,0
408.5701709,75.97965922,75.97343262,0
644.9097118,65.85289294,75.97965922,0
603.5007538,67.97990213,65.85289294,0
660.2982229,68.88836212,67.97990213,0
618.3824494,65.20872954,68.88836212,0
351.3712352,65.75643025,65.20872954,0
414.8287133,68.85925113,65.75643025,0
939.7379088,65.59212887,68.85925113,0
1133.191578,68.04599091,65.59212887,0
748.465801,69.19666326,68.04599091,0
854.2028628,70.36433143,69.19666326,0
501.8273591,68.83754908,70.36433143,0
492.5034581,65.17367566,68.83754908,0
692.8487871,67.77725074,65.17367566,0
1176.333077,69.42862646,67.77725074,0
1004.393797,69.62085435,69.42862646,0
648.7482762,70.15969228,69.62085435,0
428.5733412,70.8555699,70.15969228,0
1165.054215,70.73713751,70.8555699,0
1122.410656,82.1116632,70.73713751,0
1035.694088,77.56205984,82.1116632,0
847.5718345,74.37912612,77.56205984,0
650.5433386,75.50000314,74.37912612,0
845.6004148,71.66425205,75.50000314,0
372.6090069,63.71154846,71.66425205,0
798.6386436,61.19692575,63.71154846,0
912.2825166,61.19692575,61.19692575,0
964.3087459,58.53783739,61.19692575,0
564.9376424,61.56745459,58.53783739,0
326.0850679,60.28934253,61.56745459,0
193.3036012,61.50018364,60.28934253,0
659.6469367,63.57531218,61.50018364,0
405.901685,59.65565775,63.57531218,0
697.9161866,63.73299919,59.65565775,0
440.4167128,60.99116116,63.73299919,0
362.7735683,61.56904451,60.99116116,0
256.70635,61.58560808,61.56904451,0
367.2847189,63.69214091,61.58560808,0
1788.487243,64.04882304,63.69214091,0
1093.498971,31.61012788,64.04882304,0
584.3691275,36.26878475,31.61012788,1
480.0173179,37.09702858,36.26878475,0
401.3977296,37.09702858,37.09702858,0
607.5981304,34.47756236,37.09702858,0
1200.715423,35.47087776,34.47756236,0
745.9606275,34.71149639,35.47087776,0
814.9333807,36.77824677,34.71149639,0
417.0286291,40.49380297,36.77824677,0
336.2888403,38.96317099,40.49380297,0
600.3586316,40.31298599,38.96317099,0
941.7601762,40.33666825,40.31298599,0
814.8097058,42.0934354,40.33666825,0
523.8454458,41.92491684,42.0934354,0
321.0422991,42.93634917,41.92491684,0
265.6751079,44.0425962,42.93634917,0
783.9160067,43.57605442,44.0425962,0
1059.093149,46.93573106,43.57605442,0
828.2096748,45.36336996,46.93573106,0
529.1896217,42.14502786,45.36336996,0
447.9314855,40.04890031,42.14502786,1
233.51516,42.59356109,40.04890031,0
731.6266832,44.04992353,42.59356109,0
1167.072202,44.56706055,44.04992353,0
890.2331565,39.38645825,44.56706055,0
731.4396743,35.66942809,39.38645825,1
427.9311945,38.19817915,35.66942809,0
517.7248717,43.66056635,38.19817915,0
831.3253862,40.84082495,43.66056635,0
876.8356875,40.81326562,40.84082495,0
839.0505351,45.26796608,40.81326562,0
689.1183617,46.69530778,45.26796608,0
273.4740216,45.11989194,46.69530778,0
223.2112593,48.41990725,45.11989194,0
619.1231631,47.50835432,48.41990725,0
475.3833349,39.33429389,47.50835432,0
688.221746,50.66744929,39.33429389,0
527.0188615,48.40070532,50.66744929,0
189.1217089,47.52988158,48.40070532,0
476.8116134,47.32610629,47.52988158,0
459.0293425,53.79694134,47.32610629,0
828.7732174,55.69698465,53.79694134,0
665.1256249,60.65820886,55.69698465,0
371.7239404,59.46302154,60.65820886,0
175.9650492,60.71347059,59.46302154,0
250.1148917,53.70463701,60.71347059,0
633.5566708,52.55626158,53.70463701,0
885.9591557,47.70725078,52.55626158,0
824.8306544,49.16723727,47.70725078,0
648.011934,47.73207066,49.16723727,0
430.2533031,48.2595686,47.73207066,0
305.9640357,52.90854669,48.2595686,0
666.1002082,48.67398361,52.90854669,0
1193.903558,47.34158505,48.67398361,0
1385.35868,47.29801231,47.34158505,0
1411.681269,36.73788988,47.29801231,0
501.2672021,24.65622446,36.73788988,1
271.2362269,23.28856312,24.65622446,1
623.8802837,22.70723133,23.28856312,0
1420.645609,22.26544742,22.70723133,0
679.7979858,19.11337674,22.26544742,0
684.2322044,25.87537055,19.11337674,0
507.1819784,29.7317439,25.87537055,0
251.332613,27.90480688,29.7317439,0
729.3984844,27.51957787,27.90480688,0
1030.742408,26.39580777,27.51957787,0
840.900268,28.83009763,26.39580777,0
690.6449566,28.25503879,28.83009763,0
367.9381517,34.44130013,28.25503879,0
410.4640478,33.30968318,34.44130013,0
706.3285614,42.3331133,33.30968318,0
916.5190657,49.27818703,42.3331133,0
707.7242659,52.99477502,49.27818703,0
563.2517494,55.95227468,52.99477502,0
404.891715,62.02670171,55.95227468,0
251.9512981,56.49431268,62.02670171,0
446.2440011,58.01659185,56.49431268,0
524.3229324,55.0678211,58.01659185,0
489.4907932,56.1059754,55.0678211,0
447.326016,55.4359954,56.1059754,0
254.6995779,53.8473839,55.4359954,0
293.9362205,53.00846277,53.8473839,0
371.5890373,54.79098169,53.00846277,0
814.5716952,42.4923608,54.79098169,0
495.3330506,44.19381175,42.4923608,1
493.4602249,48.2019515,44.19381175,0
425.9253795,50.20329433,48.2019515,0
451.9317309,51.23693984,50.20329433,0
794.8028922,64.89657906,51.23693984,0
1253.672639,64.81337783,64.89657906,0
1023.449069,61.06173257,64.81337783,0
849.2236601,63.17662936,61.06173257,0
411.6143772,58.73553329,63.17662936,0
335.1179413,60.1032352,58.73553329,0
756.5813579,51.16241151,60.1032352,0
