8244.11,3980.75,8254.438762,8229.6875,8204.936238,78.13674828,8210.98,3219.48,8204.902253,8229.1375,8253.372747,8210.82,4437.67,8203.640685,8229.1375,8253.539315,75.35848233,75.34524299,0
8266.42,3426.52,8263.688695,8233.0825,8202.476305,79.88238156,8244.11,3980.75,8204.936238,8229.6875,8254.438762,8210.98,3219.48,8204.902253,8229.6875,8253.372747,78.13674828,75.35848233,0
8271.13,3392.15,8279.059303,8248.16,8217.260697,80.26260713,8266.42,3426.52,8202.476305,8233.0825,8263.688695,8244.11,3980.75,8204.936238,8233.0825,8254.438762,79.88238156,78.13674828,0
8244.69,4212.84,8272.580682,8256.5875,8240.594318,71.58287385,8271.13,3392.15,8217.260697,8248.16,8279.059303,8266.42,3426.52,8202.476305,8248.16,8263.688695,80.26260713,79.88238156,0
8251.62,3000.83,8272.410324,8258.465,8244.519676,72.47451843,8244.69,4212.84,8240.594318,8256.5875,8272.580682,8271.13,3392.15,8217.260697,8256.5875,8279.059303,71.58287385,80.26260713,0
8260.98,2098.86,8270.038754,8257.105,8244.171246,73.74608822,8251.62,3000.83,8244.519676,8258.465,8272.410324,8244.69,4212.84,8240.594318,8258.465,8272.580682,72.47451843,71.58287385,0
8095.27,7521.38,8301.926563,8213.14,8124.353437,38.11767442,8260.98,2098.86,8244.171246,8257.105,8270.038754,8251.62,3000.83,8244.519676,8257.105,8272.410324,73.74608822,72.47451843,0
7896.11,15519.68,8318.590044,8125.995,7933.399956,22.91283845,8095.27,7521.38,8124.353437,8213.14,8301.926563,8260.98,2098.86,8244.171246,8213.14,8270.038754,38.11767442,73.74608822,0
7858.72,10424.41,8238.249005,8027.77,7817.290995,21.10643205,7896.11,15519.68,7933.399956,8125.995,8318.590044,8095.27,7521.38,8124.353437,8125.995,8301.926563,22.91283845,38.11767442,1
8086.32,6662.16,8123.92313,7984.105,7844.28687,49.05031741,7858.72,10424.41,7817.290995,8027.77,8238.249005,7896.11,15519.68,7933.399956,8027.77,8318.590044,21.10643205,22.91283845,0
8060.18,3928.7,8104.340722,7975.3325,7846.324278,46.87121962,8086.32,6662.16,7844.28687,7984.105,8123.92313,7858.72,10424.41,7817.290995,7984.105,8238.249005,49.05031741,21.10643205,0
