utc,close,high,low,open,vol,bb_high,bb_mid,bb_low,rsi,close_lag1,vol_lag1,bb_low_lag1,bb_mid_lag1,bb_high_lag1,close_lag2,vol_lag2,bb_low_lag2,bb_mid_lag2,bb_high_lag2,rsi_lag1,rsi_lag2,signal,portfolio,trade_returns,bh_returns,trade_cum_returns,bh_cum_returns
2017-11-20 06:00:00,8038.3,8039.9,8026.47,8029.77,1450.64,,,,,,,,,,,,,,,,,1,1,0.0,0.0,0.0,0.0
2017-11-20 07:00:00,8059.09,8074.7,8037.02,8038.29,1777.36,,,,,8038.3,1450.64,,,,,,,,,,,0,1,0.002586367764328301,0.002586367764328301,0.002586367764328301,0.002586367764328301
2017-11-20 08:00:00,8140.36,8143.06,8058.75,8059.41,4179.06,,,,,8059.09,1777.36,,,,8038.3,1450.64,,,,,,0,1,0.010084265096927725,0.010084265096927725,0.01269671447942966,0.01269671447942966
2017-11-20 09:00:00,8157.28,8177.28,8138.5,8139.85,4423.45,,,,,8140.36,4179.06,,,,8059.09,1777.36,,,,,,0,1,0.0020785321533691725,0.0020785321533691725,0.01480163716208649,0.01480163716208649
2017-11-20 10:00:00,8250.68,8252.16,8156.25,8156.56,5699.12,,,,,8157.28,4423.45,,,,8140.36,4179.06,,,,,,0,1,0.011449895063060378,0.011449895063060378,0.02642100941741421,0.02642100941741421
2017-11-20 11:00:00,8208.79,8255.93,8182.6,8250.68,4146.84,,,,,8250.68,5699.12,,,,8157.28,4423.45,,,,,,0,1,-0.005077157276733524,-0.005077157276733524,0.021209708520458337,0.021209708520458337
2017-11-20 12:00:00,8241.91,8243.66,8202.08,8208.57,4504.27,,,,,8208.79,4146.84,,,,8250.68,5699.12,,,,,,0,1,0.004034699389313001,0.004034699389313001,0.025329982707786414,0.025329982707786414
2017-11-20 13:00:00,8252.84,8280.04,8241.63,8242.35,4768.25,,,,,8241.91,4504.27,,,,8208.79,4146.84,,,,,,0,1,0.001326148914511327,0.001326148914511327,0.026689722951370287,0.026689722951370287
2017-11-20 14:00:00,8210.82,8257.24,8190.04,8252.97,4437.67,,,,,8252.84,4768.25,,,,8241.91,4504.27,,,,,,0,1,-0.005091580595286027,-0.005091580595286027,0.021462249480611595,0.021462249480611595
2017-11-20 15:00:00,8210.98,8245.01,8206.39,8210.74,3219.48,,,,,8210.82,4437.67,,,,8252.84,4768.25,,,,,,0,1,1.9486482470743027e-05,1.9486482470743027e-05,0.021482154186830638,0.021482154186830638
2017-11-20 16:00:00,8244.11,8248.05,8184.74,8210.73,3980.75,,,,,8210.98,3219.48,,,,8210.82,4437.67,,,,,,0,1,0.004034841151726143,0.004034841151726143,0.02560367241829753,0.02560367241829753
2017-11-20 17:00:00,8266.42,8267.22,8222.28,8243.56,3426.52,,,,,8244.11,3980.75,,,,8210.98,3219.48,,,,,,0,1,0.0027061744688026135,0.0027061744688026135,0.02837913489170618,0.02837913489170618
2017-11-20 18:00:00,8271.13,8281.21,8254.69,8266.42,3392.15,,,,,8266.42,3426.52,,,,8244.11,3980.75,,,,,,0,1,0.0005697750658688605,0.0005697750658688605,0.02896507968102724,0.02896507968102724
2017-11-20 19:00:00,8244.69,8294.12,8237.77,8271.11,4212.84,,,,,8271.13,3392.15,,,,8266.42,3426.52,,,,,,0,1,-0.003196661157544245,-0.003196661157544245,0.025675826978341476,0.025675826978341476
2017-11-20 20:00:00,8251.62,8265.33,8226.2,8245.87,3000.83,,,,,8244.69,4212.84,,,,8271.13,3392.15,,,,,,0,1,0.0008405410027545468,0.0008405410027545468,0.026537949566451058,0.026537949566451058
2017-11-20 21:00:00,8260.98,8273.27,8249.72,8251.56,2098.86,,,,,8251.62,3000.83,,,,8244.69,4212.84,,,,,,0,1,0.0011343227148121748,0.0011343227148121748,0.02770237488026095,0.02770237488026095
2017-11-20 22:00:00,8095.27,8261.17,8058.1,8260.98,7521.38,,,,,8260.98,2098.86,,,,8251.62,3000.83,,,,,,0,1,-0.020059363416931042,-0.020059363416931042,0.00708731945809471,0.00708731945809471
2017-11-20 23:00:00,7896.11,8111.4,7819.06,8093.98,15519.68,,,,,8095.27,7521.38,,,,8260.98,2098.86,,,,,,0,1,-0.024602020686153914,-0.024602020686153914,-0.01768906360797662,-0.01768906360797662
2017-11-21 00:00:00,7858.72,7999.43,7832.59,7888.37,10424.41,,,,,7896.11,15519.68,,,,8095.27,7521.38,,,,,,0,1,-0.0047352430500587905,-0.0047352430500587905,-0.022340544642523663,-0.022340544642523663
2017-11-21 01:00:00,8086.32,8106.03,7856.48,7858.71,6662.16,,,,,7858.72,10424.41,,,,7896.11,15519.68,,,,,,0,1,0.028961459372518705,0.028961459372518705,0.005973899953970685,0.005973899953970685
2017-11-21 02:00:00,8060.18,8140.85,8059.62,8091.28,3928.7,,,,,8086.32,6662.16,,,,7858.72,10424.41,,,,,,0,1,-0.0032326200298775642,-0.0032326200298775642,0.002721968575445377,0.002721968575445377
2017-11-21 03:00:00,8150.71,8168.42,8057.55,8060.18,3232.96,,,,,8060.18,3928.7,,,,8086.32,6662.16,,,,,,0,1,0.011231759092228621,0.011231759092228621,0.013984300162970031,0.013984300162970031
2017-11-21 04:00:00,8193.34,8220.64,8150.14,8150.14,3151.3,,,,,8150.71,3232.96,,,,8060.18,3928.7,,,,,,0,1,0.005230219207897235,0.005230219207897235,0.01928766032618867,0.01928766032618867
2017-11-21 05:00:00,8213.73,8215.33,8167.2,8192.78,2216.37,,,,,8193.34,3151.3,,,,8150.71,3232.96,,,,,,0,1,0.002488606599994503,0.002488606599994503,0.021824266324969477,0.021824266324969477
2017-11-21 06:00:00,8186.81,8214.21,8177.95,8213.73,1846.73,,,,,8213.73,2216.37,,,,8193.34,3151.3,,,,,,0,1,-0.0032774391171853656,-0.0032774391171853656,0.018475299503626808,0.018475299503626808
2017-11-21 07:00:00,8204.92,8229.78,8181.85,8186.8,2366.2,,,,,8186.81,1846.73,,,,8213.73,2216.37,,,,,,0,1,0.0022120948208153024,0.0022120948208153024,0.020728263438787087,0.020728263438787087
2017-11-21 08:00:00,8210.54,8252.57,8204.17,8204.56,2888.39,,,,,8204.92,2366.2,,,,8186.81,1846.73,,,,,,0,1,0.0006849548807301709,0.0006849548807301709,0.02142741624472877,0.02142741624472877
2017-11-21 09:00:00,8224.56,8249.08,8207.94,8210.47,2380.76,,,,,8210.54,2888.39,,,,8204.92,2366.2,,,,,,0,1,0.0017075612566284093,0.0017075612566284093,0.02317156612716631,0.02317156612716631
2017-11-21 10:00:00,8338.35,8339.59,8223.26,8224.43,4824.62,,,,,8224.56,2380.76,,,,8210.54,2888.39,,,,,,0,1,0.013835390586244278,0.013835390586244278,0.037327544381274835,0.037327544381274835
2017-11-21 11:00:00,8348.94,8368.36,8313.54,8334.99,4639.83,,,,,8338.35,4824.62,,,,8224.56,2380.76,,,,,,0,1,0.001270035438665884,0.001270035438665884,0.038644987124143215,0.038644987124143215
2017-11-21 12:00:00,8277.05,8350.78,8268.31,8349.32,4409.57,,,,,8348.94,4639.83,,,,8338.35,4824.62,,,,,,0,1,-0.008610673929864254,-0.008610673929864254,0.029701553811129155,0.029701553811129155
2017-11-21 13:00:00,8292.15,8322.03,8276.64,8277.11,3451.7,,,,,8277.05,4409.57,,,,8348.94,4639.83,,,,,,0,1,0.0018243214671893604,0.0018243214671893604,0.031580060460544956,0.031580060460544956
2017-11-21 14:00:00,8256.5,8311.48,8251.21,8292.05,2641.75,,,,,8292.15,3451.7,,,,8277.05,4409.57,,,,,,0,1,-0.004299246878071372,-0.004299246878071372,0.027145043106129307,0.027145043106129307
2017-11-21 15:00:00,8129.85,8277.35,8056.34,8255.65,7732.05,,,,,8256.5,2641.75,,,,8292.15,3451.7,,,,,,0,1,-0.015339429540362048,-0.015339429540362048,0.011389224089670691,0.011389224089670691
2017-11-21 16:00:00,8199.14,8199.14,8108.93,8129.87,5502.24,,,,,8129.85,7732.05,,,,8256.5,2641.75,,,,,,0,1,0.008522912476859767,0.008522912476859767,0.02000920592662614,0.02000920592662614
2017-11-21 17:00:00,8148.92,8240.95,8146.25,8199.75,3945.25,8352.887880194547,8185.6141666666645,8018.340453138783,,8199.14,5502.24,,,,8129.85,7732.05,,,,,,0,1,-0.006125032625372784,-0.006125032625372784,0.013761616262145004,0.013761616262145004
2017-11-21 18:00:00,7998.68,8151.76,7996.26,8148.92,6715.06,8354.569817083702,8184.51361111111,8014.457405138518,48.98981142466675,8148.92,3945.25,8018.340453138783,8185.6141666666645,8352.887880194547,8199.14,5502.24,,8185.6141666666645,,,,0,1,-0.01843679898685957,-0.01843679898685957,-0.004928902877474051,-0.004928902877474051
2017-11-21 19:00:00,8099.97,8132.68,7997.11,8000.02,4354.84,8353.891351399547,8185.649166666663,8017.406981933779,51.56313855677212,7998.68,6715.06,8014.457405138518,8184.51361111111,8354.569817083702,8148.92,3945.25,8018.340453138783,8184.51361111111,8352.887880194547,48.98981142466675,,0,1,0.012663339451009392,0.012663339451009392,0.00767202020327673,0.00767202020327673
2017-11-21 20:00:00,8148.78,8182.26,8094.58,8099.92,2616.44,8353.978563891937,8185.883055555553,8017.787547219171,52.744723827588516,8099.97,4354.84,8017.406981933779,8185.649166666663,8353.891351399547,7998.68,6715.06,8014.457405138518,8185.649166666663,8354.569817083702,51.56313855677212,48.98981142466675,0,1,0.006025948244252621,0.006025948244252621,0.013744199644203148,0.013744199644203148
2017-11-21 21:00:00,8167.39,8168.88,8091.63,8148.78,2889.76,8354.158052651399,8186.1638888888865,8018.169725126375,53.19251589365545,8148.78,2616.44,8017.787547219171,8185.883055555553,8353.978563891937,8099.97,4354.84,8017.406981933779,8185.883055555553,8353.891351399547,52.744723827588516,51.56313855677212,0,1,0.0022837774488941864,0.0022837774488941864,0.016059365786297963,0.016059365786297963
2017-11-21 22:00:00,8179.61,8179.99,8121.08,8167.38,2294.25,8351.279903083767,8184.18972222222,8017.099541360673,53.490182430059654,8167.39,2889.76,8018.169725126375,8186.1638888888865,8354.158052651399,8148.78,2616.44,8017.787547219171,8186.1638888888865,8353.978563891937,53.19251589365545,52.744723827588516,0,1,0.0014961940105713278,0.0014961940105713278,0.017579587723772327,0.017579587723772327
2017-11-21 23:00:00,8173.89,8195.36,8140.72,8179.61,2067.56,8350.197018055133,8183.220277777776,8016.24353750042,53.3269071673213,8179.61,2294.25,8017.099541360673,8184.18972222222,8351.279903083767,8167.39,2889.76,8018.169725126375,8184.18972222222,8354.158052651399,53.490182430059654,53.19251589365545,0,1,-0.0006992998443690057,-0.0006992998443690057,0.016867994476444048,0.016867994476444048
2017-11-22 00:00:00,8177.53,8183.11,8115.7,8174.01,2641.15,8347.65590794505,8181.4319444444445,8015.207980943837,53.41997205729039,8173.89,2067.56,8016.24353750042,8183.220277777776,8350.197018055133,8179.61,2294.25,8017.099541360673,8183.220277777776,8351.279903083767,53.3269071673213,53.490182430059654,0,1,0.00044532040436062736,0.00044532040436062736,0.01732082654292566,0.01732082654292566
2017-11-22 01:00:00,8158.89,8178.0,8149.38,8177.45,1583.83,8344.008485933648,8178.822222222221,8013.635958510795,52.864752859228034,8177.53,2641.15,8015.207980943837,8181.4319444444445,8347.65590794505,8173.89,2067.56,8016.24353750042,8181.4319444444445,8350.197018055133,53.41997205729039,53.3269071673213,0,1,-0.002279416889941044,-0.002279416889941044,0.015001928268414844,0.015001928268414844
2017-11-22 02:00:00,8188.7,8189.43,8140.66,8158.89,1730.99,8343.191613025765,8178.207777777778,8013.22394252979,53.65706242927196,8158.89,1583.83,8013.635958510795,8178.822222222221,8344.008485933648,8177.53,2641.15,8015.207980943837,8178.822222222221,8347.65590794505,52.864752859228034,53.41997205729039,0,1,0.003653683282897502,0.003653683282897502,0.018710423845837987,0.018710423845837987
2017-11-22 03:00:00,8246.48,8246.53,8188.78,8188.78,2789.95,8344.941460807318,8179.193888888888,8013.446316970458,55.15974485123901,8188.7,1730.99,8013.22394252979,8178.207777777778,8343.191613025765,8158.89,1583.83,8013.635958510795,8178.207777777778,8344.008485933648,53.65706242927196,52.864752859228034,0,1,0.0070560650652728985,0.0070560650652728985,0.02589851087916606,0.02589851087916606
2017-11-22 04:00:00,8278.71,8290.17,8244.46,8246.51,2508.46,8347.111488894385,8180.155000000001,8013.198511105616,55.978706696655934,8246.48,2789.95,8013.446316970458,8179.193888888888,8344.941460807318,8188.7,1730.99,8013.22394252979,8179.193888888888,8343.191613025765,55.15974485123901,53.65706242927196,0,1,0.003908334222601617,0.003908334222601617,0.02990806513815114,0.02990806513815114
2017-11-22 05:00:00,8263.35,8296.4,8241.95,8279.18,1987.64,8346.915326197777,8180.0697222222225,8013.224118246668,55.4819852032578,8278.71,2508.46,8013.198511105616,8180.155000000001,8347.111488894385,8246.48,2789.95,8013.446316970458,8180.155000000001,8344.941460807318,55.978706696655934,55.15974485123901,0,1,-0.0018553615237154597,-0.0018553615237154597,0.02799721334112948,0.02799721334112948
2017-11-22 06:00:00,8299.91,8304.01,8260.39,8262.86,2215.22,8348.998414065987,8180.869166666666,8012.739919267345,56.42853119373329,8263.35,1987.64,8013.224118246668,8180.0697222222225,8346.915326197777,8278.71,2508.46,8013.198511105616,8180.0697222222225,8347.111488894385,55.4819852032578,55.978706696655934,0,1,0.004424355739500285,0.004424355739500285,0.03254543871216553,0.03254543871216553
2017-11-22 07:00:00,8276.85,8304.37,8264.73,8300.83,2137.12,8350.969050096428,8181.762499999999,8012.55594990357,55.66074112951597,8299.91,2215.22,8012.739919267345,8180.869166666666,8348.998414065987,8263.35,1987.64,8013.224118246668,8180.869166666666,8346.915326197777,56.42853119373329,55.4819852032578,0,1,-0.002778343379626902,-0.002778343379626902,0.02967667292835574,0.02967667292835574
2017-11-22 08:00:00,8240.17,8278.33,8238.93,8276.84,2037.0,8350.341340254688,8181.4444444444425,8012.547548634197,54.44864982084384,8276.85,2137.12,8012.55594990357,8181.762499999999,8350.969050096428,8299.91,2215.22,8012.739919267345,8181.762499999999,8348.998414065987,55.66074112951597,56.42853119373329,0,1,-0.00443163763992338,-0.00443163763992338,0.025113519027655462,0.025113519027655462
2017-11-22 09:00:00,8187.52,8254.46,8179.61,8239.66,3754.28,8346.939809485433,8179.403888888888,8011.867968292342,52.752618458747214,8240.17,2037.0,8012.547548634197,8181.4444444444425,8350.341340254688,8276.85,2137.12,8012.55594990357,8181.4444444444425,8350.969050096428,54.44864982084384,55.66074112951597,0,1,-0.0063894312860049984,-0.0063894312860049984,0.018563626637473574,0.018563626637473574
2017-11-22 10:00:00,8229.65,8234.84,8135.71,8187.51,4531.94,8349.596229339668,8183.136666666666,8016.677103993664,53.933641012998,8187.52,3754.28,8011.867968292342,8179.403888888888,8346.939809485433,8240.17,2037.0,8012.547548634197,8179.403888888888,8350.341340254688,52.752618458747214,54.44864982084384,0,1,0.005145636285468491,0.005145636285468491,0.023804784593757677,0.023804784593757677
2017-11-22 11:00:00,8233.34,8253.19,8201.33,8229.66,2444.58,8340.1691011273,8192.504166666668,8044.839232206035,54.03714493534244,8229.65,4531.94,8016.677103993664,8183.136666666666,8349.596229339668,8187.52,3754.28,8011.867968292342,8183.136666666666,8346.939809485433,53.933641012998,52.752618458747214,0,1,0.0004483787281355234,0.0004483787281355234,0.02426383688093292,0.02426383688093292
2017-11-22 12:00:00,8211.14,8240.37,8180.0,8233.46,3167.18,8319.176776884233,8202.293611111112,8085.410445337991,53.29612545912281,8233.34,2444.58,8044.839232206035,8192.504166666668,8340.1691011273,8229.65,4531.94,8016.677103993664,8192.504166666668,8349.596229339668,54.03714493534244,53.933641012998,0,1,-0.0026963540920210693,-0.0026963540920210693,0.021502058893049902,0.021502058893049902
2017-11-22 13:00:00,8150.89,8223.51,8145.27,8211.14,4086.04,8317.598904987039,8204.087222222224,8090.575539457411,51.33115163706048,8211.14,3167.18,8085.410445337991,8202.293611111112,8319.176776884233,8233.34,2444.58,8044.839232206035,8202.293611111112,8340.1691011273,53.29612545912281,54.03714493534244,0,1,-0.007337592587630892,-0.007337592587630892,0.014006692957466482,0.014006692957466482
2017-11-22 14:00:00,8157.34,8159.99,8104.91,8150.98,3832.04,8314.252356355117,8206.786111111114,8099.319865867112,51.52793562942417,8150.89,4086.04,8090.575539457411,8204.087222222224,8317.598904987039,8211.14,3167.18,8085.410445337991,8204.087222222224,8319.176776884233,51.33115163706048,53.29612545912281,0,1,0.000791324628353518,0.000791324628353518,0.014809101426918936,0.014809101426918936
2017-11-22 15:00:00,8194.13,8194.33,8151.4,8157.78,3041.8,8314.449017028848,8207.992222222225,8101.535427415602,52.65112476516472,8157.34,3832.04,8099.319865867112,8206.786111111114,8314.252356355117,8150.89,4086.04,8090.575539457411,8206.786111111114,8317.598904987039,51.52793562942417,51.33115163706048,0,1,0.004510048618789897,0.004510048618789897,0.019385939813144848,0.019385939813144848
2017-11-22 16:00:00,8199.62,8204.72,8173.94,8194.13,2997.56,8314.574791602468,8208.166666666668,8101.758541730867,52.81893025863613,8194.13,3041.8,8101.535427415602,8207.992222222225,8314.449017028848,8157.34,3832.04,8099.319865867112,8207.992222222225,8314.252356355117,52.65112476516472,51.52793562942417,0,1,0.0006699918112114123,0.0006699918112114123,0.02006892004528371,0.02006892004528371
2017-11-22 17:00:00,8201.77,8205.1,8183.88,8199.62,2325.27,8314.24457197832,8207.834444444446,8101.424316910572,52.88618847091292,8199.62,2997.56,8101.758541730867,8208.166666666668,8314.574791602468,8194.13,3041.8,8101.535427415602,8208.166666666668,8314.449017028848,52.81893025863613,52.65112476516472,0,1,0.00026220727301984326,0.00026220727301984326,0.020336389535100974,0.020336389535100974
2017-11-22 18:00:00,8261.59,8274.59,8201.09,8201.23,3685.06,8317.084998639004,8209.91166666667,8102.738334694337,54.73291451787288,8201.77,2325.27,8101.424316910572,8207.834444444446,8314.24457197832,8199.62,2997.56,8101.758541730867,8207.834444444446,8314.574791602468,52.88618847091292,52.81893025863613,0,1,0.007293547612283735,0.007293547612283735,0.027778261572720897,0.027778261572720897
2017-11-22 19:00:00,8234.55,8277.92,8228.86,8261.07,2449.2,8318.092930352856,8210.734722222225,8103.376514091595,53.75330246317303,8261.59,3685.06,8102.738334694337,8209.91166666667,8317.084998639004,8201.77,2325.27,8101.424316910572,8209.91166666667,8314.24457197832,54.73291451787288,52.88618847091292,0,1,-0.003272977719785297,-0.003272977719785297,0.02441436622171378,0.02441436622171378
2017-11-22 20:00:00,8223.95,8266.55,8211.85,8234.5,2341.43,8318.521588294656,8211.107222222226,8103.692856149796,53.368159994397644,8234.55,2449.2,8103.376514091595,8210.734722222225,8318.092930352856,8261.59,3685.06,8102.738334694337,8210.734722222225,8317.084998639004,53.75330246317303,54.73291451787288,0,1,-0.0012872591702034475,-0.0012872591702034475,0.023095679434706806,0.023095679434706806
2017-11-22 21:00:00,8188.29,8237.7,8184.32,8223.83,2525.41,8317.614373641703,8210.099722222227,8102.585070802749,52.07702296140234,8223.95,2341.43,8103.692856149796,8211.107222222226,8318.521588294656,8234.55,2449.2,8103.376514091595,8211.107222222226,8318.092930352856,53.368159994397644,53.75330246317303,0,1,-0.004336115856735656,-0.004336115856735656,0.018659418036152342,0.018659418036152342
2017-11-22 22:00:00,8227.89,8237.44,8187.64,8188.08,1360.5,8308.953711704808,8207.031388888894,8105.109066072981,53.36569937516962,8188.29,2525.41,8102.585070802749,8210.099722222227,8317.614373641703,8223.95,2341.43,8103.692856149796,8210.099722222227,8318.521588294656,52.07702296140234,53.368159994397644,0,1,0.004836174585902464,0.004836174585902464,0.023585832825348874,0.023585832825348874
2017-11-22 23:00:00,8206.56,8229.14,8179.13,8229.07,2871.95,8297.5014529164,8203.076388888894,8108.651324861388,52.58232386176086,8227.89,1360.5,8105.109066072981,8207.031388888894,8308.953711704808,8188.29,2525.41,8102.585070802749,8207.031388888894,8317.614373641703,53.36569937516962,52.07702296140234,0,1,-0.0025924021833058086,-0.0025924021833058086,0.020932286677531442,0.020932286677531442
2017-11-23 00:00:00,8213.63,8216.44,8182.59,8206.71,2247.23,8293.656161093913,8201.314722222227,8108.97328335054,52.81844942732663,8206.56,2871.95,8108.651324861388,8203.076388888894,8297.5014529164,8227.89,1360.5,8105.109066072981,8203.076388888894,8308.953711704808,52.58232386176086,53.36569937516962,0,1,0.0008615059172174533,0.0008615059172174533,0.021811825883582436,0.021811825883582436
2017-11-23 01:00:00,8243.15,8259.78,8212.54,8213.42,2244.79,8289.730642899143,8199.953611111116,8110.176579323089,53.806357089064605,8213.63,2247.23,8108.97328335054,8201.314722222227,8293.656161093913,8206.56,2871.95,8108.651324861388,8201.314722222227,8297.5014529164,52.81844942732663,52.58232386176086,0,1,0.003594026027468944,0.003594026027468944,0.025484244180983495,0.025484244180983495
2017-11-23 02:00:00,8244.43,8256.7,8231.02,8243.08,1855.3,8288.909534978808,8199.61833333334,8110.32713168787,53.849454289326616,8243.15,2244.79,8110.176579323089,8199.953611111116,8289.730642899143,8213.63,2247.23,8108.97328335054,8199.953611111116,8293.656161093913,53.806357089064605,52.81844942732663,0,1,0.0001552804449755918,0.0001552804449755918,0.025643481830735393,0.025643481830735393
2017-11-23 03:00:00,8142.85,8250.09,8139.38,8244.05,3761.23,8288.611316509126,8199.979444444449,8111.347572379771,50.038743936355814,8244.43,1855.3,8110.32713168787,8199.61833333334,8288.909534978808,8243.15,2244.79,8110.176579323089,8199.61833333334,8289.730642899143,53.849454289326616,53.806357089064605,0,1,-0.012321045845498091,-0.012321045845498091,0.013006481469962639,0.013006481469962639
