close,volbtc,bb_high,bb_mid,bb_low,rsi,close_lag1,bb_low_lag1,bb_mid_lag1,bb_high_lag1,close_lag2,bb_low_lag2,bb_mid_lag2,bb_high_lag2,rsi_lag1,rsi_lag2,signal
670,6112.640889,649.3386167,608.7,568.0613833,52.32793455,631.1,574.8362787,599.3428571,623.8494356,613.32,575.336365,599.3428571,622.4722064,43.02347239,37.87741925,0
687.61,5360.314495,675.0038951,622.2157143,569.4275335,55.84341893,670,568.0613833,608.7,649.3386167,631.1,574.8362787,608.7,623.8494356,52.32793455,43.02347239,0
676.99,1721.60242,689.6084928,633.9285714,578.2486501,53.29115164,687.61,569.4275335,622.2157143,675.0038951,670,568.0613833,622.2157143,649.3386167,55.84341893,52.32793455,0
647.5,2892.249348,693.0913786,641.6857143,590.28005,46.88336725,676.99,578.2486501,633.9285714,689.6084928,687.61,569.4275335,633.9285714,675.0038951,53.29115164,55.84341893,0
665.57,1790.949127,688.0120205,656.0128571,624.0136938,50.78809722,647.5,590.28005,641.6857143,693.0913786,676.99,578.2486501,641.6857143,689.6084928,46.88336725,53.29115164,0
669.98,1206.707818,686.9166377,664.1071429,641.2976481,51.7208893,665.57,624.0136938,656.0128571,688.0120205,647.5,590.28005,656.0128571,693.0913786,50.78809722,46.88336725,0
693.02,2186.062194,691.0312881,672.9528571,654.8744262,56.37347019,669.98,641.2976481,664.1071429,686.9166377,665.57,624.0136938,664.1071429,688.0120205,51.7208893,50.78809722,0
691.72,1423.434381,695.8922013,676.0557143,656.2192272,56.04528475,693.02,654.8744262,672.9528571,691.0312881,669.98,641.2976481,672.9528571,686.9166377,56.37347019,51.7208893,0
682.99,467.0281678,694.6863312,675.3957143,656.1050974,53.78101026,691.72,656.2192272,676.0557143,695.8922013,693.02,654.8744262,676.0557143,691.0312881,56.04528475,56.37347019,0
684.55,907.446381,696.2184339,676.4757143,656.7329947,54.13757798,682.99,656.1050974,675.3957143,694.6863312,691.72,656.2192272,675.3957143,695.8922013,53.78101026,56.04528475,0
666.89,1963.286963,693.2560734,679.2457143,665.2353552,49.48350874,684.55,656.7329947,676.4757143,696.2184339,682.99,656.1050974,676.4757143,694.6863312,54.13757798,53.78101026,0
673.71,788.5822158,692.9085727,680.4085714,667.9085701,51.22727937,666.89,665.2353552,679.2457143,693.2560734,684.55,656.7329947,679.2457143,696.2184339,49.48350874,54.13757798,0
667.14,558.0890431,693.1261177,680.0028571,666.8795966,49.45618197,673.71,667.9085701,680.4085714,692.9085727,666.89,665.2353552,680.4085714,693.2560734,51.22727937,49.48350874,0
662.84,683.6177898,688.7686041,675.6914286,662.614253,48.2796783,667.14,666.8795966,680.0028571,693.1261177,673.71,667.9085701,680.0028571,692.9085727,49.45618197,51.22727937,0
663.74,448.5454899,682.4863817,671.6942857,660.9021897,48.5555265,662.84,662.614253,675.6914286,688.7686041,667.14,666.8795966,675.6914286,693.1261177,48.2796783,49.45618197,0
635.03,1873.592357,683.0329024,664.8428571,646.6528119,41.03660222,663.74,660.9021897,671.6942857,682.4863817,662.84,662.614253,671.6942857,688.7686041,48.5555265,48.2796783,0
635,1257.346319,676.933263,657.7642857,638.5953084,41.02945256,635.03,646.6528119,664.8428571,683.0329024,663.74,660.9021897,664.8428571,682.4863817,41.03660222,48.5555265,0
638.56,989.587504,673.9335392,653.7171429,633.5007465,42.31384904,635,638.5953084,657.7642857,676.933263,635.03,646.6528119,657.7642857,683.0329024,41.02945256,41.03660222,1
654.19,1398.818854,668.2234418,650.9285714,633.6337011,47.69978386,638.56,633.5007465,653.7171429,673.9335392,635,638.5953084,653.7171429,676.933263,42.31384904,41.02945256,0
653.77,587.3014699,664.2319384,649.0185714,633.8052045,47.5712525,654.19,633.6337011,650.9285714,668.2234418,638.56,633.5007465,650.9285714,673.9335392,47.69978386,42.31384904,0
644.9,519.0955995,659.8094,646.4557143,633.1020286,44.82421607,653.77,633.8052045,649.0185714,664.2319384,654.19,633.6337011,649.0185714,668.2234418,47.5712525,47.69978386,0
638.15,1192.76829,652.8132073,642.8,632.7867927,42.79879106,644.9,633.1020286,646.4557143,659.8094,653.77,633.8052045,646.4557143,664.2319384,44.82421607,47.5712525,0
645.3,1460.565426,653.408246,644.2671429,635.1260397,45.60272368,638.15,632.7867927,642.8,652.8132073,644.9,633.1020286,642.8,659.8094,42.79879106,44.82421607,0
657.87,1570.024753,656.9926076,647.5342857,638.0759638,50.22238727,645.3,635.1260397,644.2671429,653.408246,638.15,632.7867927,644.2671429,652.8132073,45.60272368,42.79879106,0
657.76,1084.449037,659.3626502,650.2771429,641.1916356,50.18222436,657.87,638.0759638,647.5342857,656.9926076,645.3,635.1260397,647.5342857,653.408246,50.22238727,45.60272368,0
