4437.67,75.34524299,0
3219.48,75.35848233,0
3980.75,78.13674828,0
3426.52,79.88238156,0
3392.15,80.26260713,0
4212.84,71.58287385,0
3000.83,72.47451843,0
2098.86,73.74608822,0
7521.38,38.11767442,0
15519.68,22.91283845,1
10424.41,21.10643205,0
6662.16,49.05031741,0
3928.7,46.87121962,0
3232.96,54.81625766,0
3151.3,58.18173668,0
2216.37,59.81777151,0
1846.73,56.48352197,0
2366.2,58.2717914,0
2888.39,58.87121646,0
2380.76,60.48938082,0
4824.62,71.05327838,0
4639.83,71.85369401,0
4409.57,59.16190615,0
3451.7,60.82304081,0
2641.75,54.80775929,0
7732.05,39.10547075,0
5502.24,48.35656927,0
3945.25,42.9516084,0
6715.06,31.07585893,0
4354.84,43.1805007,0
2616.44,48.19140993,0
2889.76,50.10863896,0
2294.25,51.45672641,0
2067.56,50.72353229,0
2641.15,51.22893361,0
1583.83,48.32803587,0
1730.99,53.17432343,0
2789.95,61.22931657,0
2508.46,65.06081457,0
1987.64,61.73774984,0
2215.22,66.40537546,0
2137.12,61.03789901,0
2037,53.21821529,0
3754.28,43.97617145,0
4531.94,51.65422711,0
2444.58,52.30848125,0
3167.18,47.85561709,0
4086.04,37.85937436,0
3832.04,39.40788639,0
3041.8,47.87519564,0
2997.56,49.08852717,0
2325.27,49.61346468,0
3685.06,62.054405,0
2449.2,55.0345756,0
2341.43,52.37991004,0
2525.41,44.18544118,0
1360.5,53.43145475,0
2871.95,48.48698394,0
2247.23,50.23158889,0
2244.79,57.15567297,0
1855.3,57.44903476,0
3761.23,35.44021526,0
4351.99,41.5450315,0
2599.92,42.29653977,0
4591.19,32.70938504,0
3337.61,40.17714672,0
2488.78,47.78368018,0
3224.8,53.94845509,0
3151.44,50.8309413,0
2596.08,47.24398728,0
2339.29,46.86650881,0
3488.44,42.40026917,0
2632.91,38.50669718,0
1960.88,40.47123691,0
1791.66,53.45712564,0
1611.09,49.67851686,0
2256.02,39.87893291,0
6381.19,23.10467021,0
4272.73,21.48951154,0
6269.33,17.97679358,0
4142.28,45.18909739,0
2996.28,47.90510757,0
2454.9,45.46043096,0
2256.77,51.79733917,0
2632.1,62.21374558,0
4522.84,69.5164208,0
6408.54,67.23740316,0
4696.89,60.19873953,0
2177.72,55.08411238,0
2552.41,63.16153295,0
2681.42,53.76519625,0
2348.08,55.69080964,0
2270.61,51.59291356,0
1764.76,50.02263773,0
12.42,50.02263773,0
1759.43,58.98436146,0
3112.66,63.2104402,0
3314.15,56.81073101,0
2528.24,55.27365855,0
2967.4,62.90575555,0
1846.75,62.22423883,0
3008.15,48.72320989,0
3052.53,45.26790849,0
3650,41.7353142,0
3216.25,47.7559805,0
2054.61,49.00072296,0
1896.04,60.57818702,0
2369.77,58.0157558,0
1380.78,58.12997644,0
3655.71,73.07947175,0
8419.04,81.21417786,-1
4936.95,84.51198,0
2916.09,85.03998093,0
3010.84,85.64846859,0
6927.29,91.72067067,0
5740.21,92.04335919,0
3544.61,79.19162056,0
3578.97,82.32471145,0
4357.35,85.89596511,0
3539.95,83.79538347,0
3388.46,69.75131974,0
2750.72,71.64993332,0
2145.76,74.53176968,0
1848.48,74.76309081,0
2996.9,73.88908088,0
3293.66,79.8069782,0
3851.39,84.42974938,-1
4001.69,84.72069837,0
4253.04,77.0444985,0
1645.75,80.50793815,0
2830.83,85.01327094,-1
3174.1,85.45683561,0
2903.63,89.2888581,0
3410.27,77.1615265,0
2303.62,58.17481602,0
2425.64,60.73788293,0
1759.15,65.38871603,0
1527.02,68.70557828,0
1810.04,66.75739725,0
1634.04,68.82341512,0
2028.61,68.31584674,0
3100.95,78.9302069,0
6518.41,86.91582456,-1
7625.02,83.75734737,0
4850.69,88.81520343,0
10464.62,61.71769518,0
4391.69,64.81534339,0
3782.42,66.77915645,0
2645.93,65.82545106,0
2953.98,64.92913565,0
6527.73,76.96190678,0
7781.13,79.97602088,0
6417.28,71.87401449,0
3578.61,72.39354162,0
4011.74,75.97652803,0
3407.85,71.7579513,0
2902.63,72.58479857,0
2988.46,75.47497655,0
3965.03,77.47849677,-1
11672.36,48.93258189,0
4640.68,56.96335155,0
3370.01,60.00787812,0
4184.52,59.56425571,0
3735.55,59.28190623,0
3048.52,58.87696348,0
4022.25,60.4736927,0
5012.36,50.02518967,0
5314.03,49.13705687,0
3268.06,42.9089726,0
3381.94,43.19872894,0
2727.91,53.06841462,0
3786.08,60.41496897,0
2538.82,61.6460188,0
4624.87,70.06807569,0
3597.66,63.68013463,0
2967.2,60.88719526,0
2973.42,53.23212216,0
2398.41,61.4050471,0
4268.02,70.22367754,0
6091.28,75.50518338,-1
4222.54,73.53790054,0
2926.38,75.14449263,0
2890.57,68.78473627,0
2438.31,70.05311526,0
2055.36,70.16492211,0
3794.33,76.55977456,0
4263.49,66.09420275,0
5504.5,51.49533715,0
3436.93,63.80754708,0
3705.34,62.07902212,0
3357.37,63.84771587,0
3321.55,65.67727648,0
4567.53,68.77650904,0
4645.48,69.11002188,0
3527.91,49.94297629,0
4352.37,60.81994084,0
3209.09,57.55028097,0
3241.43,52.7787591,0
2325.54,58.16365881,0
9469.28,69.60887582,0
6856.69,77.61321203,-1
9255.21,83.95697351,-1
7401.06,88.16754394,-1
18431.42,54.94895802,0
11687.96,64.93597141,0
6297.81,71.91464229,0
6457.22,74.51264243,0
5021.15,77.28485838,0
4936.02,79.56344265,0
