btc,ltc,vtc
-0.007228223396920308,-0.018650793650793585,-0.11138872259686028
-0.021205912652938363,-0.04367165386170646,0.34434069941594725
-0.02785037666008361,-0.053699788583509545,0.8408510144831498
-0.030375650819911337,-0.07417336907953531,-0.14730054738244092
0.07093479870023955,0.11389961389961378,-0.09113551992443425
0.03710125232834671,0.045060658578856216,-0.05552362207010264
-0.1286485631664558,-0.16998341625207303,0.03566422819204518
0.05330636902215491,0.07642357642357656,0.13300469218829303
0.016602872580029793,0.017169373549884126,-0.1687168310814704
-0.008438256658595655,-0.01049270072992703,0.0682466306810483
0.013296216255814786,0.02028584601198702,-0.019563017872787358
0.0032051282051281937,0.015363759602349703,0.2544685972169989
-0.008659828484950394,-0.0031152647975077885,0.8245657794384993
-0.0018658298702399767,-0.021874999999999978,1.155738997844261
0.005013170192879501,-0.02053856686444544,1.7682926829268295
-0.019384994444176074,-0.03168685927306614,0.18942731277533054
-0.037393307139953924,-0.041867179980750735,-0.0037037037037037646
-0.08847802443861552,-0.06880964339527884,-0.11152416356877315
-0.05401459854014601,-0.02481121898597627,-0.2782426778242678
0.013325023741690423,0.007743362831858391,0.24637681159420288
-0.002738321862644666,-0.02689352360043895,-0.1441860465116278
-0.013009705886671719,-0.015228426395939021,-0.057065217391304324
-0.03042385110909429,-0.029209621993127266,-0.08069164265129691
-0.07131897133738418,-0.09793510324483778,-0.14420062695924762
0.09376445707487946,0.07325049051667754,-0.1135531135531136
-0.0167223069834892,-0.014625228519195566,0.012396694214876103
-0.052679284704725604,-0.059987631416203,-0.2204081632653062
0.01563336198368548,0.019078947368421195,-0.1413612565445026
0.0005269292797036584,0.008392511297611316,-0.13414634146341464
-0.005697414618576535,0.007042253521126751,1.126760563380282
-0.10736240630467231,-0.11125238397965675,-0.3741721854304636
0.03240191318732699,-0.006437768240343367,0.031746031746031855
0.054444754075519075,0.07559395248380119,0.03589743589743599
0.0006606983581647352,0.036813922356091044,-0.09900990099009899
-0.09821399095440886,-0.060684312459651335,-0.14835164835164838
-0.013929565090057161,-0.05017182130584197,0.04516129032258065
0.08163947207217248,0.02966714905933432,0.16666666666666652
-0.006727419382519084,0.0042164441321150825,-0.03703703703703698
-0.050987438879002034,-0.07417774667599708,-0.04395604395604402
0.029767323307723137,0.03174603174603163,-0.028735632183908066
-0.010289775640459076,-0.06666666666666665,-0.047337278106508784
0.1928758998910307,0.1200941915227629,0.15527950310559002
-0.001467593147238544,0.19621583742116333,-0.043010752688172116
-0.001904676205045086,-0.04276508494434683,-0.061797752808988804
-0.0024793015882556,0.007343941248470154,-0.0479041916167664
-0.05228512035670174,-0.037059538274605175,-0.1132075471698114
-0.018596519113089016,-0.027760252365930604,-0.007092198581560294
0.03159770021864117,0.03828682673588579,0.11428571428571432
-0.014396508414971199,0.0006250000000000977,-0.10897435897435903
0.010067060641297365,0.008119925046845555,-0.050359712230215736
-0.003169797038368727,0.06443618339529111,-0.022727272727272707
0.009555450087011419,-0.0093131548311991,-0.04651162790697683
-0.014636286708245905,-0.02526439482961218,-0.1382113821138211
0.011641221374045774,0.01868595539481599,-0.0667216981132076
-0.007875872476891144,0.02662721893491149,-0.168908544135857
-0.01384861593066189,-0.002305475504322918,0.0425358012498509
-0.0121149798351462,0.12189485846331616,-0.017657352855392938
-0.00803474131060622,-0.11225540679711654,0.2945137556931885
-0.03462919542868392,-0.0446635730858469,0.14678899082568808
-0.029349321466786593,-0.04675166970248934,0.1359999999999999
-0.011286286724177197,0.0006369426751593465,0.2816901408450705
-0.006672094011043406,-0.022278803309993767,0.005494505494505475
0.03944625581271044,0.05403645833333348,-0.049180327868852514
0.0008741708232631318,0.006794317479925871,-0.13793103448275856
-0.00529182079736934,-0.0018404907975461127,0.09333333333333327
-0.18867827075047783,-0.23294406883835272,-0.2195121951219512
0.05184194890077243,0.10096153846153855,0.0546875
-0.009078620856618369,-0.021106259097525504,-0.022222222222222254
-0.06291100840849406,-0.023048327137546343,-0.0757575757575758
-0.007104525604536449,-0.029680365296803735,-0.040983606557377095
0.046783369803063524,0.029803921568627434,-0.017094017094017144
-0.08620761737530835,-0.1401370906321403,-0.12173913043478257
0.017339982614265503,-0.021257750221434724,0.00990099009900991
0.006318582478862966,-0.002714932126696934,-0.0393470588235294
0.0321319241168192,0.016333938294010864,-0.028026281144564513
-0.0030525427031240504,0.03928571428571437,-0.06103502295244467
-0.02406080347448425,-0.03264604810996574,-0.016702934447384132
0.008166080726269342,0.008880994671403242,0.02726372255460663
-0.022865214416561752,-0.014964788732394374,0.21774228366531578
-0.17516319201319086,-0.2439678284182305,-0.25976727272727274
0.15271920696642738,0.2943262411347516,0.18702594761352698
0.000403848438056853,-0.026484018264840148,0.024034109191210185
-0.016764817629179363,-0.03283302063789861,-0.02214346117746191
0.10802782205477479,0.11736178467507274,0.06420789869567378
0.12380391900433763,0.15017361111111116,0.08737864077669921
0.022886401986074167,0.00905660377358486,-0.008928571428571397
-0.05959536585828329,-0.0635751682872101,-0.08108108108108114
-0.03290587950641177,-0.036741214057507965,-0.037880392156862674
0.045700942373446685,0.06301824212271967,0.05975165127649129
-0.006758912193954858,-0.015600624024961096,-0.045584615384615335
-0.004817632535078498,-0.009508716323296307,-0.03634826796911528
-0.015833955261512322,-0.034399999999999986,-0.031014737907378076
0.006927365141826458,0.004971002485501197,0.00996496724917928
0.01864441278241391,0.03462489694971138,0.02878911378585025
-0.0779482875754306,-0.14023904382470131,-0.04886338148680425
-0.006176183768555554,-0.020389249304911816,0.007778596577417529
-0.04843000436109912,-0.06149479659413437,-0.07172787346983012
0.00893696005866329,0.021169354838709742,-0.023024012473041866
0.015716913852233727,0.026653504442250675,0.02637133447767992
0.0009615169607120055,0.04807692307692313,0.02747324367228554
0.02260745241712092,0.0183486238532109,0.018395137521776128
-0.01830653617616218,-0.05405405405405406,-0.04391479308895063
-0.025857848591392618,-0.018095238095238053,-0.05937535990618881
-0.0031067251461988077,0.0009699321047527132,0.023805283466904026
-0.006691109074243751,-0.013565891472868241,-0.05260277745564179
-0.010427240011073313,0.014734774066797574,-0.022575335059795143
0.022985826184259706,0.01742497579864466,0.04517075028895401
0.003076432250125327,-0.0057088487155091405,-0.011468027319566976
0.021105481972873985,0.028708133971292016,0.08294486335789553
0.011057713700885596,-0.0018604651162790198,0.10163019652834127
-0.03419668595823344,-0.034482758620689724,-0.021111175788877556
0.0058556813780217265,0.004826254826254983,0.01124760516721679
-0.0017895166039957333,0.0009606147934677622,0.1226212457674507
0.0074885969092517435,0.0009596928982724684,0.10476190476190461
0.007387886568912316,0.0019175455417066445,0.09482758620689657
0.0018110676355505007,-0.00382775119617218,-0.1889763779527559
0.0018747489175556797,-0.0057636887608070175,0.0
-0.005881042548451787,0.0009661835748790981,-0.029126213592232997
-0.0001792676914802449,-0.005791505791505669,-0.024695000000000022
0.08861894302747775,0.03203883495145621,0.025320284423846928
0.012455735814872693,-0.0037629350893697566,0.010000000000000009
0.06671818126359885,0.007554296506137925,-0.08459900990099023
-0.00831141103358879,0.05248359887535159,0.15731351839533625
0.009457537195801669,-0.011576135351736516,-0.01869158878504673
0.08845260311535985,0.03873873873873879,-0.00952380952380949
0.020696653195472203,0.002601908065915204,0.0
-0.020876898289396872,-0.035467128027681705,-0.028846153846153855
0.010188362159512465,-0.01076233183856512,-0.01767326732673269
-0.015388347832114513,-0.022665457842248382,-0.03383460162273855
0.08298426554965,0.04359925788497221,0.05364074606110503
0.013569954333446876,-0.028444444444444494,-0.09263069306930694
0.010502180605438838,0.01921317474839901,-0.02228616509701098
0.048220490931881965,0.019748653500897495,0.06390601092164339
0.010580969392389061,0.010563380281690238,-0.08393441591137951
-0.03894489297643833,-0.03658536585365857,-0.018159394549433383
0.02750892286591533,0.020795660036166286,-0.05945937119857625
-0.008433698389102906,-0.00797165633303809,-0.004727018407098882
0.0019427872112589561,-0.008035714285714257,0.0027148723673586783
0.0017863413591461264,0.014401440144014455,-0.05986617710100084
-0.010637973603194517,-0.007985803016858917,-0.06557364049087044
0.006146404584385978,-0.0062611806797853164,0.11485273712484156
-0.030819872923524505,-0.015301530153015275,0.08425251394946986
-0.0727781112761049,-0.07038391224862883,-0.09974023238670282
0.02250617599454796,0.007866273352999054,-0.008856585444473652
-0.037989869368168394,-0.03121951219512198,-0.059056568885998084
0.026984896771511835,0.001007049345417954,0.004632604111645344
-0.0012648834620703209,-0.0231388329979878,-0.047317946804245614
0.03152704368530368,-0.005149330587023715,0.0460277427490543
-0.004747405297449436,0.0020703933747412417,-0.05953390213921694
-0.01626751759984202,0.032024793388429895,-0.04439586074800794
-0.006554416707074573,-0.016016016016015988,0.02054406215728921
0.0014137843978794251,0.0,-0.05323813730266802
0.01223549975629834,-0.006103763987792554,-0.17399703418700663
-0.013764590632108442,-0.0051177072671442225,0.19144864529151473
-0.01956294824741578,-0.00925925925925919,-0.14039994656953592
-0.02750875746960635,-0.04569055036344771,0.021476502436075462
0.026132711798566133,-0.01088139281828071,-0.08019464738250104
0.027738582785559407,0.017601760176017667,0.013283608881825337
-0.0011887620131936227,-0.006486486486486531,-0.0592553519710981
0.010342804458972621,-0.025027203482045568,-0.08343348511264947
0.06152110432705049,-0.001116071428571619,-0.2740313584989288
0.0015786183182244784,-0.129608938547486,0.6324639561431957
0.015714486353209267,0.047496790757381335,-0.040376022159283376
-0.008788102261553576,-0.015931372549019662,-0.07528123642534401
-0.02242854485708956,-0.08592777085927761,-0.11587741653660677
0.0012208850623920409,-0.008174386920980825,-0.10899769098989487
0.0068887973901750055,-0.02335164835164838,-0.0008025212542738247
-0.018433179723502224,0.06329113924050622,-0.1097548392134553
0.001169703087695817,0.022486772486772555,0.03805153105176595
-0.000496142889152118,0.0077619663648123005,0.03248313074128162
-0.01240972922771455,0.0,-0.03737694951715109
0.02470977365587923,0.007702182284980763,-0.044712583650120874
0.0027056962025318043,0.09808917197452227,-0.012068450394441377
-0.011377443941234966,0.03248259860788871,-0.10224402799002663
-0.01146049481245004,-0.03146067415730347,-0.08677811822465908
0.003665310340373207,-0.006960556844547439,-0.06172742612722204
-0.007706044177030025,-0.028037383177570097,-0.039406106231702154
0.010197795071336113,0.04086538461538458,-0.015404174540008198
0.009131907108122395,0.006928406466512715,0.01411072786769263
-0.0004294029708323821,-0.012614678899082743,-0.02510345308745887
-0.007334807719845404,-0.017421602787456303,-0.004911125622836021
-0.0027087674306779386,0.015366430260047137,-0.022762005789388695
-0.0010607351215828897,-0.002328288707799664,-0.10624068588670355
-0.003443005389751397,-0.012835472578763052,-0.03038381176858085
-0.02854329119646104,-0.0791962174940899,-0.1586274613873998
-0.0010635999534674978,-0.030808729139923052,-0.02362433211584436
-0.00878404232311314,0.0066225165562914245,-0.016423522722867734
-0.0032896393145464,0.019736842105263275,-0.10307023305919749
-0.013740843647385703,-0.020645161290322567,-0.22711194111831268
-0.0016390923526098389,0.007905138339921125,0.1895881895881899
-0.02982573153421242,-0.050980392156862786,0.10884803492058426
0.03340443159583284,0.038567493112947604,0.40339207080103723
0.014806222707423489,0.021220159151193574,-0.08030220820835154
-0.009396221340684296,-0.00909090909090915,-0.014921468882531652
-0.0045136001900464295,-0.011795543905635641,-0.16464492946048714
0.003596570474031502,-0.017241379310344862,-0.08108108108108103
-0.005672747036244319,-0.018893387314440013,-0.057763645998940016
-0.001349412407761763,-0.012379642365887178,0.109392575928009
0.007217993671427392,0.0,-0.04269821151950437
0.0063002020819535876,-0.01671309192200554,0.0495454411721441
-0.00541699011103991,-0.016997167138810054,0.13449247329913372
0.0028674686529683857,0.0014409221902016434,-0.10965326810103604
-0.024853652759449063,-0.1280575539568346,-0.12325507173979389
-0.01167652723077195,-0.06765676567656753,-0.03776302357419259
-0.040341268169370115,-0.10796460176991152,-0.04394095151938826
-0.07443383455895791,0.0,-0.02461032928465734
-0.01770855979603536,0.001984126984126977,0.030302228571932543
0.04567312528922973,-0.013861386138613763,0.188988846756315
-0.053703026687960675,-0.13052208835341372,-0.249823621729803
-0.06169174461163085,-0.14318706697459582,-0.11724118076081524
0.05155376413990376,0.25876010781671166,0.1410416689314793
0.0550850077279752,0.16702355460385454,0.02956336162955786
0.010273838821828862,0.06422018348623837,0.14078694107195733
-0.00618668316448856,-0.09482758620689657,0.03299858855594695
-0.03106762119679396,-0.06666666666666665,-0.1416534480863162
