close,volbtc,bb_up,bb_mid,bb_low,rsi,close_lag1,bb_low_lag1,bb_up_lag1,close_lag2,bb_low_lag2,bb_up_lag2,rsi_lag1,bb_sig
827.95,649.4513677,839.3970198,833.6314286,827.8658374,50.27722756,836.33,828.7055406,839.1201737,835.43,828.7004477,838.953838,54.38816925,0
828,692.1600558,839.1907658,832.7442857,826.2978057,50.30136505,827.95,827.8658374,839.3970198,836.33,828.7055406,839.1201737,50.27722756,0
828.76,553.1038998,837.7045658,831.5657143,825.4268628,50.69317188,828,826.2978057,839.1907658,827.95,827.8658374,839.3970198,50.30136505,0
829.69,595.4909779,837.6477072,831.8785714,826.1094357,51.20016254,828.76,825.4268628,837.7045658,828,826.2978057,839.1907658,50.69317188,0
827,456.9132926,835.7384456,830.4514286,825.1644116,49.61115397,829.69,826.1094357,837.6477072,828.76,825.4268628,837.7045658,51.20016254,0
824.05,518.623489,834.0420853,828.8257143,823.6093433,47.85705034,827,825.1644116,835.7384456,829.69,826.1094357,837.6477072,49.61115397,0
825.09,201.1404914,830.0117736,827.22,824.4282264,48.54772969,824.05,823.6093433,834.0420853,827,825.1644116,835.7384456,47.85705034,0
824.02,226.2784536,829.8530878,826.6585714,823.4640551,47.84553521,825.09,824.4282264,830.0117736,824.05,823.6093433,834.0420853,48.54772969,0
826.04,117.3836264,829.4726197,826.3785714,823.2845232,49.33539507,824.02,823.4640551,829.8530878,825.09,824.4282264,830.0117736,47.84553521,0
824.99,476.3465411,828.6180157,825.84,823.0619843,48.55888825,826.04,823.2845232,829.4726197,824.02,823.4640551,829.8530878,49.33539507,0
821.61,635.4760576,827.0745301,824.6857143,822.2968985,46.0464527,824.99,823.0619843,828.6180157,826.04,823.2845232,829.4726197,48.55888825,0
825.13,237.1395197,826.3903144,824.4185714,822.4468284,49.00555327,821.61,822.2968985,827.0745301,824.99,823.0619843,828.6180157,46.0464527,0
827.99,321.8401275,827.6705068,824.9814286,822.2923503,51.34069721,825.13,822.4468284,826.3903144,821.61,822.2968985,827.0745301,49.00555327,0
833.31,462.5571562,831.2958162,826.1557143,821.0156123,55.42926197,827.99,822.2923503,827.6705068,825.13,822.4468284,826.3903144,51.34069721,0
834.99,604.2037237,834.3947708,827.7228571,821.0509435,56.66749151,833.31,821.0156123,831.2958162,827.99,822.2923503,827.6705068,55.42926197,0
838.98,569.1100293,838.3263063,829.5714286,820.8165508,59.54224997,834.99,821.0509435,834.3947708,833.31,821.0156123,831.2958162,56.66749151,0
838.28,382.0885849,840.7526647,831.47,822.1873353,58.80517292,838.98,820.8165508,838.3263063,834.99,821.0509435,834.3947708,59.54224997,0
839.12,381.3446329,841.6948303,833.9714286,826.2480268,59.45381273,838.28,822.1873353,840.7526647,838.98,820.8165508,838.3263063,58.80517292,0
839,662.3316618,841.7682477,835.9528571,830.1374666,59.31013928,839.12,826.2480268,841.6948303,838.28,822.1873353,840.7526647,59.45381273,0
828.17,219.5062797,841.7149708,835.9785714,830.2421721,48.02943609,839,830.1374666,841.7682477,839.12,826.2480268,841.6948303,59.31013928,0
834.25,272.0517539,841.7286508,836.1128571,830.4970635,53.38928779,828.17,830.2421721,841.7149708,839,830.1374666,841.7682477,48.02943609,0
834.99,392.1184026,841.7286508,836.1128571,830.4970635,54.0109615,834.25,830.4970635,841.7286508,828.17,830.2421721,841.7149708,53.38928779,0
833.98,289.0357239,840.8031137,835.3985714,829.9940291,52.97247381,834.99,830.4970635,841.7286508,834.25,830.4970635,841.7286508,54.0109615,0
834.25,365.1528431,839.9432725,834.8228571,829.7024418,53.23135548,833.98,829.9940291,840.8031137,834.99,830.4970635,841.7286508,52.97247381,0
832.84,439.9746901,838.3682535,833.9257143,829.483175,51.63284584,834.25,829.7024418,839.9432725,833.98,829.9940291,840.8031137,53.23135548,0
834.41,382.164133,836.5208252,833.27,830.0191748,53.31397042,832.84,829.483175,838.3682535,834.25,829.7024418,839.9432725,51.63284584,0
833.95,376.6780976,835.0023986,834.0957143,833.1890299,52.73561312,834.41,830.0191748,836.5208252,832.84,829.483175,838.3682535,53.31397042,0
853,704.9384754,846.7513006,836.7742857,826.7972708,68.14665682,833.95,833.1890299,835.0023986,834.41,830.0191748,836.5208252,52.73561312,0
865,1140.144451,858.7600909,841.0614286,823.3627662,73.91618266,853,826.7972708,846.7513006,833.95,833.1890299,835.0023986,68.14665682,0
891.52,852.3702743,880.3213062,849.2814286,818.2415509,81.7733868,865,823.3627662,858.7600909,853,826.7972708,846.7513006,73.91618266,0
887.08,653.8693024,891.7846283,856.8285714,821.8725145,77.56094317,891.52,818.2415509,880.3213062,865,823.3627662,858.7600909,81.7733868,-1
881.4,343.4978609,897.2730954,863.7657143,830.2583331,72.42123907,887.08,821.8725145,891.7846283,891.52,818.2415509,880.3213062,77.56094317,0
884.74,570.6770027,900.4656754,870.9557143,841.4457532,73.53194694,881.4,830.2583331,897.2730954,887.08,821.8725145,891.7846283,72.42123907,0
883.88,534.8873835,897.320887,878.0885714,858.8562558,72.7198373,884.74,841.4457532,900.4656754,881.4,830.2583331,897.2730954,73.53194694,0
